mbti,function_pair,playlist_name,playlist_id,track_count,danceability_mean,danceability_stdev,energy_mean,energy_stdev,loudness_mean,loudness_stdev,mode_mean,mode_stdev,speechiness_mean,speechiness_stdev,acousticness_mean,acousticness_stdev,liveness_mean,liveness_stdev,valence_mean,valence_stdev,tempo_mean,tempo_stdev,instrumentalness_mean,instrumentalness_stdev,CMajor_count,C#/DbMajor_count,DMajor_count,Eminor_count,EMajor_count,Fminor_count,FMajor_count,F#/Gbminor_count,F#/GbMajor_count,GMajor_count,G#/Abminor_count,G#/AbMajor_count,Aminor_count,AMajor_count,A#/Bbminor_count,A#/BbMajor_count,Bminor_count,Cminor_count,C#/Dbminor_count,Dminor_count,D#_Ebminor_count,D#_EbMajor_count,Gminor_count,BMajor_count
ISFP,SP,isfp 🫶,2rl0kWhW4HdqnP4ty5OufR,50,0.68714,0.167048204,0.63518,0.173102976,-6.94098,3.448425168,0.62,0.490314351,0.109308,0.103660163,0.19424322,0.264359145,0.182998,0.123347459,0.533112,0.234629014,120.40998,26.17121154,0.069695388,0.20732268,2,8,4,1,1,1,0,2,2,2,2,3,3,4,2,1,1,1,5,0,1,1,0,3
ISFP,SP,Isfp ,3IB5Wk0SKj24U3n6SrVr81,50,0.55016,0.089910695,0.505886,0.194620531,-8.08858,2.635683229,0.84,0.37032804,0.033946,0.013322226,0.38355158,0.29030173,0.150302,0.140618631,0.43298,0.213817535,118.3225,34.39297287,0.009520977,0.0535736,7,1,6,2,2,0,2,1,1,5,0,1,1,4,0,4,0,1,2,1,0,4,0,5
ISFP,SP,isfp kk (eu),3uT2qodrz1UZPEc0nqHOHI,50,0.67292,0.148823391,0.595906,0.204031933,-8.09886,4.266695773,0.58,0.498569382,0.136224,0.13913711,0.31005028,0.295309597,0.201266,0.162905332,0.567782,0.246423927,124.94788,30.97610271,0.028449115,0.137732583,4,2,0,3,5,3,0,2,3,5,2,3,2,4,2,2,2,3,2,0,0,0,0,1
ISFP,SP,ISFP 💖,1zk89k9ly3NoT9FLZBvDqB,40,0.5427,0.12997558,0.759325,0.178325026,-5.769475,3.900349011,0.575,0.500640615,0.065445,0.0596382,0.16875623,0.244409197,0.21683,0.173899541,0.454225,0.212952323,125.04325,28.81847274,0.075343575,0.231339966,4,1,1,3,1,1,2,0,2,4,0,0,4,2,2,1,1,1,2,2,1,2,0,3
ISFP,SP,isfp </3,6IOAxCKF5yOZs7FfusxHh1,29,0.722034483,0.104058528,0.76062069,0.13364543,-4.091034483,2.045580034,0.586206897,0.501230014,0.079275862,0.065313796,0.148196552,0.163829119,0.182127586,0.126283753,0.638310345,0.147877629,122.0913103,27.14431992,0.000215068,0.000671161,3,4,3,3,1,0,0,2,0,2,1,1,1,1,3,1,0,0,0,1,1,0,0,1
ISFP,SP,isfp.,54QrhL3icNlwhl1qbTjI3e,50,0.690673469,0.109807481,0.520612245,0.132875069,-7.238428571,2.052708566,0.734693878,0.446071286,0.11032449,0.110971649,0.375158776,0.27730638,0.146057143,0.088397573,0.519673469,0.205487164,116.3750204,32.95022105,0.01164118,0.079545981,3,4,5,1,5,3,3,1,3,5,1,1,1,4,1,1,0,0,0,0,4,1,1,1
ISFP,SP,ISFP.,6vdAAZOvA5hfVet1Bgg4EX,50,0.63144,0.149785992,0.58732,0.174355892,-5.9362,2.020476929,0.86,0.350509833,0.087622,0.078108269,0.4553356,0.288251217,0.17399,0.170612246,0.501116,0.233121873,119.81928,29.39601683,0.000549742,0.003774086,7,3,3,1,3,2,5,0,2,2,0,4,0,6,0,6,1,1,0,0,0,0,2,2
ISFP,SP,ISFPENDEJO,6o83jelpMdJUleljd0kXSN,50,0.5566,0.154372462,0.47262,0.194321729,-9.0409,3.963387632,0.62,0.490314351,0.04959,0.033312474,0.4930938,0.342635836,0.18681,0.132254395,0.383246,0.200860041,112.67364,32.17896787,0.053064116,0.14392962,7,1,0,4,0,1,4,3,3,6,1,1,2,3,1,3,3,1,1,1,0,2,1,1
ISFP,SP,isfp songs,5pKl4cdnlwGhtLRgj153y6,32,0.50340625,0.126493876,0.5235625,0.169029667,-8.05359375,3.627926813,0.78125,0.420013441,0.0351875,0.009129525,0.387900313,0.32419238,0.185509375,0.106027928,0.32011875,0.194171239,120.1687188,32.58179459,0.018688446,0.065216871,4,1,1,1,3,0,1,1,1,4,1,3,2,2,0,5,0,1,1,0,0,0,0,0
ISFP,SP,isfp && infj,2Q0buz8Gv59oUsQNmVBjrm,50,0.52056,0.139744688,0.48,0.162076324,-8.61484,2.263394177,0.86,0.350509833,0.036584,0.01527017,0.4766346,0.369198598,0.14724,0.098273625,0.372486,0.197119607,120.0432,31.23562421,0.025325523,0.092585473,4,1,7,0,4,1,5,1,3,6,1,5,0,3,1,3,2,0,0,0,0,0,1,2
ISFP,SP,isfp needs more sleep,7i4n7QjnqOQxa24didHMUK,50,0.5251,0.141970714,0.51044,0.192750569,-7.684,3.293726727,0.8,0.404061018,0.040546,0.019720933,0.446049,0.329848026,0.18389,0.14185036,0.346286,0.161680453,116.7731,32.94580111,0.072328598,0.223727298,4,2,4,1,7,1,9,1,2,3,0,4,0,0,0,3,1,1,2,1,0,2,2,0
ISFP,SP,isfp+pisces,5XTLwcNB2s4H16uYmkXyxD,21,0.635047619,0.139707722,0.675238095,0.171225554,-6.634095238,2.008754537,0.523809524,0.511766316,0.116766667,0.133900823,0.151508619,0.171144341,0.164338095,0.097721576,0.40872381,0.194737212,119.7420952,24.60605814,0.072997726,0.181628747,1,2,0,0,0,1,0,2,0,2,0,1,0,0,3,2,1,1,1,0,1,1,0,2
ISFP,SP,ISFP vibes ,5alZeJVmbcA25hymCcl3dN,50,0.52626,0.129379809,0.64988,0.171438647,-7.20894,2.405054952,0.6,0.494871659,0.039462,0.024906092,0.17304456,0.255878847,0.189514,0.113036471,0.407744,0.208686892,126.08684,30.26324247,0.211692542,0.302950187,2,1,3,4,1,0,3,1,1,3,2,4,5,7,0,1,2,3,0,1,0,3,2,1
ISFP,SP,isfp's playlist,3AR1VM6ukeIHPasJ4pucnQ,36,0.54625,0.134315061,0.565666667,0.186991214,-8.1355,3.507839551,0.777777778,0.421637021,0.043991667,0.021803936,0.249853361,0.25736024,0.174025,0.100466672,0.429527778,0.16660552,127.2001389,32.16588223,0.052528211,0.141130157,8,3,2,3,0,0,2,0,1,4,1,1,1,3,0,4,1,1,0,0,0,0,1,0
ISFP,SP,isfp tings,4su1y1bCq0xFJcp5kOH2mM,50,0.54752,0.12005411,0.271664,0.145052982,-10.70142,3.697214716,0.82,0.388087934,0.050228,0.031691285,0.80714,0.140270876,0.136618,0.0698013,0.301856,0.127125413,107.4646,30.00030303,0.003214071,0.022481759,3,5,5,0,1,0,4,0,6,3,2,0,1,1,0,5,0,0,3,0,0,3,3,5
ISFP,SP,ISFP songs,3BFf4l51YQqpDxg10f4ZCy,50,0.55842,0.155201658,0.64596,0.187366383,-6.4928,2.113555839,0.56,0.501426536,0.058328,0.063256469,0.21216896,0.268088243,0.183582,0.132553892,0.411364,0.203663361,118.95152,26.66784476,0.003373725,0.018798735,6,3,1,1,2,3,1,4,2,3,0,2,4,5,1,1,3,2,1,1,1,2,1,0
ISFP,SP,Me di cuenta que soy ISFP,1vdhoPmDEDZmKUESOr4j0g,50,0.59772,0.158907371,0.518096,0.240437449,-8.86376,4.209850347,0.56,0.501426536,0.123692,0.170998272,0.446871508,0.370597623,0.19426,0.147152073,0.395726,0.214168536,117.84194,29.64887403,0.133599868,0.267452934,5,4,6,7,1,0,1,2,2,4,0,2,5,3,2,0,0,2,0,2,0,0,2,0
ISFP,SP,isfp kpop songs,488DhL6NMg0yrnKbISOLda,50,0.6348,0.123817179,0.7521,0.128686496,-4.39092,1.400565204,0.54,0.503457434,0.079068,0.066088903,0.1511003,0.172991024,0.169938,0.129489167,0.55136,0.180712056,125.60294,24.50667497,1.21E-05,3.73E-05,3,7,3,1,2,3,1,6,2,2,2,1,1,4,1,1,5,0,0,3,1,1,0,0
ISFP,SP,isfp vibes,4bBaTt3z6L379qMIGIcgGL,50,0.58782,0.131651471,0.44593,0.158312144,-8.93222,3.012839506,0.84,0.37032804,0.04844,0.023180428,0.518096,0.329417268,0.170504,0.115386806,0.3462,0.174443605,121.87364,28.67439809,0.016278119,0.090461621,3,4,6,0,4,0,4,3,5,4,1,4,0,2,2,5,0,0,2,0,0,0,0,1
ISFP,SP,ISFP-T,19uXgbgszpjjwBEwYqiu26,22,0.516545455,0.149429941,0.568409091,0.146166786,-7.466272727,2.28960885,0.545454545,0.509647191,0.055554545,0.050012396,0.23378,0.23226088,0.1737,0.120521478,0.345818182,0.19355512,113.7420909,26.37063041,0.037415557,0.107343946,3,0,0,1,2,2,2,0,1,0,2,0,1,0,1,3,1,1,0,1,0,0,0,1
ISFP,SP,isfp ,47TMyNDdnQW2VXyXa6x8cs,50,0.69218,0.130543869,0.56748,0.180904444,-7.08498,2.97444827,0.72,0.453557368,0.068272,0.068866787,0.37754694,0.265920174,0.169228,0.10684686,0.540494,0.201077246,116.7747,29.61359377,0.001259197,0.0062883,3,2,2,0,7,2,3,3,3,1,0,4,2,7,0,0,1,1,3,1,1,3,0,1
ISFP,SP,ISFP ✨,1BLgqXJBD5VkdT1tmTNuhu,50,0.59024,0.127518316,0.64286,0.196732908,-7.7616,3.4849667,0.64,0.484873221,0.06721,0.063000137,0.238639448,0.282412517,0.19777,0.141605771,0.51042,0.184676893,124.48612,32.23680827,0.109665765,0.241003616,4,4,1,3,2,1,3,0,3,1,1,3,6,6,0,1,2,1,3,0,0,3,1,1
ISFP,SP,an isfp-t's playlist,02JryCXPwE1blksqBy3Vlx,50,0.72376,0.093209564,0.582,0.14696022,-7.24434,2.292505604,0.62,0.490314351,0.083582,0.076682187,0.1958806,0.170231823,0.144314,0.084789596,0.586074,0.244470724,109.55888,22.61376716,0.063568961,0.176315736,3,5,3,1,2,0,2,2,7,1,1,2,1,1,0,3,3,2,2,2,3,0,2,2
ISFP,SP,it's an isfp aries!,2dKXk82Bg61UcaXp0nixr1,50,0.71958,0.110465451,0.65258,0.175505461,-5.55374,2.527247198,0.6,0.494871659,0.094452,0.062813999,0.294633,0.248953712,0.153582,0.115913713,0.63524,0.183331479,118.53068,29.88985636,0.000124738,0.000584368,8,2,5,4,1,1,0,2,0,2,0,2,2,6,3,2,2,1,3,1,0,1,1,1
ISFP,SP,isfp in a mood,0Arg6xI0aQjdfdlolBU0xM,50,0.53098,0.130802155,0.56924,0.218079892,-7.77256,2.921391038,0.8,0.404061018,0.05032,0.03240587,0.362682848,0.344608307,0.141982,0.114333038,0.4219,0.18876616,123.93734,30.91965486,0.039787876,0.139296017,6,4,3,0,0,1,5,1,3,7,0,1,1,8,0,3,1,2,2,0,0,0,2,0
ISFP,SP,playlist 👩‍❤️‍💋‍👩(my moment as an isfp),2mwwoG9TOwoIDJ2zr8qMea,50,0.53634,0.129652221,0.514214,0.213022994,-8.66096,4.002829045,0.82,0.388087934,0.064714,0.047695527,0.33904502,0.330759014,0.15619,0.090723811,0.40426,0.180896499,132.05458,34.33399189,0.07787987,0.179710847,8,4,6,4,2,0,4,1,1,3,0,4,1,2,0,1,0,1,1,0,0,3,1,3
ISFP,SP,ISFP-A,2RJZ7KZXeK1zFXFstIGqmI,11,0.569545455,0.118880077,0.709090909,0.168008008,-6.153272727,2.18018784,0.454545455,0.522232968,0.0527,0.028644406,0.119442727,0.136135892,0.155245455,0.139003988,0.507545455,0.249748419,129.5382727,34.76738019,0.136850054,0.282322322,1,0,0,1,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,1,2,0
ISFP,SP,ISFP,4jO8iqFZeKMKWv7SWZz560,50,0.549,0.149161739,0.65188,0.152278563,-6.97874,2.266529378,0.6,0.494871659,0.055222,0.045644229,0.2216428,0.249865562,0.17787,0.142513944,0.432152,0.207007478,123.0614,28.45595133,0.023584012,0.083816175,8,4,3,3,1,5,3,5,2,2,0,2,3,0,0,1,1,1,1,0,0,2,1,2
ISFP,SP,ISFP,2ntlosKFCzExUOYj3P17lm,50,0.5719,0.162025477,0.539776,0.208202212,-8.6719,3.956685111,0.72,0.453557368,0.06259,0.060349432,0.35231182,0.342601085,0.177676,0.120160623,0.456676,0.215374404,120.95182,28.33320559,0.042734237,0.113812434,7,5,1,3,6,0,5,1,1,3,1,1,4,2,0,4,1,1,1,1,0,1,1,0
ISFP,SP,isfpboy,4MfrD3Iap8XejGjz54FiM7,25,0.66048,0.114874613,0.72872,0.187164037,-4.99556,2.502115706,0.76,0.435889894,0.073464,0.059314739,0.2032256,0.259897545,0.18642,0.137762226,0.59704,0.175532637,125.90192,26.99282178,0.001271023,0.005851459,3,4,3,0,2,0,1,1,3,1,0,0,0,2,1,0,2,1,1,0,0,0,0,0
ISFP,SP,ISFP 짝사랑,2wOtRpWH9gLslTXvg4wU0z,50,0.5967,0.132298248,0.48884,0.178995081,-6.59562,2.301697226,0.8,0.404061018,0.056692,0.046626754,0.5393684,0.298484029,0.153168,0.100578491,0.42642,0.208140366,115.7575,30.85950592,0.001943818,0.013127578,3,3,0,0,5,1,2,0,1,6,1,3,1,4,1,6,2,0,1,2,1,3,0,4
ISFP,SP,ISFP,0I9Vyf4PYUAmdqF1zlq2lV,15,0.5882,0.158486683,0.6578,0.187042088,-6.9792,3.197297479,0.6,0.507092553,0.075066667,0.07118301,0.168666667,0.233495988,0.131653333,0.059767644,0.464933333,0.190018971,131.9964,35.80053957,0.013426498,0.049142471,3,0,0,0,0,1,0,1,3,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0
ISFP,SP,isfp kpop 💓👩🏻‍🎨,4eMZ9wrtG6jzOy9tgI2Z1u,50,0.65792,0.108792602,0.78664,0.137031169,-3.99828,1.505739605,0.6,0.494871659,0.085974,0.065007974,0.1656944,0.183683016,0.177376,0.130882779,0.62632,0.170125337,125.981,27.32667611,2.60E-05,0.00013765,4,4,1,2,1,4,1,3,5,2,1,5,2,5,1,1,1,0,2,2,0,0,2,1
ISFP,SP,isfp,1b4WcmjeYFyh6sAjUjMbWU,50,0.55592,0.153527215,0.69212,0.184670433,-6.53192,2.328428969,0.7,0.46291005,0.04705,0.025312111,0.159166708,0.221959974,0.180212,0.135752898,0.45459,0.217308776,118.10622,28.43556064,0.032831427,0.114886105,6,5,3,3,3,0,2,1,2,5,1,2,2,5,0,0,2,1,2,1,0,1,2,1
ISFP,SP,isfp,5JChXVeAdf1V3NB8oc23wY,50,0.53944,0.131000103,0.59494,0.202441063,-4.97886,2.115416647,0.76,0.431419111,0.05117,0.030423744,0.4735372,0.291819775,0.162368,0.093172448,0.40254,0.193180703,122.84848,31.56842146,3.46E-05,0.000199386,5,3,4,0,1,3,2,2,3,3,0,3,1,3,1,4,0,2,0,1,0,5,2,2
ISFP,SP,ISFP,01Fo2OwTmk8vQ9hMotvLQJ,50,0.6372,0.129377631,0.66852,0.177371079,-5.97082,2.385164434,0.58,0.498569382,0.083766,0.070794663,0.20982184,0.27589463,0.166806,0.113124536,0.480364,0.198141164,118.41306,29.67649779,0.020447282,0.121461236,3,4,0,3,3,4,3,2,4,3,0,4,2,3,1,2,4,1,1,1,1,0,1,0
ISFP,SP,What it feels like to be an isfp,1vZRFBfK0LsAsNwfLO7Wb3,50,0.57388,0.143931764,0.61828,0.165903591,-6.5706,2.648332305,0.72,0.453557368,0.082708,0.086580433,0.16131978,0.22289519,0.17896,0.108219205,0.438414,0.202998739,122.96746,35.40984009,0.022569689,0.073767426,5,3,4,2,3,2,6,1,2,5,1,2,2,1,1,3,2,0,1,0,0,1,2,1
ISFP,SP,isfp(ussy),1wKDahMG9ZRKHC0A8PeM6T,50,0.52942,0.117731117,0.58968,0.203132855,-8.28772,3.449590783,0.7,0.46291005,0.051588,0.030811657,0.286290588,0.309871561,0.193694,0.153651576,0.422994,0.216651949,131.60266,28.43677128,0.092083698,0.188927917,6,4,2,4,1,0,1,3,2,4,1,3,3,7,2,1,1,0,1,0,0,2,0,2
ISFP,SP,ISFP JOHNNY,6AKSKfPkDvNGU3keZ3SVcb,50,0.72372,0.126871145,0.65236,0.145357092,-6.48056,2.175947433,0.34,0.478518121,0.105896,0.095738649,0.17185494,0.182657378,0.174246,0.166296809,0.6034,0.229312371,126.3895,27.9563475,0.055813516,0.192727031,2,6,2,3,0,4,1,1,0,0,2,3,4,0,4,0,5,1,2,3,0,1,4,2
ISFP,SP,ISFP,6Q3pf07WQ6PV399gLwoSB7,44,0.500409091,0.125385975,0.373340909,0.143296561,-7.930545455,2.049545445,0.931818182,0.254971706,0.039443182,0.020863949,0.668288636,0.241784626,0.18015,0.096025698,0.270025,0.115878664,116.75775,28.81747859,7.60E-05,0.000233899,3,4,4,0,3,0,2,1,2,4,0,5,0,1,0,2,0,0,0,1,0,5,1,6
ISFP,SP,sealed valley,6ErFlVU6ylwocEy5v6uXgD,50,0.57848,0.123259679,0.453794,0.181889301,-10.67752,3.114642897,0.88,0.328260723,0.05137,0.040019073,0.482436,0.351349629,0.168902,0.093003703,0.448866,0.248306575,121.58654,35.53700349,0.055052231,0.139053112,7,1,3,0,2,0,4,3,3,7,0,4,0,7,0,5,2,1,0,0,0,1,0,0
ISFP,SP,isfp-t m00d,62H0DUHGEonuBPnHwtVfh9,50,0.54434,0.155564097,0.416044,0.213615196,-9.3819,5.332537472,0.86,0.350509833,0.059058,0.065820911,0.584166,0.339128851,0.129542,0.066266512,0.418226,0.223561529,123.5683,28.39172613,0.095279737,0.271145546,4,5,4,0,5,2,2,4,2,3,0,8,0,5,0,3,0,0,0,1,0,2,0,0
ISFP,SP,if isfp was a song,6iVuPtsb78iAoMvv3FmH79,28,0.526535714,0.14503141,0.702035714,0.190658602,-6.254892857,2.17900479,0.678571429,0.475594866,0.066442857,0.067348373,0.153221071,0.20862369,0.185392857,0.115305028,0.441878571,0.198704758,129.4882857,32.39094064,0.004996019,0.021474356,6,1,1,2,3,0,0,0,2,0,0,3,2,1,0,0,2,0,0,0,0,2,3,0
ISFP,SP,Isfp Sancturay ,7kRjb8P0os9Y6msRJKW6je,50,0.63068,0.16926919,0.5858,0.185844789,-7.2859,2.883458951,0.44,0.501426536,0.098832,0.078242487,0.31767612,0.301786869,0.15988,0.117332973,0.421932,0.227992905,123.28254,28.26819529,0.059923864,0.183254058,2,2,4,3,1,4,2,2,0,5,3,2,3,2,3,0,3,2,2,0,0,1,3,1
ISFP,SP,isfp,6MAGKWdpOT47koGMxcIFBh,34,0.565764706,0.139689495,0.703970588,0.177597517,-5.833323529,2.350065502,0.411764706,0.499554168,0.062408824,0.074497852,0.123040294,0.210347677,0.193344118,0.150256002,0.434994118,0.210024724,118.7127941,27.95653843,0.010290668,0.051186745,2,2,1,4,2,3,0,2,0,2,0,2,2,2,2,0,2,0,2,0,0,0,3,1
ISFP,SP,isfp cat-nip.,5QoBxhlnYD8YmgyGJmvluX,19,0.571842105,0.113718592,0.702842105,0.130737763,-5.559684211,1.495982696,0.842105263,0.374634325,0.076015789,0.047271724,0.081373158,0.170597155,0.195357895,0.11148885,0.419,0.179238513,127.9179474,32.43740791,0.000545239,0.001474344,2,0,1,0,0,0,0,1,1,5,0,4,0,2,0,1,0,1,1,0,0,0,0,0
ISFP,SP,isfp playlist,2o0PEPLJB20AGFO7ByrZaG,50,0.49764,0.156204048,0.73008,0.195933021,-6.89918,2.520346329,0.52,0.50467205,0.058642,0.037159667,0.186005647,0.263784238,0.191664,0.115261056,0.405072,0.214306657,126.57964,33.57961869,0.182327785,0.318035992,2,3,3,4,1,4,6,1,0,3,1,1,3,2,2,1,4,0,1,0,1,2,3,2
ISFP,SP,isfp,4anvNQEi35gwuHglEYeDBQ,30,0.609433333,0.144022671,0.556033333,0.204992932,-7.535166667,3.22847138,0.633333333,0.490132518,0.082913333,0.078032066,0.332833,0.314674767,0.204873333,0.140662099,0.409683333,0.223442916,115.5461,25.93769451,0.010159298,0.032307669,4,1,1,1,1,2,1,2,2,0,0,5,2,0,0,3,2,0,0,0,0,1,2,0
ISFP,SP,İsfp,5NqLWJFRVRYCeWeEqwySbE,50,0.53782,0.177369175,0.48746,0.26498472,-10.20572,5.161309627,0.28,0.453557368,0.067628,0.067073849,0.410191508,0.355479132,0.171474,0.179574595,0.368772,0.256065491,116.23442,28.67104651,0.115164327,0.267512206,1,4,0,5,4,2,1,5,0,0,1,0,3,2,2,1,3,2,4,6,1,0,2,1
ISFP,SP,isfp-t,5RRBX036Sa3qSotGekuh4i,50,0.48288,0.166328865,0.66251,0.248789835,-8.42578,3.631079068,0.66,0.478518121,0.070156,0.064875309,0.227379369,0.317421862,0.205024,0.161592796,0.431614,0.260432051,127.15876,28.6184413,0.05263774,0.158678249,5,2,1,0,3,2,2,0,4,4,0,1,2,6,0,2,4,2,4,2,0,1,1,2
ISFP,SP,ISFP Type Beat,7pg0zBklVsLzX80WTkUquH,21,0.589761905,0.164477933,0.666904762,0.159097424,-7.150619048,2.348648473,0.80952381,0.402373908,0.11472381,0.116924381,0.258402333,0.290213934,0.192861905,0.129028053,0.58447619,0.207031548,127.4370476,39.79399723,0.010522627,0.033096371,1,1,0,0,0,0,2,1,3,0,0,3,1,0,0,2,0,0,0,1,1,2,0,3
ISFP,SP,isfp,6mkVhqvVeo6jt8ESrMx9Ir,39,0.640461538,0.139554903,0.63574359,0.182415188,-5.962307692,2.392436252,0.564102564,0.502356122,0.068092308,0.047485862,0.300828205,0.257382074,0.16364359,0.116721377,0.425002564,0.223678659,121.0868718,23.17512963,0.049149083,0.156421673,3,2,2,2,1,3,1,5,2,5,1,3,0,1,0,0,1,1,2,1,0,2,1,0
ISFP,SP,isfp,41RBhrHkjgBqZXWNe8GqYC,21,0.607238095,0.119423576,0.514857143,0.165267143,-7.91847619,2.643667313,0.666666667,0.483045892,0.086252381,0.080714656,0.3228,0.300392848,0.16787619,0.154533553,0.405619048,0.205871192,125.1844762,26.34179294,0.025644907,0.116938035,1,0,2,1,0,1,3,1,1,2,0,2,0,2,0,0,1,2,1,0,0,0,0,1
ISFP,SP,°×ISFP×°,0FnrZWBhMcsdqKzHzEwHWZ,19,0.628789474,0.135838376,0.731894737,0.130122547,-5.955684211,2.222363708,0.473684211,0.512989176,0.097036842,0.085711753,0.254157368,0.192335052,0.252742105,0.171509628,0.597842105,0.223061343,115.2814211,27.16824678,0.009307868,0.038217222,1,1,1,2,1,1,1,1,0,0,0,0,0,2,1,0,2,2,0,1,0,1,0,1
ISFP,SP,ᰍ̠ ۫  isfp vibes: love these songs with my soul,0WLx4SIvHtRPlEMMJZbcGc,48,0.605479167,0.137817485,0.605234167,0.238247365,-8.565520833,6.87801315,0.520833333,0.504852341,0.061904167,0.049190732,0.266400923,0.310234038,0.1870875,0.156572241,0.4034125,0.220830921,121.3614583,30.76544527,0.105451571,0.268870736,1,4,2,0,0,3,3,3,1,1,0,7,2,2,4,2,3,1,4,1,1,1,1,1
ISFP,SP,ISFP,0Sig3pteUbn8tohblMg8gN,50,0.585,0.129051801,0.57054,0.20319933,-7.70022,2.995485837,0.86,0.350509833,0.058496,0.064471322,0.273717272,0.288347676,0.185556,0.149211929,0.396674,0.185943429,120.77698,30.97714841,0.02848184,0.115696381,6,4,8,3,5,1,1,0,3,0,1,3,0,4,0,1,1,0,1,0,0,1,0,7
ISFP,SP,isfpeeing,2IyrtSe3n8xqfVE5xxb2QJ,14,0.565857143,0.16233624,0.454,0.211233374,-10.05807143,4.000461655,0.5,0.518874522,0.047128571,0.019411869,0.529145714,0.371817822,0.167114286,0.102176588,0.434521429,0.237007349,109.1886429,30.42323637,0.137982636,0.29552554,0,1,1,1,0,0,0,1,0,3,0,1,0,0,1,0,2,1,0,0,0,0,1,1
ISFP,SP,♨️ISFP maybe J🟠🔊,6lSxKCZL68KnrD4vkw3xrw,50,0.66274,0.155597572,0.62152,0.175403935,-7.53794,3.325037869,0.58,0.498569382,0.136362,0.120886236,0.181031282,0.200626076,0.186682,0.153964659,0.438824,0.24038591,119.93362,29.63554667,0.084644613,0.211509489,4,3,2,1,2,2,0,5,2,3,0,3,1,1,3,3,3,3,1,0,0,1,2,5
ISFP,SP,ISFP - 6w5 🎨🎶,2rTwmspy7kyW8Ru5yfd10r,50,0.564116,0.179256456,0.62026,0.188917303,-6.70746,3.097392519,0.62,0.490314351,0.088282,0.118643205,0.326206,0.322642443,0.159148,0.108119779,0.479032,0.224723054,124.39456,31.77676312,0.041644237,0.160369728,3,2,3,2,1,1,3,1,3,6,0,4,3,1,0,3,2,3,5,0,1,1,1,1
ISFP,SP,ISFP,7LhICLthiZRxcCUFWNhZzC,50,0.6136,0.129741659,0.61918,0.226165344,-7.25284,4.198703742,0.68,0.471212071,0.071134,0.056369316,0.295321924,0.321367009,0.181584,0.122157375,0.484886,0.226059582,121.5637,28.60563055,0.064324404,0.223688685,5,3,4,0,3,4,1,2,1,3,1,3,1,4,0,3,3,1,1,1,0,1,2,3
ISFP,SP,isfp brain rot ,17dPR1qaS4PKhotCmM2lDg,35,0.568228571,0.18318507,0.536762857,0.275200138,-9.858685714,4.911431813,0.657142857,0.481593992,0.064682857,0.062669546,0.377635398,0.361446517,0.139371429,0.097152054,0.479742857,0.243341366,120.8473143,35.50792483,0.167906535,0.285608727,3,1,4,1,2,2,3,0,2,1,0,0,1,3,0,1,2,3,1,1,0,1,1,2
ISFP,SP,isfp mindset.,3Kbq9zBnrcyNELVa7nfE08,50,0.54672,0.139697785,0.57668,0.202886561,-7.8605,3.012448047,0.68,0.471212071,0.05514,0.054702155,0.3149348,0.315736651,0.169328,0.154416227,0.452218,0.228936314,123.71482,34.5142753,0.120897758,0.252851873,1,4,3,4,1,0,8,1,3,5,1,1,3,3,1,0,1,3,0,1,1,2,0,3
ISFP,SP,ISFP Anime,1GSFRq0Pzki8lLCbTJcrKo,50,0.551958333,0.153954395,0.846541667,0.134609752,-4.4745625,2.258602796,0.479166667,0.504852341,0.086670833,0.052097323,0.085854192,0.146040973,0.208710417,0.131184577,0.600854167,0.209593527,130.880875,29.87426238,0.015321632,0.08871378,1,3,3,1,1,2,2,2,2,2,0,3,2,2,3,0,4,3,5,1,0,3,2,1
ISFP,SP,isfp core,0JF6Os9FTMkJ2zHI355knV,50,0.72334,0.123817939,0.63846,0.132601938,-6.9393,2.312581112,0.42,0.498569382,0.14128,0.110643712,0.2155572,0.18672115,0.200928,0.173232456,0.59774,0.203034209,113.56808,28.10773617,0.000879774,0.003979285,6,4,1,3,0,6,1,2,0,5,2,1,1,2,5,1,7,1,2,0,0,0,0,0
ISFP,SP,Isfp,4rLD1owyB0eO41U9M4bS6M,50,0.438624,0.157907773,0.449191,0.230151466,-10.17458,5.424741262,0.84,0.37032804,0.038568,0.018044621,0.45862056,0.341078908,0.153718,0.151711941,0.259772,0.192192364,106.20082,27.96013123,0.130139,0.306105852,5,1,4,3,2,0,7,1,0,6,1,2,1,1,0,4,1,0,1,0,0,5,0,5
ISFP,SP,isfp-t ✧･ﾟ,706hYPoHbRPZmKX8ovAgth,50,0.64196,0.12520888,0.423408,0.161440838,-9.81746,3.498460677,0.7,0.46291005,0.117082,0.109908278,0.5580316,0.271703989,0.171528,0.138918036,0.379238,0.193460842,111.6386,28.32029603,0.029770977,0.137150142,6,4,2,0,4,1,5,2,2,4,1,3,0,1,1,0,1,1,3,1,1,3,3,1
ISFP,SP,libra sun scorpio moon anzai yuuki 9w8 isfp hiiragi kashima ,7KsWIFaBuQ2vNRyv7pyGei,8,0.590875,0.141349049,0.78775,0.14184977,-5.15,1.642410163,0.875,0.353553391,0.056075,0.029613836,0.053942983,0.070009148,0.2191625,0.247768106,0.539125,0.17658542,122.16,22.8339515,0.09240938,0.188379669,1,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
