mbti,function_pair,playlist_name,playlist_id,track_count,danceability_mean,danceability_stdev,energy_mean,energy_stdev,loudness_mean,loudness_stdev,mode_mean,mode_stdev,speechiness_mean,speechiness_stdev,acousticness_mean,acousticness_stdev,liveness_mean,liveness_stdev,valence_mean,valence_stdev,tempo_mean,tempo_stdev,instrumentalness_mean,instrumentalness_stdev,CMajor_count,C#/DbMajor_count,DMajor_count,Eminor_count,EMajor_count,Fminor_count,FMajor_count,F#/Gbminor_count,F#/GbMajor_count,GMajor_count,G#/Abminor_count,G#/AbMajor_count,Aminor_count,AMajor_count,A#/Bbminor_count,A#/BbMajor_count,Bminor_count,Cminor_count,C#/Dbminor_count,Dminor_count,D#_Ebminor_count,D#_EbMajor_count,Gminor_count,BMajor_count
ISFP,SP,ISFP songs I think,27TV0Ws394wk28unkJ5lGs,50,0.63408,0.140959661,0.69994,0.209280245,-6.22668,3.058679657,0.58,0.498569382,0.092382,0.087034452,0.16950216,0.23319981,0.223328,0.163092629,0.561514,0.233493201,125.34682,26.46643242,0.041878423,0.147971458,6,1,1,3,1,2,4,3,1,5,2,2,3,4,1,1,2,3,0,0,1,0,1,3
ISFP,SP,mr. isfp,0JW6J210RSH1y0xhzXSEcE,21,0.551285714,0.142266701,0.480990476,0.261755233,-8.61052381,3.655505186,0.80952381,0.402373908,0.040714286,0.013890151,0.497791333,0.3115452,0.1383,0.059766588,0.47247619,0.257438851,112.4825714,27.94351544,0.001290075,0.003738685,1,1,1,1,0,0,1,1,3,4,0,0,1,4,0,1,0,0,1,0,0,0,0,1
ISFP,SP,mr. isfp,0JW6J210RSH1y0xhzXSEcE,21,0.551285714,0.142266701,0.480990476,0.261755233,-8.61052381,3.655505186,0.80952381,0.402373908,0.040714286,0.013890151,0.497791333,0.3115452,0.1383,0.059766588,0.47247619,0.257438851,112.4825714,27.94351544,0.001290075,0.003738685,1,1,1,1,0,0,1,1,3,4,0,0,1,4,0,1,0,0,1,0,0,0,0,1
ISFP,SP,ISFP,7imxurd4EeNvsywDQe8OIb,44,0.758840909,0.120484862,0.599522727,0.132913766,-6.791295455,2.28366047,0.545454545,0.503686201,0.149463636,0.117502564,0.158041773,0.187730545,0.179125,0.117885936,0.534034091,0.222773699,126.7828182,26.90207227,0.004914073,0.019535611,3,4,3,1,0,1,1,2,2,3,2,3,0,0,2,1,3,2,2,1,3,0,1,4
ISFP,SP,my mind as an isfp,4r18Y1KDLB6zG5VoLt1VWG,50,0.50462,0.175061259,0.591434,0.238316762,-9.36244,5.321134704,0.52,0.50467205,0.053428,0.036706859,0.367572184,0.324556796,0.200426,0.14487084,0.437288,0.275430478,126.17238,34.80623283,0.311986972,0.393188158,1,4,2,2,0,2,2,2,3,4,1,5,3,3,4,0,4,2,2,1,0,1,1,1
ISFP,SP,Isfp ,4fnBLfLy8i1rXtWvl2gkn7,32,0.5471875,0.134181494,0.70525,0.178003081,-7.01246875,2.372243147,0.6875,0.470929075,0.0567625,0.042431028,0.193919356,0.268327384,0.18394375,0.126125206,0.463653125,0.206695893,118.6989688,32.73890031,0.060290284,0.162416312,4,4,1,2,2,0,0,2,1,3,0,1,3,4,0,0,0,1,2,0,0,1,0,1
ISFP,SP,ISFP songs,6PMGUrvZewecran22JVyLk,50,0.53548,0.150721156,0.61526,0.203721179,-6.90262,2.472662804,0.6,0.494871659,0.056864,0.05066747,0.2451032,0.296290101,0.172996,0.112422559,0.388902,0.193036754,117.3856,28.76556203,0.005938533,0.025068127,6,4,1,3,0,1,1,3,1,4,0,5,4,3,1,3,3,3,2,0,0,2,0,0
ISFP,SP,ISFP ,2Zm6SOtoOJIimNUnZOHLTe,50,0.68294,0.117838598,0.64362,0.126592048,-6.18288,1.782645748,0.46,0.503457434,0.084504,0.077385665,0.2307517,0.237526413,0.150814,0.118783959,0.514322,0.225584892,118.45692,29.9497148,0.009058145,0.055431009,3,3,3,3,2,2,1,2,2,1,2,4,2,2,1,0,4,3,1,2,2,0,3,2
ISFP,SP,Pleyli de un ISFP keipoper,2vb1tKdJR39i8IXgBuCRHj,50,0.72278,0.107124625,0.80106,0.104373429,-3.62268,1.628923476,0.48,0.50467205,0.09109,0.059372151,0.05955076,0.07858108,0.16614,0.103166129,0.5812,0.175616117,126.58566,23.27948744,0.002300098,0.011383196,5,3,2,4,0,2,2,2,1,4,1,5,2,2,3,0,4,0,2,0,6,0,0,0
ISFP,SP,Isfp mood,1GxgyoFopN61KMQEgbzCv7,17,0.522941176,0.1503448,0.435647059,0.16556341,-10.36258824,4.323592358,0.411764706,0.507299656,0.058229412,0.065353374,0.431476471,0.32665802,0.174264706,0.103531661,0.298570588,0.144996154,117.5209412,39.27783018,0.187084665,0.323730567,2,0,0,1,1,2,1,1,2,0,0,1,2,0,0,0,1,1,0,0,0,0,2,0
ISFP,SP,˙. • ISFP✦Playlist٭🎨,2VuR05gUgTdI1So3sEKq7p,50,0.5679,0.15673053,0.65608,0.186276713,-6.70974,2.728248633,0.56,0.501426536,0.060254,0.052009348,0.23194234,0.257556599,0.168896,0.115567627,0.432692,0.206816241,119.2846,30.27382814,0.056714743,0.185984756,6,6,3,2,2,4,4,6,1,2,0,1,5,0,0,0,2,0,2,0,0,2,1,1
ISFP,SP,isfp music (the cool ones),2gQYKFXUwjc7RmQlbHtFLH,50,0.44062,0.142946671,0.7888737,0.200921537,-6.14614,2.731656222,0.62,0.490314351,0.07322,0.068632247,0.05640021,0.154714972,0.199812,0.139053955,0.399548,0.219655248,127.33628,28.14780845,0.093477643,0.208286982,4,5,3,2,6,4,0,1,1,4,0,1,1,4,1,1,2,3,1,1,2,2,1,0
ISFP,SP,isfp kalo stres bikin playlist,5lOehyE9VwVLsESzGzWUUE,37,0.603351351,0.129328655,0.633324324,0.166043845,-7.180054054,2.6847023,0.648648649,0.483977514,0.074754054,0.07794216,0.215692659,0.234553272,0.195783784,0.125477469,0.560513514,0.206148493,124.9741622,36.27217349,0.11403771,0.257569667,1,4,4,1,0,2,5,2,3,2,2,0,0,3,0,0,2,0,3,0,0,1,1,1
ISFP,SP,Ellie,0kzcmoYG8MIstKVEVQOydN,50,0.5367,0.140262182,0.70302,0.203359488,-6.52626,2.88170403,0.5,0.505076272,0.060266,0.038143369,0.161022506,0.230916277,0.203078,0.138367894,0.461448,0.227299341,123.189,31.66515257,0.084668112,0.194252126,4,2,2,4,3,4,4,4,0,3,0,0,2,3,1,2,3,1,1,3,1,0,1,2
ISFP,SP,!isfp,0tq9FrNEXcZbsiGqAA28eZ,43,0.597348837,0.109638341,0.74712093,0.197185966,-6.415860465,3.927320634,0.627906977,0.489083488,0.072772093,0.050892928,0.140946023,0.242879655,0.165639535,0.1070643,0.550418605,0.209419064,121.134186,30.41859443,0.042920857,0.160369138,4,2,5,0,3,1,4,1,0,1,0,0,5,4,1,1,1,2,3,0,0,0,2,3
ISFP,SP,2010s Isfp,6eqRuJeuAXlcIQxNK3c4Pn,25,0.59136,0.124033557,0.65088,0.166463289,-6.11332,1.636401787,0.8,0.40824829,0.052156,0.034906161,0.3245852,0.219641837,0.14782,0.091572303,0.505876,0.23884828,118.70376,25.92201798,5.41E-05,0.000192689,3,3,3,0,4,1,1,0,1,2,0,0,0,0,0,3,0,1,1,0,0,0,2,0
ISFP,SP,🎪﹒✹﹐My vibes﹐％﹒✿,46nuowJP5t18MPSwjbCwUy,50,0.60324,0.135952957,0.74522,0.168530418,-5.7905,2.904124599,0.54,0.503457434,0.05033,0.028032796,0.157151368,0.20142475,0.216148,0.164968146,0.56677,0.226642963,123.0302,26.82356545,0.087061446,0.206461677,3,1,2,3,1,2,4,3,0,4,0,3,2,5,3,2,2,0,2,1,3,0,2,2
ISFP,SP,Isfp🎼🌦️,26XWC2UdnRI2RFbXqopIbI,37,0.559432432,0.167442949,0.715918919,0.157159222,-5.491783784,1.926888383,0.540540541,0.505227924,0.064318919,0.032587172,0.100169378,0.186251741,0.180897297,0.130336638,0.420935135,0.18974787,120.3358649,27.09927452,0.018247741,0.091451546,5,3,1,2,3,2,1,2,1,3,0,1,4,1,0,0,3,0,2,0,2,1,0,0
ISFP,SP,ISFP Drive Out with Eve (2021),5DGXuLyHaEytGoa9heNR9K,50,0.65522,0.121579954,0.7026,0.120949306,-5.42874,1.569857654,0.72,0.453557368,0.076354,0.072861664,0.16570912,0.198703752,0.156642,0.100352373,0.5238,0.187203153,121.47988,25.79018597,0.00853968,0.049991869,8,3,3,0,1,2,4,0,1,4,0,6,1,2,2,3,3,1,2,1,1,0,1,1
ISFP,SP,average isfp pl,5zaDHORHkQAViP9Uoh6vp2,50,0.47858,0.130306717,0.84514,0.12809547,-4.32828,1.601485153,0.3,0.46291005,0.087816,0.058304746,0.068826482,0.141794466,0.241348,0.189189497,0.436428,0.173752745,133.72668,34.58486746,0.002141283,0.013732106,0,5,0,9,0,5,0,2,2,2,2,1,3,1,1,2,4,0,0,6,2,1,1,1
ISFP,SP,ISFP-T,3AsGtUUwJTeO3NOQBkhics,50,0.55146,0.146047687,0.44988,0.17302868,-7.6229,2.634736197,0.8,0.404061018,0.069236,0.056583136,0.553756,0.308215671,0.154792,0.103053663,0.3448,0.159789913,123.89406,34.02840108,0.013783816,0.092929017,8,4,2,2,3,1,6,1,3,3,0,1,0,5,1,2,1,0,2,1,0,2,1,1
ISFP,SP,average isfp pl,5zaDHORHkQAViP9Uoh6vp2,50,0.47858,0.130306717,0.84514,0.12809547,-4.32828,1.601485153,0.3,0.46291005,0.087816,0.058304746,0.068826482,0.141794466,0.241348,0.189189497,0.436428,0.173752745,133.72668,34.58486746,0.002141283,0.013732106,0,5,0,9,0,5,0,2,2,2,2,1,3,1,1,2,4,0,0,6,2,1,1,1
ISFP,SP,ISFP,5jOZKMfn2MoQVNvnyNvCNH,29,0.547344828,0.133306649,0.570927586,0.225112722,-7.727482759,2.922826832,0.620689655,0.493803974,0.052258621,0.045016763,0.312263103,0.345261685,0.135537931,0.107824866,0.348793103,0.160607556,112.5821724,25.66735978,0.016968488,0.039136941,3,1,1,0,1,3,3,1,2,2,0,1,1,2,1,2,1,1,1,0,0,0,2,0
ISFP,SP,ISFP,1Obxl5xiZ6wBEDJ6OxugXB,50,0.53352,0.135480888,0.55468,0.197923861,-8.43622,3.4223656,0.64,0.484873221,0.045388,0.038403256,0.28223724,0.326462815,0.172878,0.16873648,0.4086,0.219968292,117.30794,29.00701042,0.105031036,0.247557359,6,3,3,3,0,0,5,1,4,1,0,1,4,5,1,2,2,2,2,1,1,2,1,0
ISFP,SP,ISFP K-pop💟,5IKTUy76khe9PBuhB31lD2,28,0.662178571,0.101852854,0.708471429,0.198994548,-4.895821429,2.909846834,0.5,0.509175077,0.066117857,0.035930829,0.166482679,0.254537841,0.1542,0.121332674,0.562035714,0.144458755,115.8115357,24.41230685,0.029765549,0.157419161,3,2,1,0,0,3,2,3,2,2,0,1,0,1,1,0,2,0,1,2,1,0,1,0
ISFP,SP,Isfp-a,4nhpzPJMSJi1tOy2V8oTXM,50,0.5333,0.122050717,0.5151,0.201628498,-6.89754,3.380995423,0.78,0.418451958,0.045426,0.021260664,0.499832,0.295991027,0.169006,0.120212186,0.383696,0.206963428,115.71322,36.29523138,0.000658836,0.003702938,2,4,5,1,3,1,3,1,0,7,0,5,0,3,0,2,0,1,3,0,1,2,3,3
ISFP,SP,the i in isfp,6Z1DlYWa660LOzfXll6SjK,50,0.5415,0.120850768,0.59048,0.175534198,-8.09412,2.563324122,0.7,0.46291005,0.042376,0.031009923,0.3295168,0.287510246,0.175786,0.139164989,0.427738,0.260340099,122.8264,33.57422036,0.197559407,0.323195538,0,4,2,2,2,2,4,1,5,6,1,0,0,3,0,3,3,3,2,0,0,2,1,4
ISFP,SP,Isfp playlists <3,2Rcp8Jz41Mr6tIpc8PPogs,32,0.59715625,0.120010782,0.7710625,0.166075758,-5.9261875,3.092340083,0.5625,0.504016129,0.070875,0.049241944,0.090145313,0.143869575,0.1956875,0.153967373,0.62896875,0.188420854,136.9791563,26.06890903,0.055932429,0.216439715,1,2,3,3,1,2,0,1,2,3,0,2,0,1,1,0,2,0,5,0,0,1,0,2
ISFP,SP,isfp things ,4UdlEAH7fjvYFVKHADYwqO,50,0.61496,0.104580788,0.70398,0.159470999,-5.132,1.919399024,0.68,0.471212071,0.077338,0.060516923,0.18079356,0.230520441,0.1541,0.113789532,0.539,0.182697698,120.43704,28.48859738,5.94E-05,0.000364774,3,6,4,0,1,2,4,3,2,3,2,3,1,5,1,2,2,1,1,1,0,0,2,1
ISFP,SP,ISFP – The Time Traveler (ETVU),5vBMSrIvTSsxMkLU2nUNKZ,28,0.567821429,0.129894845,0.605178571,0.195505622,-7.262464286,2.378156343,0.571428571,0.503952631,0.043303571,0.017666362,0.241341961,0.301716198,0.176607143,0.118904861,0.38935,0.195978475,115.6405357,30.74590158,0.010046449,0.031649474,3,2,4,1,1,1,0,0,1,1,1,1,1,1,1,1,0,4,2,0,0,1,1,0
ISFP,SP,DPR IAN • Jackson • keshi • woosung,2j2QEXYPoeo4FaTCZFKE9U,50,0.64764,0.122188506,0.577938,0.160175594,-7.31666,2.060954382,0.64,0.484873221,0.064994,0.053011933,0.3335534,0.268654857,0.149228,0.082740161,0.483182,0.233444114,130.01626,27.52839168,0.000575543,0.001543536,1,2,5,4,1,2,7,3,4,3,1,4,0,3,1,1,4,1,0,0,1,0,1,1
ISFP,SP,isfp,0EvCDzTexrGuxRh2fxegEn,50,0.5226,0.174361459,0.533674,0.211732512,-9.2879,3.630075415,0.68,0.471212071,0.041488,0.020926232,0.425582832,0.364863921,0.161308,0.115155492,0.396898,0.217931867,124.98704,35.57515608,0.382861909,0.363616481,3,3,5,3,2,3,4,1,3,2,2,3,2,4,0,1,1,1,2,0,0,0,1,4
ISFP,SP,ISFP,0zBd627ISXxbtzhxJ5DPRj,24,0.514625,0.136107634,0.542333333,0.165735952,-7.778041667,2.465962824,0.666666667,0.481543412,0.041183333,0.012429057,0.27970625,0.296653243,0.176583333,0.12002316,0.30365,0.173364161,122.7639167,28.22237158,0.015158219,0.046541188,2,1,1,1,0,0,2,1,1,1,1,0,1,2,0,3,2,0,2,0,0,1,0,2
ISFP,SP,isfp kpop songs ^⁠_⁠^,37KN14MycOqCGQg9WaiAOw,31,0.669483871,0.100267931,0.757709677,0.125215333,-4.459322581,1.725526265,0.548387097,0.505879411,0.063529032,0.031547025,0.107275968,0.141902459,0.189287097,0.136475619,0.53883871,0.182594103,117.4413548,23.57373204,0.000129109,0.000500568,0,1,2,1,1,1,1,4,1,2,0,3,1,3,0,1,4,0,1,0,1,1,1,1
ISFP,SP,my fav dimples,5WZ2WulM3XeiumNbVd8zWI,36,0.642083333,0.120805954,0.447694444,0.126379207,-8.618111111,2.711783343,0.555555556,0.503952631,0.075952778,0.051832943,0.489135,0.225892743,0.135802778,0.075743354,0.446355556,0.205883302,105.2580556,32.20377041,0.052555782,0.182670057,2,2,4,1,1,3,2,1,4,0,1,0,1,1,2,2,1,0,2,3,1,1,0,1
ISFP,SP,ISFP ZONE💛,20P9cfLFezZ3EkfFg9VXCQ,18,0.550388889,0.157418191,0.669944444,0.16266511,-6.399333333,2.066161004,0.611111111,0.501631326,0.073372222,0.083595861,0.185037222,0.220016773,0.196238889,0.125875971,0.487994444,0.245823419,130.5836667,34.51141764,0.018932504,0.05063692,4,0,0,2,2,2,0,0,2,1,0,1,2,0,0,0,0,0,1,0,0,0,0,1
ISFP,SP,ISFP Vibes,19kjbJQ5ttrNIl7oUwRZcj,50,0.66,0.110350277,0.68252,0.142833747,-5.55088,1.819876276,0.64,0.484873221,0.095426,0.092809741,0.27017834,0.261451566,0.17798,0.101779044,0.55878,0.182469823,113.42944,25.08447431,0.000589304,0.002079308,4,7,2,2,0,1,3,1,0,4,1,10,1,0,3,0,1,1,3,2,1,1,1,1
ISFP,SP,🩻,32zO4RfiIzE6WGT5CKbdP9,28,0.708428571,0.092572866,0.600214286,0.142096044,-7.772142857,1.556504315,0.535714286,0.5078745,0.140575,0.114826348,0.174577714,0.212232331,0.182907143,0.122459559,0.421389286,0.192332425,116.2162143,26.82956413,0.080922369,0.193499183,2,3,2,2,0,2,2,1,0,2,0,1,2,0,4,1,0,1,0,0,0,0,1,2
ISFP,SP,isfp girlies ,3zTRftQYDgWmpECcfMyQKq,50,0.5762,0.12396247,0.43686,0.179123491,-8.91524,3.251429178,0.9,0.303045763,0.061038,0.071837873,0.56769,0.288004385,0.143966,0.079803613,0.34571,0.216864974,113.81698,28.26293673,0.011352217,0.062311508,4,4,6,0,4,0,4,1,2,5,0,7,0,0,1,2,0,0,3,0,0,3,0,4
ISFP,SP,isfp girlies ,3zTRftQYDgWmpECcfMyQKq,50,0.5762,0.12396247,0.43686,0.179123491,-8.91524,3.251429178,0.9,0.303045763,0.061038,0.071837873,0.56769,0.288004385,0.143966,0.079803613,0.34571,0.216864974,113.81698,28.26293673,0.011352217,0.062311508,4,4,6,0,4,0,4,1,2,5,0,7,0,0,1,2,0,0,3,0,0,3,0,4
ISFP,SP,...,6SXgaGlzgSHecV0ioh9A6b,50,0.458792,0.149612151,0.57062,0.204419026,-8.64768,3.133055973,0.54,0.503457434,0.047622,0.034640128,0.27678793,0.275014079,0.162476,0.106516168,0.362066,0.240728715,114.94434,33.33830538,0.176689799,0.312437965,2,1,2,5,0,0,5,4,5,1,0,4,5,3,2,2,1,2,0,3,0,2,1,0
ISFP,SP,ISFP's songs,6Gm11WBdrrmdIjzmnKKHwU,50,0.57122,0.145860052,0.67902,0.157927714,-6.15526,2.053108234,0.58,0.498569382,0.051556,0.024232034,0.166989524,0.231058993,0.198614,0.138780083,0.46888,0.18093551,124.24146,29.45735094,0.010100983,0.034344363,5,2,2,2,2,6,3,3,2,4,1,2,3,4,1,1,2,0,1,1,0,2,1,0
ISFP,SP,Isfp kpop,4ZoQ0FyePLeXu0vKOwXrgC,50,0.666,0.094507963,0.74044,0.15324772,-4.26124,1.693591505,0.48,0.50467205,0.06852,0.043633413,0.1775065,0.205503914,0.170244,0.125497054,0.53804,0.162824804,121.76618,23.45951177,0.000160638,0.00093931,4,5,1,1,0,2,4,6,3,1,1,2,2,3,0,0,8,0,3,2,0,0,1,1
ISFP,SP,isfp supremacy,43xmFVTdsM87asIs0rsqmo,50,0.53634,0.129135052,0.57114,0.203393959,-8.37524,3.551243292,0.74,0.443087498,0.038734,0.024052516,0.364678017,0.306456403,0.154238,0.084813979,0.50406,0.194797793,121.01262,26.8156705,0.049889613,0.144197817,4,3,4,2,5,1,3,3,2,5,1,0,2,3,0,3,0,1,1,2,0,1,0,4
ISFP,SP,ISFP Playlist,74ph0yroHsHvkgStWMWj0b,50,0.55812,0.155127813,0.63226,0.188153521,-6.84136,2.739378261,0.68,0.471212071,0.05569,0.035967992,0.25824416,0.285936392,0.176088,0.128825826,0.389422,0.214033745,116.684,25.66928314,0.023451071,0.13210049,7,5,2,1,4,3,2,4,3,2,0,3,2,5,0,0,1,1,1,1,2,1,0,0
ISFP,SP,isfp,0p0ZEPrhTShQFjDIEhxY4Q,20,0.5529,0.139916103,0.65015,0.173647942,-7.03645,3.038165781,0.7,0.470162346,0.06107,0.055143813,0.175715,0.212848552,0.18835,0.124378537,0.41395,0.175044498,126.23245,31.44571662,0.020235449,0.057794676,5,2,1,1,1,1,0,0,1,0,0,2,2,0,0,0,0,0,1,0,0,1,1,1
ISFP,SP,isfp,6jsWQG1n8wHFv9i2sjENfg,21,0.500857143,0.212329528,0.65247619,0.231207833,-8.610285714,3.95326182,0.666666667,0.483045892,0.072952381,0.070623747,0.360079619,0.317655941,0.172409524,0.152187953,0.46852381,0.289730009,127.0202381,25.19387184,0.096890168,0.258528674,4,3,3,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,0,2,0,1,0,0
ISFP,SP,Isfp💛//the composer,21NNxqKVGwuFOuLQJ8Suon,13,0.534076923,0.115213904,0.661846154,0.242025083,-5.980615385,2.123440743,0.230769231,0.43852901,0.081123077,0.053381772,0.211032385,0.245913454,0.2423,0.180240913,0.469846154,0.229184731,120.8444615,27.53820409,0.010933125,0.038783926,1,1,0,1,0,2,0,0,1,0,2,0,1,0,0,0,0,1,1,1,0,0,1,0
ISFP,SP,Isfp-t,4diHivv579mBhgDV89753C,14,0.503,0.150319148,0.708928571,0.143192965,-6.046714286,1.448151683,0.714285714,0.468807231,0.047,0.025872825,0.096201429,0.134603411,0.172528571,0.11983496,0.365042857,0.224228845,122.3426429,32.27173818,0.000734073,0.002600167,3,1,1,1,2,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,1,0,0
ISFP,SP,feeling isfp,52qG2Z6CHeAJLAQaqqQAFz,50,0.55838,0.13943924,0.60942,0.18619839,-6.66476,2.568713444,0.7,0.46291005,0.054892,0.044308993,0.278995492,0.300556339,0.16872,0.098463695,0.408446,0.214910519,123.0977,27.54790578,0.037380416,0.144597621,8,1,2,2,2,1,4,2,2,4,0,4,3,3,1,3,1,2,2,0,0,1,1,1
ISFP,SP,mbti,2UOUbASdkf5U7e1ImvYQx0,50,0.68784,0.108265237,0.47334,0.147125604,-7.22492,2.462093036,0.78,0.418451958,0.096238,0.098738721,0.609882,0.215256947,0.185732,0.115158284,0.506548,0.197221338,103.85804,30.13971863,0.001592097,0.005042531,5,3,5,1,5,1,2,2,5,2,0,1,0,5,1,1,0,4,0,1,0,1,1,4
ISFP,SP,isfp type beat,2yMhmwPMaSL1Ru0Iyt7p61,29,0.512172414,0.161848489,0.466251724,0.256330767,-9.972793103,5.248819693,0.862068966,0.350931203,0.067213793,0.076822638,0.403872207,0.358245671,0.169324138,0.16145907,0.395793103,0.228420685,123.013931,33.75815409,0.011662709,0.031748193,4,2,3,2,2,1,3,1,0,3,0,1,0,2,0,2,0,0,0,0,0,2,0,1
ISFP,SP,ISFP artists,5v7khlDVxGJ49fFYJuD6Jy,42,0.630071429,0.144575138,0.627357143,0.163300684,-6.702428571,2.650403496,0.523809524,0.505486737,0.072014286,0.052767745,0.180488333,0.233843833,0.151588095,0.126667712,0.47637619,0.246659027,113.586119,27.14120841,0.023153027,0.092803482,5,2,3,1,1,1,2,5,0,4,1,2,3,1,2,1,3,0,2,0,1,0,1,1
ISFP,SP,"te amo, v.",4b3YcS2Cte7HZ5wKvRHT9C,50,0.53878,0.103899734,0.391196,0.164259384,-9.44112,3.27926524,0.86,0.350509833,0.038966,0.015781979,0.58613164,0.325946814,0.137146,0.072950932,0.31216,0.13076047,116.77006,31.8593675,0.066665869,0.202696236,3,1,7,2,6,1,1,1,1,12,0,5,0,1,0,1,1,1,1,0,0,2,0,3
ISFP,SP,isfp,6XbIC5030qDoQ2AJeBeor7,50,0.5291,0.162966035,0.57082,0.221394715,-7.98884,3.067216456,0.56,0.501426536,0.074882,0.069860928,0.3296218,0.320674055,0.166334,0.115715276,0.397866,0.192152553,111.05756,31.00228975,0.068063365,0.165187267,7,4,1,4,2,4,2,4,2,2,1,3,5,1,2,2,1,0,1,0,0,1,0,1
ISFP,SP,Agent 8’s playlist,1yTlD6jSy7gN6rgpXH4v7O,50,0.62004,0.118314689,0.4726954,0.214461412,-10.65842,4.496230494,0.78,0.418451958,0.064366,0.053925067,0.504314632,0.326339239,0.182432,0.125708804,0.51509,0.234888116,123.596,29.9737415,0.180236613,0.296305941,12,0,4,3,3,0,5,0,3,5,0,0,5,3,0,0,0,1,0,1,0,4,1,0
ISFP,SP,isfp ,5krlObNwYhV4pldgiLZqrf,50,0.55454,0.158675411,0.60212,0.170001998,-7.78494,2.813574133,0.76,0.431419111,0.04852,0.038205625,0.346380114,0.313098769,0.166574,0.110694733,0.411774,0.203213477,121.11062,30.72277604,0.159031329,0.284251203,10,4,0,0,0,0,1,0,5,4,0,6,3,3,1,4,2,0,2,2,0,0,2,1
ISFP,SP,isfp ,5krlObNwYhV4pldgiLZqrf,50,0.55454,0.158675411,0.60212,0.170001998,-7.78494,2.813574133,0.76,0.431419111,0.04852,0.038205625,0.346380114,0.313098769,0.166574,0.110694733,0.411774,0.203213477,121.11062,30.72277604,0.159031329,0.284251203,10,4,0,0,0,0,1,0,5,4,0,6,3,3,1,4,2,0,2,2,0,0,2,1
ISFP,SP,isfp 6w7,3yPyojjUQdXVlRgQQiTH2S,37,0.721513514,0.119946428,0.685902703,0.186061475,-5.552297297,2.679368788,0.513513514,0.50671171,0.069054054,0.033455979,0.174134324,0.24112157,0.209440541,0.156359849,0.696864865,0.187634124,123.8141892,22.03119304,0.031035272,0.142858328,4,4,1,3,1,3,2,3,1,2,1,3,1,0,1,0,1,0,3,0,0,0,2,1
ISFP,SP,İsfp,7rZbdGsBvGZQwPcmEEMfOo,15,0.518133333,0.179652389,0.517066667,0.152327404,-10.00473333,2.622734055,0.266666667,0.457737708,0.03568,0.010962612,0.4665194,0.362493068,0.193733333,0.184520083,0.39762,0.307606786,108.7887333,17.5946994,0.262027095,0.30874894,0,0,0,4,0,1,1,2,2,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0
ISFP,SP,ISFPIGKS,4PSmayTX3pRL5HBXdQylPY,44,0.687454545,0.162063217,0.794454545,0.153444249,-5.602977273,2.658631354,0.818181818,0.390153653,0.253234091,0.171624457,0.084481052,0.136930579,0.311070455,0.232961655,0.477727273,0.249053685,123.0514773,30.17197432,0.027715765,0.123421843,0,14,3,0,0,1,1,0,0,4,0,9,1,1,1,1,1,0,2,2,0,0,0,3
ISFP,SP,JAMIE CORE!,5EVp8B5K3qGxKF5TRmIAzJ,37,0.630513514,0.16511959,0.640864865,0.242829405,-7.778297297,3.431138448,0.702702703,0.463373192,0.099981081,0.088403783,0.251447551,0.311337877,0.174616216,0.161948803,0.559459459,0.231945826,124.8970541,27.64353175,0.109825286,0.262990254,1,5,3,1,4,1,0,0,0,4,0,4,0,1,1,1,4,1,2,0,0,1,1,2
ISFP,SP,ISFP,6HkdG8knqARQyzqPerBzYL,39,0.549692308,0.150335266,0.681258974,0.194907481,-7.102282051,2.701862262,0.692307692,0.4675719,0.053376923,0.031603177,0.171310179,0.236403738,0.191607692,0.109296033,0.438815385,0.204678694,123.5911026,30.06663308,0.01722021,0.073453761,6,4,3,3,2,2,1,0,1,3,0,2,3,2,1,0,1,0,2,0,0,1,0,2
ISFP,SP,isfp kpop,7uad8fTe9AAnMG2FTI82nJ,38,0.706842105,0.092096755,0.807763158,0.116990051,-3.492868421,1.541879428,0.5,0.50671171,0.086623684,0.057495327,0.128223947,0.14188196,0.180118421,0.133954587,0.6615,0.176146399,117.2143158,22.09330029,7.69E-05,0.000317481,3,5,2,0,0,0,1,5,1,3,1,1,2,0,1,2,2,3,3,1,1,0,0,1
ISFP,SP,ISFP,5FkckXtVICTqeOuqj5sbdQ,40,0.572125,0.126295378,0.634775,0.186164318,-6.76375,2.461807734,0.625,0.490290338,0.0502075,0.038709923,0.190915425,0.273628695,0.1622175,0.108568723,0.4126,0.220906711,122.605475,24.475035,0.034434074,0.108782935,7,3,2,2,4,0,2,1,0,1,1,1,5,0,1,3,3,0,0,0,1,1,1,1
ISFP,SP,♡˗ˏ✎*ೃ˚ :[ ISFP ]: :; adventurer,2usRzIXZQD7UwTYzingQJq,28,0.597178571,0.134577543,0.637285714,0.160812027,-6.079071429,2.63806847,0.5,0.509175077,0.0744,0.065845088,0.166413786,0.179212002,0.157307143,0.109755948,0.480289286,0.194755104,114.8173214,27.99139638,0.010479361,0.035356917,3,1,1,2,0,0,1,1,2,2,0,2,2,2,0,0,2,3,0,1,0,0,3,0
