mbti,function_pair,playlist_name,playlist_id,track_count,danceability_mean,danceability_stdev,energy_mean,energy_stdev,loudness_mean,loudness_stdev,mode_mean,mode_stdev,speechiness_mean,speechiness_stdev,acousticness_mean,acousticness_stdev,liveness_mean,liveness_stdev,valence_mean,valence_stdev,tempo_mean,tempo_stdev,instrumentalness_mean,instrumentalness_stdev,Cminor_count,CMajor_count,C#/Dbminor_count,C#/DbMajor_count,DMajor_count,D#_EbMajor_count,Eminor_count,Fminor_count,FMajor_count,F#/Gbminor_count,F#/GbMajor_count,Gminor_count,GMajor_count,G#/Abminor_count,G#/AbMajor_count,Aminor_count,AMajor_count,A#/Bbminor_count,Bminor_count,BMajor_count,Dminor_count,EMajor_count,A#/BbMajor_count,D#_Ebminor_count
ESFP,SP,✨🎉🎊🌼Unfortunately ESFP🌼🎊🎉✨,2tv73em9qQ18P3ssdknkNH,50,0.6133,0.141172098,0.81022,0.125939618,-4.79496,2.18219833,0.6,0.494871659,0.08915,0.073991751,0.098842752,0.174672479,0.177718,0.134537969,0.660488,0.205502741,129.71642,26.59647561,0.038114196,0.136263126,1,3,3,1,3,1,2,2,2,1,3,2,5,0,3,1,4,3,3,1,1,2,2,1
ESFP,SP,esfp vibes,5SF8htZTSTNXmEzMWThMso,50,0.70468,0.091974362,0.7679,0.132610101,-4.69882,1.562963586,0.46,0.503457434,0.077806,0.061281313,0.06803848,0.106670553,0.176226,0.112993689,0.6139,0.212533719,124.22802,19.69736514,0.003365114,0.018508739,1,4,5,6,1,0,1,3,1,2,0,1,3,0,2,2,0,2,7,3,2,0,3,1
ESFP,SP,ESFP 𒀭 ♥︎ 𖡩 ˀ ✦,3LKqNZw5O2dKPd2z501lTK,50,0.67812,0.126774368,0.78636,0.127162881,-5.34168,2.181759059,0.5,0.505076272,0.08663,0.075361175,0.080314578,0.101861486,0.201764,0.178774175,0.692182,0.188026613,124.87408,24.55439192,0.009587037,0.029556303,3,2,6,1,1,2,3,0,1,4,2,1,5,0,2,2,2,3,2,2,0,3,2,1
ESFP,SP,esfp thing,102GTx2D3jgNTI5mKfJigV,50,0.59572,0.122893025,0.60196,0.198861552,-6.44776,2.803516091,0.66,0.478518121,0.053334,0.043029807,0.18874284,0.244281083,0.176216,0.097565882,0.461644,0.240882026,116.19242,31.05593791,0.010427924,0.035727295,2,3,4,1,3,1,3,1,2,2,3,1,7,0,2,0,2,1,3,1,0,6,2,0
ESFP,SP,ESFP 7w8,7dOh7JiyIlc8JuhP9hdlWM,41,0.651878049,0.148421729,0.784,0.154020778,-4.774634146,1.915239734,0.56097561,0.502433104,0.088946341,0.089302408,0.09696141,0.131355649,0.182229268,0.136246883,0.606204878,0.242450244,127.3727073,24.70329173,0.003080491,0.008721878,1,4,3,3,2,0,1,2,0,0,0,2,5,0,3,2,2,3,3,3,0,0,1,1
ESFP,SP,Sal (ESFP),6dPHUL3xOd7mWm5htqZhlc,19,0.664052632,0.121853042,0.738105263,0.184452913,-5.593105263,2.260746826,0.684210526,0.477566933,0.073131579,0.054725903,0.205201579,0.27388488,0.224789474,0.136972142,0.549736842,0.198403025,118.8351053,17.10756548,0.030624005,0.113696976,0,3,1,1,0,0,1,1,3,0,1,0,1,0,2,0,1,1,1,0,1,1,0,0
ESFP,SP,ESFP📼,0R5NCpywLTR73Ze2BmbJhP,46,0.577434783,0.159710245,0.694956522,0.188646166,-7.879195652,2.960788098,0.565217391,0.501206274,0.060676087,0.050119791,0.16854044,0.22482911,0.203704348,0.194168681,0.586823913,0.245260242,120.4114783,24.23066525,0.046418687,0.173193619,4,5,1,1,6,0,2,2,1,1,0,2,2,0,0,1,3,3,2,4,1,2,2,1
ESFP,SP,ESFP💛,0fuHOOn1CKAawJ9IcFgCvM,32,0.64990625,0.111102498,0.763,0.122633732,-5.15628125,1.97735645,0.5625,0.504016129,0.09869375,0.098974783,0.207026,0.255999796,0.189425,0.150080041,0.61640625,0.186467477,121.2840938,29.01321212,0.00011449,0.000505291,1,4,3,1,2,0,1,2,3,1,1,2,1,0,1,0,1,1,2,0,1,2,2,0
ESFP,SP,ESFP,19Pl9t8OEYscuyDl0dhNIS,50,0.63808,0.153187073,0.76254,0.167802874,-5.2044,2.394961429,0.48,0.50467205,0.10075,0.084561832,0.083877556,0.107677232,0.212998,0.17399761,0.56024,0.174145677,133.71398,28.32685758,0.021800028,0.081087688,4,0,3,6,1,0,3,4,3,0,1,2,0,3,4,2,4,1,0,3,4,0,2,0
ESFP,SP,Esfp🤩,0zbbl2TT8DQVq0urcL5zpb,50,0.66536,0.127744605,0.74672,0.147474804,-6.0475,3.002103305,0.56,0.501426536,0.093046,0.072853869,0.1392958,0.160126053,0.185896,0.152083099,0.6303,0.187114529,129.23418,26.41182969,0.021544005,0.10550082,2,5,4,4,4,0,3,1,4,3,1,2,2,1,1,2,3,3,1,1,0,1,2,0
ESFP,SP,ESFP,63cPLvdoV2qZ3GCu9rdX6I,50,0.64844,0.101432225,0.8005,0.139265749,-4.60208,1.763222338,0.5,0.505076272,0.096602,0.07764506,0.1083386,0.150978276,0.194224,0.149908679,0.61678,0.171829803,126.49174,23.42392865,0.000882894,0.003180947,1,6,4,4,1,1,6,1,1,1,1,2,4,0,3,0,2,2,6,0,2,1,1,0
ESFP,SP,esfp type beat,2Kbf6bE6MbyUxlQDOAvP6y,25,0.6564,0.169949502,0.61704,0.206405644,-7.21024,3.619395775,0.76,0.435889894,0.067564,0.039912904,0.249108,0.278488177,0.160836,0.128547925,0.6572,0.20484486,130.145,26.33628061,0.051324927,0.17725689,0,4,1,1,1,1,0,0,0,1,2,0,5,0,1,1,1,0,2,1,1,2,0,0
ESFP,SP,✨ESFP✨,3ilpof3e1hOfk8WQFsZ2hP,50,0.65088,0.136692361,0.71694,0.185687076,-5.67114,2.368334341,0.56,0.501426536,0.078824,0.062710929,0.17047156,0.212444716,0.21359,0.16137461,0.571638,0.229743107,127.54268,24.73844589,0.00537802,0.028600837,4,4,4,6,3,1,3,2,1,3,1,1,2,1,3,2,2,0,1,1,1,3,1,0
ESFP,SP,esfp,2PULxUMFbKsF0nO8sS2rtc,50,0.70286,0.121449916,0.76274,0.120872307,-4.99682,2.424992714,0.48,0.50467205,0.102926,0.07603234,0.13277808,0.162397678,0.174976,0.129829816,0.6267,0.167836078,121.2448,22.53147897,0.007568978,0.049339215,1,4,6,6,1,0,3,2,1,0,2,2,3,0,1,1,2,2,5,2,2,1,1,2
ESFP,SP,esfp 🤝 estp vibes ,2pFHEZz2LZa1iUKJlLblL6,50,0.68962,0.104195634,0.650436,0.184465966,-6.2386,2.579749505,0.66,0.478518121,0.101872,0.089573992,0.24684586,0.255690379,0.170854,0.117831726,0.53654,0.198490447,122.06836,29.29601234,0.067170305,0.222217661,1,4,4,1,3,2,4,3,1,0,7,1,1,1,3,1,3,0,1,2,1,3,3,0
ESFP,SP,Canciones esfp,1MC9jpeB46X2ua8fZEcwfN,31,0.73716129,0.087335788,0.797419355,0.123871378,-4.030096774,1.820827437,0.580645161,0.50161031,0.106293548,0.066626816,0.064824097,0.089752868,0.176567742,0.149074917,0.59016129,0.168685723,119.9881935,22.00860315,0.000154664,0.000597686,2,5,2,0,3,0,3,1,0,1,2,1,1,0,1,0,4,0,1,1,1,1,0,1
ESFP,SP,enfp + esfp <3,03wvYAhYCouRUWkNnHLowE,50,0.64606,0.166782078,0.69508,0.198837729,-6.5255,3.066825503,0.6,0.494871659,0.071332,0.056876689,0.156899148,0.24641548,0.15853,0.093476192,0.557004,0.263427309,117.45418,25.78698951,0.161893323,0.310780139,0,9,2,0,2,1,6,2,2,2,1,0,4,1,1,2,3,2,3,6,0,1,0,0
ESFP,SP,ESFP,3cclhmTrEYI2ecSI8iy6aM,50,0.73244,0.12933932,0.74756,0.156058095,-6.2964,2.540097258,0.52,0.50467205,0.08961,0.068859444,0.1126738,0.166161654,0.16235,0.136113042,0.71034,0.204426686,122.4911,22.70745879,0.067023088,0.210898004,0,5,2,4,4,0,0,5,1,4,1,2,4,1,3,1,0,1,2,1,2,1,2,4
ESFP,SP,Se dom!! - ESTP and ESFP,3LTz5bXOahsSg1X6LKSF6A,47,0.481425532,0.153803622,0.656808511,0.242793134,-6.594446809,3.235520789,0.617021277,0.491368607,0.064791489,0.056581372,0.19682234,0.277742834,0.183987234,0.137284789,0.422053191,0.231974099,118.6448723,32.06070131,0.046431001,0.132303395,2,2,1,2,2,0,3,1,5,2,1,3,6,0,4,3,0,3,0,1,0,4,2,0
ESFP,SP,ESFP,3zjcmkF26X2hIteKouWdi0,36,0.679166667,0.112042976,0.690888889,0.169200773,-6.361361111,2.89141908,0.472222222,0.506309398,0.100002778,0.093577542,0.26593675,0.257270503,0.203783333,0.155348904,0.597638889,0.234038599,127.70525,24.00178272,0.008555918,0.025184974,3,2,2,1,2,0,3,1,3,1,0,0,4,2,2,2,2,0,1,0,3,1,0,1
ESFP,SP,my fav dimples,5WZ2WulM3XeiumNbVd8zWI,36,0.642083333,0.120805954,0.447694444,0.126379207,-8.618111111,2.711783343,0.555555556,0.503952631,0.075952778,0.051832943,0.489135,0.225892743,0.135802778,0.075743354,0.446355556,0.205883302,105.2580556,32.20377041,0.052555782,0.182670057,0,2,2,2,4,1,1,3,2,1,4,0,0,1,0,1,1,2,1,1,3,1,2,1
ESFP,SP,esfp,2t0MsaUNfde9VvsTv9BzZl,39,0.74725641,0.124092435,0.776666667,0.149368378,-5.446384615,2.078135749,0.358974359,0.485970515,0.086720513,0.084164295,0.107447103,0.159176385,0.190769231,0.122413493,0.67074359,0.225366102,121.1082308,21.23492928,0.021616545,0.120091564,3,1,2,3,1,1,2,1,1,4,2,2,2,0,2,1,0,5,3,1,0,0,0,2
ESFP,SP,Esfp vibes,7pWZJEFvL5Sbv9en19zwPQ,12,0.71325,0.098511767,0.716,0.174074697,-5.2615,1.494932683,0.583333333,0.514928651,0.1496,0.112434773,0.082005833,0.10770463,0.187075,0.139197369,0.693166667,0.205892661,131.1741667,26.73217621,1.33E-05,2.94E-05,0,2,0,1,0,0,1,1,0,0,0,0,2,1,1,0,1,1,0,0,1,0,0,0
ESFP,SP,esfp,3oJhzQ3Bv1vEcjCSWQtnGI,36,0.718277778,0.089119057,0.758472222,0.149784318,-5.108166667,1.844710299,0.583333333,0.5,0.081144444,0.076881123,0.123081722,0.164367688,0.17145,0.117999105,0.652777778,0.200128832,121.6391111,19.33739236,0.033062651,0.128892395,0,5,1,2,2,0,2,0,1,0,1,2,1,2,1,0,2,4,2,2,2,3,1,0
ESFP,SP,esfp (taylor's version),5gPq28t23L7nXZIo6CETYw,11,0.663909091,0.125342295,0.652454545,0.143632422,-6.284181818,2.247334012,1,0,0.078063636,0.051151115,0.123548455,0.20604511,0.149290909,0.098038354,0.599272727,0.172853748,126.5000909,35.12625702,5.03E-05,0.000105522,0,1,0,1,1,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,1,0
ESFP,SP,ESFP,7fbMxy2RHh0b8UV5NNNGEl,50,0.71088,0.105470692,0.74524,0.106225705,-5.1738,1.213000698,0.48,0.50467205,0.081934,0.06075762,0.1010372,0.109811361,0.210602,0.134192255,0.625782,0.208033869,123.80978,18.18355156,0.002264397,0.007026352,1,3,3,4,2,0,3,5,1,4,0,1,3,0,4,1,4,3,2,3,3,0,0,0
ESFP,SP,Esfp,4gjTrp0zBQyLXtpfcTLlVM,50,0.67362,0.148024803,0.6657,0.196941434,-6.33254,2.50010173,0.64,0.484873221,0.08341,0.075305468,0.2238054,0.243149583,0.22536,0.192570467,0.582072,0.185651984,119.79074,24.91408173,0.018856437,0.12864456,3,7,1,4,1,0,1,1,4,1,3,2,2,3,3,0,4,1,3,1,2,3,0,0
ESFP,SP,esfp,64BhcOvmNR1crbSBjBXYb6,50,0.63464,0.167531631,0.62104,0.175309983,-8.68052,2.668424072,0.32,0.471212071,0.07064,0.043359645,0.20721356,0.25005601,0.207076,0.144286668,0.417844,0.219783489,125.42652,23.6316462,0.22744316,0.303660731,4,1,3,2,4,0,1,4,2,4,1,3,1,3,3,2,0,3,4,1,2,1,0,1
ESFP,SP,Ethan Playlist (ESFP Coded),6QSP9tmolUaoF3cToOtNT9,28,0.616357143,0.122086555,0.68025,0.192372445,-6.636928571,2.466067088,0.678571429,0.475594866,0.076807143,0.127645052,0.185476321,0.237407947,0.228403571,0.196706937,0.598678571,0.206352459,123.9290357,26.10041246,0.015805815,0.054222914,1,3,2,2,0,2,2,0,2,0,2,0,1,0,4,1,0,1,1,0,1,3,0,0
ESFP,SP,"esfp, virgo, hufflepuff, other things that give me identity bc idk myself🤣",25hW7zncN8GhnJQ7MIR49f,50,0.59972,0.124351549,0.62692,0.164002718,-6.07914,2.16634579,0.5,0.505076272,0.059194,0.054580704,0.23969604,0.248615297,0.165894,0.096306701,0.46775,0.207012905,112.90408,30.80764364,0.037860779,0.120079124,3,6,6,1,1,1,2,3,3,1,2,1,2,0,4,2,3,0,5,1,2,0,1,0
ESFP,SP,ESFP,0lKvE1ejboZ8bx1VMreRqE,4,0.776,0.062198607,0.729,0.052465862,-6.5545,1.577908003,0.25,0.5,0.05565,0.027463976,0.1452,0.150827473,0.105625,0.011700249,0.65775,0.251694756,124.04175,6.139625796,0.000207717,0.000312327,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
ESFP,SP,Monkey D. Luffy - ESFP (7w8),2MC1qtftAncv1rY4VIAKTN,33,0.635212121,0.140098795,0.714424242,0.187556497,-6.038333333,2.601681051,0.666666667,0.478713554,0.092269697,0.074048095,0.160189121,0.233041065,0.173957576,0.181274043,0.578363636,0.225639621,137.7125758,28.55445049,0.058227602,0.183915633,0,4,3,3,1,1,1,1,1,0,0,0,1,0,3,1,3,2,1,1,0,2,2,2
ESFP,SP,esfp - weeb,7tY97zCJyGgrQipsr29wTH,22,0.527181818,0.10206237,0.806181818,0.170031828,-4.203818182,1.841299325,0.727272727,0.455842306,0.064813636,0.036257627,0.151910136,0.195639231,0.190240909,0.115093021,0.559090909,0.196430264,131.6493636,33.4433246,6.65E-05,0.000252021,0,1,1,0,1,0,0,2,0,2,1,0,4,0,3,0,2,1,0,2,0,2,0,0
ESFP,SP,.:+*Youthful*+:.,10lSHJWnukqrWWkr2Vcr23,50,0.6673,0.106352178,0.71866,0.13691359,-4.53096,1.193636323,0.56,0.501426536,0.0693,0.053541988,0.073839558,0.134217623,0.1592,0.114790002,0.57186,0.224201987,123.3546,22.09008023,0.000221468,0.000863028,1,2,5,1,2,1,0,6,3,0,1,1,6,0,6,1,0,2,3,0,1,5,1,2
ESFP,SP,esfp girls be like,1wEA7hIq1qp2eiaT4eR60v,50,0.61874,0.159922916,0.681,0.151675809,-5.82136,2.241999952,0.44,0.501426536,0.063934,0.043456117,0.114135728,0.173715789,0.175766,0.129754347,0.48584,0.196746533,130.7112,30.09659536,0.054504376,0.174291908,2,1,3,2,1,0,2,2,3,2,2,2,1,3,3,3,4,3,3,2,2,1,2,1
ESFP,SP,mbti,2UOUbASdkf5U7e1ImvYQx0,50,0.68784,0.108265237,0.47334,0.147125604,-7.22492,2.462093036,0.78,0.418451958,0.096238,0.098738721,0.609882,0.215256947,0.185732,0.115158284,0.506548,0.197221338,103.85804,30.13971863,0.001592097,0.005042531,4,5,0,3,5,1,1,1,2,2,5,1,2,0,1,0,5,1,0,4,1,5,1,0
ESFP,SP,ESFP tingz,3N1WShKQk5tOFcUGlfY3mQ,50,0.69174,0.116224591,0.6781,0.122073623,-5.91204,2.372832407,0.6,0.494871659,0.081014,0.071058542,0.16228278,0.177495446,0.170596,0.120404227,0.55224,0.219132665,125.38458,24.59972827,0.025035193,0.127033115,3,8,3,7,2,0,3,2,2,1,2,1,2,1,5,1,0,3,2,0,0,2,0,0
ESFP,SP,esfp <3,3J3IHwSbqOhRIXsZwk9F4h,34,0.639382353,0.1682001,0.674588235,0.163819583,-6.110323529,2.622296238,0.735294118,0.447811076,0.095547059,0.08236208,0.224793369,0.237386125,0.174741176,0.113622024,0.538408824,0.227033967,122.7378235,28.41844627,0.046538407,0.129193198,0,7,0,3,0,1,1,2,5,0,0,1,3,1,2,0,2,3,1,0,0,1,1,0
ESFP,SP,ESFP MTBI 💛✨,19bkMoXTcEvsyjCriSsJo2,24,0.651333333,0.152973617,0.73525,0.161122489,-6.130791667,2.822134144,0.375,0.494535355,0.112008333,0.094283647,0.156745147,0.192050901,0.1731125,0.14106213,0.551475,0.192091254,125.5342083,16.44439013,0.037876564,0.172231687,1,3,3,0,0,0,2,3,1,1,1,1,0,0,2,1,0,1,2,1,0,0,1,0
ESFP,SP,max abernathy,6VUkS38rSCGQVdmoFE9sYP,50,0.53878,0.141791208,0.628,0.220715072,-7.46628,3.81231648,0.58,0.498569382,0.053582,0.041401729,0.27910702,0.32754602,0.14975,0.131407634,0.489878,0.258803774,116.6113,23.2662234,0.137186359,0.290666217,1,1,3,4,1,1,4,2,6,3,1,3,4,0,4,1,5,0,2,0,1,1,1,1
ESFP,SP,ESFP,6aa4ErVJKmUa4upRZveuNU,50,0.485258,0.169390184,0.58824,0.206982851,-7.94702,4.061639116,0.82,0.388087934,0.054328,0.059709166,0.2455517,0.283514993,0.170492,0.139406539,0.398854,0.247990338,123.85388,33.14945244,0.060215099,0.146996074,0,7,1,2,7,3,0,1,8,2,0,0,6,1,0,0,4,1,3,0,0,2,2,0
ESFP,SP,esfp 7w6 vibes ✨,1uR0sodE3OQyFrx0Cq62ug,50,0.68142,0.117189728,0.73422,0.137488892,-5.82942,2.320144789,0.62,0.490314351,0.066348,0.036054841,0.139807288,0.15147099,0.210592,0.154439904,0.630504,0.185817484,123.47542,21.89290925,0.022967405,0.134560676,1,4,1,4,3,2,0,2,3,4,2,2,0,1,1,1,6,4,1,1,1,3,2,1
ESFP,SP,⭐️ Playlist for an ESFP: The Performer,0kj8pJ5QfmemQdgN8EH5lK,31,0.711064516,0.144329931,0.65,0.134375345,-6.209612903,1.763411668,0.419354839,0.50161031,0.122529032,0.080980035,0.143323226,0.20791472,0.151280645,0.133820201,0.565645161,0.207514746,111.4643226,23.9494484,0.014659471,0.04004959,4,1,0,0,3,0,2,2,0,3,1,0,3,1,2,1,0,1,2,1,1,1,1,1
ESFP,SP,intj + esfp energy,3Kycg4M6gKD7eZRWUyf4IB,50,0.55292,0.13165506,0.636266,0.223402864,-8.1585,4.327453016,0.72,0.453557368,0.046228,0.025575674,0.252410646,0.277657727,0.22048,0.160088875,0.54208,0.237186756,122.52386,28.46825141,0.117939946,0.254477937,2,8,1,5,5,1,1,1,1,2,2,2,4,0,2,4,2,1,0,1,0,5,0,0
ESFP,SP,ℒau !!,08A2yIB9isrTAgXsMI0yyS,50,0.57314,0.166486135,0.541254,0.206421318,-8.71512,3.816275889,0.6,0.494871659,0.060358,0.049483562,0.344040154,0.331527104,0.16694,0.129585677,0.379806,0.197152479,124.58788,32.82309701,0.061323146,0.140709698,2,2,2,3,1,1,2,1,4,4,3,3,4,1,4,1,3,2,2,1,0,2,2,0
ESFP,SP,esfp left home alone,13ukX0DlTaxaCA7HRwyZbF,18,0.840222222,0.066702637,0.706111111,0.138743898,-6.876944444,4.031289131,0.5,0.514495755,0.103783333,0.084669428,0.130264444,0.154222697,0.118472222,0.090228643,0.697611111,0.227583246,109.7341667,12.65112082,0.056566401,0.178770747,0,0,1,3,2,0,0,0,0,1,2,0,0,0,0,1,1,4,2,1,0,0,0,0
ESFP,SP,Liv Morgan 𓆩♡𓆪,20dgPHtHaFU2cm1gSLGyXA,50,0.57088,0.15647894,0.62346,0.177652287,-6.90422,2.900290114,0.24,0.431419111,0.084184,0.072140151,0.143802556,0.149062023,0.217536,0.170045673,0.400394,0.20490059,126.30268,28.49147679,0.021671297,0.097373605,1,1,5,1,0,0,2,7,2,2,0,4,1,2,1,5,3,3,5,2,1,0,1,1
ESFP,SP,Esfp vibe,6jWU0lfHazAjYm4fd7vLDG,32,0.705875,0.104980106,0.72915625,0.170243679,-8.1623125,3.274296432,0.3125,0.470929075,0.08459375,0.0741945,0.163897188,0.183842579,0.15086875,0.146196524,0.7084,0.229471421,123.929,15.01337714,0.117783613,0.281899805,2,1,3,1,1,0,4,1,0,3,1,0,4,0,0,2,1,2,4,0,1,0,1,0
ESFP,SP,Esfp,60mWixZWRgxPmDUxpoNGt2,44,0.711659091,0.087042076,0.764409091,0.133580098,-4.847931818,1.969890806,0.522727273,0.505257768,0.09135,0.062312728,0.071632432,0.116646817,0.174122727,0.140145728,0.663181818,0.169867701,119.6584773,22.43374356,7.44E-05,0.000234848,1,4,3,2,1,0,2,0,1,2,0,2,7,1,1,2,4,1,2,0,2,2,1,3
ESFP,SP,esfp,2XZ2arZdRYAoaND0vPwpzI,24,0.523008333,0.196564542,0.7802625,0.245375545,-7.274583333,4.658331759,0.541666667,0.508977378,0.084004167,0.071573115,0.148883675,0.304434939,0.231758333,0.17339906,0.5541625,0.273088676,128.7977083,30.43259885,0.148652223,0.245056129,1,3,0,0,2,0,0,2,1,0,2,0,2,0,0,3,3,3,2,0,0,0,0,0
ESFP,SP,esfp-9w1,71lYB9W0HIRQcBp8sY2IyG,13,0.587461538,0.116485776,0.587076923,0.228339828,-9.511153846,2.948449786,0.769230769,0.43852901,0.045992308,0.015500724,0.376541538,0.314500135,0.2252,0.149811571,0.663615385,0.230613507,116.4679231,18.49775465,0.000390532,0.000741392,0,0,1,0,2,0,1,0,2,0,0,0,1,0,1,0,1,0,1,0,0,3,0,0
ESFP,SP,some chill shit,4zWC49txl27F58Z7IpATaS,50,0.67052,0.107195461,0.74764,0.139793545,-4.98632,1.658378732,0.52,0.50467205,0.107852,0.089939325,0.11449764,0.141480987,0.178202,0.114320026,0.49844,0.179097529,121.0323,24.98879408,0.000175843,0.000647615,3,0,5,3,3,1,1,2,2,2,0,1,4,3,8,1,2,1,2,2,2,1,0,1
ESFP,SP,esfp シ,63tnVRKbj0YKIM50o6A3lA,20,0.6984,0.117020646,0.76945,0.105447156,-4.75755,2.266024283,0.45,0.510417786,0.075945,0.058027657,0.12008435,0.16462599,0.189455,0.181233279,0.6769,0.202329825,122.88925,23.35833105,0.002266396,0.005429155,0,3,3,0,1,0,0,3,1,0,0,0,0,1,1,0,0,0,2,1,0,0,2,2
ESFP,SP,esfpCin - intpLe,021FI5wVFUjd2vlZiaUHA1,11,0.607727273,0.103016592,0.766454545,0.13928199,-5.324636364,2.435537693,0.909090909,0.301511345,0.050909091,0.01587334,0.147075455,0.201807558,0.238381818,0.158647671,0.633181818,0.208906112,122.9014545,34.22504194,0.000301436,0.000775029,0,1,0,0,0,0,0,0,0,1,0,0,4,0,1,0,2,0,0,0,0,1,1,0
ESFP,SP,ESFP,5W2aqzKTJXmMOnr8tICAb5,8,0.670875,0.158615832,0.7775,0.10508364,-4.512375,1.354379978,0.625,0.51754917,0.04475,0.01940508,0.060386125,0.048474818,0.109825,0.037688109,0.52125,0.23168621,126.2065,17.54928042,0.00234125,0.00621633,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
ESFP,SP,ESFP MUSIC,49impkh83XNHqGlpNdNB62,31,0.709774194,0.1216401,0.791935484,0.147603057,-6.532,2.948506662,0.64516129,0.486373457,0.071454839,0.057151919,0.13525229,0.168737674,0.162345161,0.117009498,0.748903226,0.205284576,129.1893226,23.37230172,0.07686011,0.181727978,2,3,0,0,2,1,0,0,0,3,3,1,2,1,4,1,2,0,3,1,0,0,2,0
ESFP,SP,ESFP – The Enthusiast (FNLC),1vPy1ZIW0w3z6xqgdueAzB,42,0.732166667,0.104501819,0.6915,0.128921653,-5.160071429,1.711939656,0.571428571,0.500870323,0.100895238,0.087315249,0.13887881,0.163379389,0.142480952,0.089847183,0.650904762,0.214205829,123.3707143,22.17647745,0.007354728,0.046738251,1,2,4,6,4,1,2,2,1,2,0,2,3,0,4,1,0,1,3,2,0,1,0,0
ESFP,SP,ESFP Playlist,20WtuyCOwmMcI0v6lzDcJJ,50,0.62666,0.154371221,0.71536,0.164002459,-5.74336,2.374324435,0.54,0.503457434,0.080474,0.064656852,0.12158958,0.166381341,0.205414,0.140813997,0.511932,0.219522028,127.60394,28.79053628,0.001029359,0.00350348,1,7,7,3,2,0,6,0,2,0,1,3,4,1,1,2,2,0,1,1,1,3,1,1
ESFP,SP,kuro haruka,370TEvycTybWssxLtCa3IF,16,0.7344375,0.112269894,0.8170625,0.099324028,-3.8228125,1.519564509,0.375,0.5,0.13835,0.109350239,0.128306875,0.127469152,0.176075,0.1389165,0.6413125,0.174465553,119.2516875,22.24570356,0.06738681,0.218442106,0,0,1,3,0,0,0,2,1,2,1,1,1,0,0,0,0,3,1,0,0,0,0,0
ESFP,SP,a sad esfp,0frNZerBO8wSsm2Rz8JIsv,50,0.53658,0.157024383,0.55818,0.193926526,-7.8731,2.704310016,0.62,0.490314351,0.049556,0.027570164,0.30876912,0.331780534,0.161072,0.096195435,0.37906,0.204629583,116.80926,29.19840821,0.089987944,0.218171277,2,4,0,4,3,1,3,1,4,3,1,1,1,1,2,2,3,0,4,4,2,1,3,0
ESFP,SP,esfp - skz soft playlist,4xSlKMQ32G98jENLPBSETQ,29,0.678862069,0.109064438,0.747551724,0.145778106,-4.606586207,1.552596248,0.655172414,0.483725281,0.086572414,0.041236815,0.22276069,0.21401337,0.16727931,0.100093329,0.502965517,0.158551137,118.7372759,34.09920306,7.48E-08,4.03E-07,0,2,2,4,1,3,1,1,0,2,0,1,3,1,1,0,1,0,1,1,0,2,1,1
ESFP,SP,ESFP,3Tr0ZBE5TgbplkffisfGfQ,40,0.48445,0.146100062,0.865175,0.10322241,-4.946225,1.753046527,0.525,0.505736325,0.0841575,0.062531891,0.01905008,0.039969278,0.20921,0.160212343,0.476475,0.198820237,129.88405,22.62957737,0.085019466,0.232978097,3,8,2,0,2,0,1,1,1,3,2,1,1,2,3,1,2,3,1,0,1,0,2,0
ESFP,SP,esfp bitch,6OitMYJCA3aNvsdPW8KaIB,50,0.71556,0.134073869,0.73282,0.15147448,-5.61344,2.606554714,0.56,0.501426536,0.085294,0.082973702,0.047860278,0.081196347,0.201242,0.151061204,0.61749,0.20566712,130.35034,23.6257309,0.010299349,0.049186513,2,6,4,8,2,0,3,2,2,1,2,3,1,0,2,1,1,4,1,3,1,1,0,0
ESFP,SP,ESFP-T,3amuAnDCP9cFh1ouyssX6e,50,0.59406,0.10984152,0.63384,0.147261999,-6.26014,1.633243711,0.88,0.328260723,0.062262,0.060072785,0.2212696,0.241322201,0.167164,0.094643668,0.525544,0.235783983,128.0734,30.06218712,5.01E-06,2.18E-05,1,7,1,2,7,2,0,0,3,1,2,0,4,1,6,1,2,0,1,3,0,4,2,0
ESFP,SP,Zero 🩸,6JVIdqqvJgI0Xiir31cRNy,30,0.549466667,0.147550981,0.758933333,0.251097307,-5.275466667,4.012340823,0.666666667,0.479463301,0.11737,0.128810377,0.190326067,0.257082888,0.22593,0.188892383,0.5182,0.246327564,124.3412,31.50823277,0.01847563,0.067290877,0,1,1,2,5,0,1,0,0,2,1,1,4,1,2,1,2,1,2,3,0,0,0,0
ESFP,SP,Esfp usulü depresyon,14QCPcPDiEMmBmXXya2Q36,24,0.457125,0.133631978,0.469066667,0.197670835,-10.10833333,4.623427212,0.75,0.442325868,0.037291667,0.012549378,0.344961083,0.33476433,0.1809375,0.153648874,0.261854167,0.178055558,118.9303333,35.00132559,0.054984238,0.091794677,2,4,0,2,1,1,0,1,2,0,3,2,0,0,2,0,2,0,1,0,0,1,0,0
