mbti,function_pair,playlist_name,playlist_id,track_count,danceability_mean,danceability_stdev,energy_mean,energy_stdev,loudness_mean,loudness_stdev,mode_mean,mode_stdev,speechiness_mean,speechiness_stdev,acousticness_mean,acousticness_stdev,liveness_mean,liveness_stdev,valence_mean,valence_stdev,tempo_mean,tempo_stdev,instrumentalness_mean,instrumentalness_stdev,Cminor_count,CMajor_count,C#/Dbminor_count,C#/DbMajor_count,DMajor_count,D#_EbMajor_count,Eminor_count,Fminor_count,FMajor_count,F#/Gbminor_count,F#/GbMajor_count,Gminor_count,GMajor_count,G#/Abminor_count,G#/AbMajor_count,Aminor_count,AMajor_count,A#/Bbminor_count,Bminor_count,BMajor_count,Dminor_count,EMajor_count,A#/BbMajor_count,D#_Ebminor_count
ESFP,SP,Starring in your bad dreams,6xegFiPiNWUscJqciQaWMv,48,0.62825,0.100509447,0.68425,0.124899364,-5.99425,1.861696624,0.541666667,0.503533613,0.081816667,0.06788165,0.118382125,0.163428299,0.174375,0.135725318,0.500189583,0.223553805,128.3489583,29.33886476,0.005567424,0.021146109,2,5,2,4,2,0,1,5,2,1,3,1,1,0,2,3,3,2,3,1,1,2,1,1
ESFP,SP,ESFP✨,1vcdD1l9kDPALOHXLII1wD,50,0.70722,0.108690966,0.80182,0.101454461,-4.50204,1.397077547,0.44,0.501426536,0.09809,0.080217208,0.06632118,0.126512833,0.228824,0.199431324,0.62054,0.186332401,125.5757,21.75262666,0.020711443,0.124682049,0,2,3,3,2,1,3,4,3,7,0,0,6,1,2,1,3,3,4,0,0,0,0,2
ESFP,SP,Se dom: ESFP & ESTP,0t3jaMeNIhLl6Ed1BTKNie,39,0.655102564,0.127458516,0.751641026,0.124208332,-4.900512821,1.555671692,0.615384615,0.492864058,0.099553846,0.074178887,0.11157641,0.166875118,0.187735897,0.111534676,0.599487179,0.212217226,124.8388974,26.67405354,0.003579997,0.021440655,2,3,1,1,2,0,0,3,1,0,2,1,2,1,6,1,1,0,5,2,1,2,2,0
ESFP,SP,hessonite,71YT4j5Fso7Px5kgsTucbF,36,0.462222222,0.092473042,0.9305,0.059251763,-4.026027778,1.55292788,0.722222222,0.454256763,0.095108333,0.046804404,0.007556808,0.015674758,0.2165,0.130874789,0.638305556,0.193073904,140.2531944,31.63120925,0.03210664,0.088775777,0,2,1,2,5,1,1,0,0,1,2,0,7,2,1,1,2,1,1,2,0,2,0,2
ESFP,SP,Playlist ESFP sin enegrama no te pases,6gg55s4P2YJRpPbYXBYhjO,42,0.713214286,0.101447219,0.739380952,0.141762934,-5.269095238,2.342263902,0.452380952,0.503760539,0.089938095,0.066109989,0.14380731,0.173199413,0.216361905,0.205339499,0.656261905,0.173596541,123.0707857,19.39431706,0.000651231,0.002794095,2,2,4,3,0,0,2,2,3,2,1,2,1,1,3,2,4,1,2,1,1,0,1,2
ESFP,SP,esfp-entertainer,38edipe8gDctRbmH3BqghM,15,0.574,0.13247857,0.762666667,0.139513782,-6.2874,1.701296808,0.733333333,0.457737708,0.05708,0.032470672,0.058594827,0.120802658,0.15342,0.089064328,0.489266667,0.197685705,132.8812,32.09895677,0.087145815,0.198511491,0,2,1,0,1,1,0,0,0,1,1,0,2,0,1,0,3,1,1,0,0,0,0,0
ESFP,SP,larimar ,4pcu77dWIfLOIl13dUtpTr,50,0.52474,0.134607943,0.80254,0.10965739,-5.76338,2.072650407,0.86,0.350509833,0.059206,0.030845973,0.103384414,0.174451042,0.191314,0.117065654,0.62902,0.20341297,135.14996,27.88399336,0.012661165,0.054161875,1,5,3,1,7,2,0,0,2,1,2,0,6,0,2,1,5,0,1,4,0,6,1,0
ESFP,SP,ESFP/ENFP,1WA5iydLI73sJ5o1chibRQ,50,0.62356,0.101370035,0.70664,0.179334912,-5.05962,1.59484446,0.72,0.453557368,0.066022,0.048044313,0.16617218,0.250360245,0.179608,0.15551536,0.56712,0.158999505,121.43976,28.42406976,0.000166975,0.000937767,1,2,4,6,3,1,1,0,4,4,6,1,1,1,1,1,2,0,1,2,0,6,2,0
ESFP,SP,ICH LIEBE SKATEBOARD+KORB,3Tc3ZCWEIeLuDK3Xe5YTmm,50,0.60758,0.131032492,0.72344,0.152382194,-6.26432,2.234269743,0.5,0.505076272,0.082586,0.070592623,0.16141522,0.236126806,0.224846,0.174840668,0.59082,0.1881048,121.15592,30.57564239,0.14402636,0.28671737,1,3,0,3,4,2,5,3,1,1,2,2,3,1,2,5,2,3,3,2,1,1,0,0
ESFP,SP,I am still an ESFP!!,35CahSpjpXKKZqErjvz7Q4,19,0.729789474,0.13501711,0.704210526,0.181724938,-6.027157895,2.296398951,0.684210526,0.477566933,0.101357895,0.058091368,0.114249474,0.215243044,0.268026316,0.237544134,0.574315789,0.203635855,127.1941053,29.50809754,0.003130118,0.011040532,1,1,0,0,3,0,1,0,1,0,1,0,3,1,2,0,1,0,3,1,0,0,0,0
ESFP,SP,bella.,3vurdLU26R4BLimih6VXbZ,50,0.56578,0.159146485,0.66266,0.198274661,-6.38852,2.701072412,0.34,0.478518121,0.082154,0.084083084,0.201606868,0.267605086,0.195208,0.120775202,0.405278,0.197187065,121.00052,30.68227795,0.046866052,0.136240334,5,2,2,1,3,0,3,4,1,1,1,3,6,1,1,2,2,3,4,0,5,0,0,0
ESFP,SP,Esfp,3iU5uid1cnKzPSzsjGAcSA,12,0.66175,0.09388109,0.776083333,0.153631471,-5.809666667,2.802608341,0.583333333,0.514928651,0.109833333,0.123928948,0.140765833,0.240087254,0.2569,0.17329035,0.498741667,0.306043142,110.3549167,19.89629337,0.0945,0.222662198,1,1,1,3,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
ESFP,SP,MBTI: ESFP,2LUUTXhgFanSlcU5DT5QMr,17,0.606,0.159369069,0.758588235,0.181190183,-5.299882353,2.873586759,0.294117647,0.469668218,0.094376471,0.097950507,0.185373149,0.225432186,0.189723529,0.132742356,0.529317647,0.19951683,125.5449412,20.55459786,0.06523646,0.20777923,1,2,2,0,0,0,1,3,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0
ESFP,SP,Desmond Nkosi,320WG8lpHFr1shlx9ROXYD,7,0.654,0.13695133,0.687142857,0.128460667,-6.468714286,1.231322963,0.571428571,0.534522484,0.074871429,0.026917635,0.143882857,0.113080438,0.2393,0.241268308,0.549714286,0.170278903,125.5818571,38.83131173,7.46E-07,1.97E-06,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
ESFP,SP,songs i lowkey relate to,0RVvdjPm2ZhxiSNY158CAs,34,0.588764706,0.150525958,0.677676471,0.142506081,-5.860617647,1.969271701,0.705882353,0.46249729,0.064582353,0.045728537,0.151196471,0.194626409,0.151332353,0.104955756,0.607794118,0.219682799,125.1021176,31.2769204,0.011419767,0.058272897,1,5,2,1,0,2,0,0,5,3,1,1,2,0,3,1,0,1,0,0,1,3,2,0
ESFP,SP,ESFP,4zLefVcMuJ5v6axi5S832C,17,0.707352941,0.105645599,0.744823529,0.154850426,-5.018235294,2.1185761,0.470588235,0.514495755,0.110264706,0.078732053,0.121331765,0.155522812,0.182441176,0.100705921,0.609176471,0.199422991,125.5388235,31.85750887,0.036316906,0.149638617,0,2,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,2,0,1,0,0,0
ESFP,SP,ESFP,3Q65UPEeNFLdMi4KBWn5gJ,50,0.55656,0.178726579,0.4413258,0.230305618,-11.9724,7.170910903,0.42,0.498569382,0.058484,0.073513218,0.49146168,0.311048459,0.173342,0.1321685,0.413696,0.271232094,114.18878,29.11333739,0.130425524,0.309474385,1,3,1,2,5,2,2,3,2,1,0,1,2,0,1,8,2,1,5,0,4,0,2,2
ESFP,SP,ESFP | The Entertainer,6LC2rTESnTsUf311lyixgV,17,0.549117647,0.173499597,0.563947059,0.232507172,-7.792705882,4.478386732,0.588235294,0.507299656,0.068805882,0.053913884,0.276690647,0.324726689,0.192511765,0.101465387,0.375258824,0.221069251,132.0045882,35.93979759,0.08007652,0.194128059,0,2,0,0,1,0,1,0,2,2,0,2,2,0,1,1,0,1,0,0,0,1,1,0
ESFP,SP,ESFP with 7w6,6pgbQ0l8gqHut98R6DAT85,50,0.64644,0.134005812,0.7429,0.136842566,-6.00942,2.306042427,0.68,0.471212071,0.076804,0.079963063,0.137744888,0.17430263,0.200644,0.162478408,0.631524,0.218623444,127.83252,26.98941178,0.033125333,0.129858644,0,4,3,2,6,0,2,3,3,1,3,1,2,0,3,0,6,1,3,1,0,2,2,2
ESFP,SP,Heck yes (pop/rock/rap/reggae),5VlnSS76w9k3f4tPNHs4PL,50,0.59954,0.118683288,0.77318,0.137375798,-5.1873,2.088875171,0.44,0.501426536,0.088584,0.079644633,0.110402152,0.155579471,0.202132,0.148742914,0.55282,0.194830087,125.04052,24.38233899,0.021822303,0.081416598,1,5,3,0,4,0,0,2,3,7,1,9,2,1,3,0,3,0,3,1,1,0,0,1
ESFP,SP,Esfp,1oYt2RELHvw9l28vqyBq4a,50,0.64712,0.125178019,0.74826,0.161266013,-5.52562,2.359366336,0.64,0.484873221,0.0754,0.060705462,0.133505291,0.162714915,0.199768,0.158732646,0.567682,0.230368569,124.4865,26.70269823,0.001908051,0.006283807,0,5,3,4,5,0,3,4,4,0,2,0,6,0,0,2,2,2,1,1,3,1,2,0
ESFP,SP,Playlist for ESFP,0uyMlNDwnRN8jvq4ljVJWz,14,0.678785714,0.078505442,0.736,0.157614427,-5.830785714,1.820256667,0.5,0.518874522,0.11205,0.091256559,0.123424357,0.11114474,0.249671429,0.198418061,0.481928571,0.128866935,133.0185714,30.17389698,0.008911694,0.022916596,2,1,0,2,1,0,0,0,0,2,0,0,3,0,0,3,0,0,0,0,0,0,0,0
ESFP,SP,Esfp-t,1gNYmqii9396w6vPQQUFUy,50,0.67362,0.148024803,0.6657,0.196941434,-6.33254,2.50010173,0.64,0.484873221,0.08341,0.075305468,0.2238054,0.243149583,0.22536,0.192570467,0.582072,0.185651984,119.79074,24.91408173,0.018856437,0.12864456,3,7,1,4,1,0,1,1,4,1,3,2,2,3,3,0,4,1,3,1,2,3,0,0
ESFP,SP,esfp,6DRdr98ZGQ5mXzbeQb8iMq,50,0.56398,0.142576938,0.74542,0.149487163,-6.06986,2.176213591,0.76,0.431419111,0.053786,0.053205773,0.116376926,0.146042151,0.187612,0.161051084,0.598818,0.212050492,127.08682,30.74640228,0.025383528,0.118137327,0,6,0,3,6,0,2,1,4,1,1,1,3,0,3,0,5,1,3,1,0,3,3,3
ESFP,SP,➪𝙴𝚜𝚏𝚙,54yYwmaSsFR1YvpBQ7LBqN,30,0.753466667,0.133324011,0.726333333,0.113909926,-5.916133333,2.460931373,0.6,0.498272879,0.144296667,0.135389445,0.105863567,0.154850914,0.19412,0.113065649,0.647473333,0.214176798,115.7683667,21.44233247,0.004055314,0.017149013,0,3,1,3,0,1,0,0,1,1,1,2,3,2,2,1,1,1,2,2,2,0,1,0
ESFP,SP,sahel official soundtrack,4wMd3hnfO4RA2bbvP20mlc,25,0.65984,0.099367449,0.73192,0.148071188,-6.23096,2.409408355,0.84,0.374165739,0.052452,0.023695184,0.09028956,0.101211512,0.193688,0.188870444,0.68656,0.169586527,124.15972,29.03109769,0.007000259,0.034583913,0,3,1,0,2,1,0,0,1,1,0,0,2,0,2,0,2,1,0,0,0,6,2,1
ESFP,SP,ESFP,6FR3t75dEXW7Vh9t9JS1QG,9,0.701,0.152611435,0.552666667,0.123343018,-6.913111111,1.649195519,0.666666667,0.5,0.125377778,0.10830458,0.155633333,0.107963466,0.202622222,0.109990838,0.372222222,0.176719253,115.2801111,23.96784614,1.45E-06,2.66E-06,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0
ESFP,SP,ESFP songs🧨(canon),0ab74Vqk3MFxZzfrfSBACT,50,0.6863,0.136739324,0.71074,0.183776574,-5.66268,2.80376297,0.56,0.501426536,0.101146,0.075555543,0.16045388,0.200627909,0.183312,0.129046585,0.52428,0.230011095,119.2296,22.32690553,0.021114354,0.110747358,1,8,4,2,4,0,0,2,4,2,0,2,1,1,3,3,4,2,3,0,2,2,0,0
ESFP,SP,ESFP songs🧨(canon),0ab74Vqk3MFxZzfrfSBACT,50,0.6863,0.136739324,0.71074,0.183776574,-5.66268,2.80376297,0.56,0.501426536,0.101146,0.075555543,0.16045388,0.200627909,0.183312,0.129046585,0.52428,0.230011095,119.2296,22.32690553,0.021114354,0.110747358,1,8,4,2,4,0,0,2,4,2,0,2,1,1,3,3,4,2,3,0,2,2,0,0
ESFP,SP,Personality in Song's,5RssGW8tVdEQTF3EIjhMZv,50,0.69028,0.122311419,0.7442,0.147541762,-4.90192,2.205084698,0.52,0.50467205,0.096142,0.077171051,0.1209427,0.133529424,0.209844,0.198890858,0.560278,0.197470977,122.97744,23.41042758,0.000876334,0.003014499,0,8,4,4,1,0,4,3,1,3,1,2,2,2,1,0,4,1,1,2,2,1,1,2
ESFP,SP,ESFP | the entertainer,3ftW16TfCeRNh8m4clle3u,44,0.648386364,0.134690725,0.7255,0.183950512,-5.846840909,2.726264622,0.590909091,0.497350273,0.083356818,0.079895942,0.1225735,0.184815818,0.167497727,0.121148562,0.595090909,0.224267886,125.8376818,28.49753333,0.015700703,0.070713812,0,2,1,4,4,1,3,1,1,2,2,0,1,2,4,3,2,1,2,2,0,3,0,3
ESFP,SP,quartz,7u6DHjtW3y4EWTfEsE2AeI,50,0.6571,0.141120624,0.80094,0.110342955,-5.82012,2.586249539,0.72,0.453557368,0.095908,0.090427508,0.08976788,0.108496917,0.210514,0.165500673,0.74254,0.189715061,130.91112,26.42780664,0.040944123,0.135246469,2,10,0,3,2,1,0,2,1,1,3,0,4,1,3,2,4,1,3,2,2,1,2,0
ESFP,SP,ESFJ/ESFP Anthems,5FkVuulq71HDtxE9nloFnf,30,0.615966667,0.184787386,0.680566667,0.143216904,-6.4496,2.062739568,0.733333333,0.449776445,0.052406667,0.031219224,0.252990333,0.265313753,0.144413333,0.078466803,0.518833333,0.258440827,119.3781667,32.09317997,0.02099144,0.069129966,0,1,0,3,2,0,0,0,2,1,3,0,0,0,4,3,3,3,1,1,0,1,2,0
ESFP,SP,THE ULTIMATE ESFP,1Qt9TO22027Wn7ueghp8nB,50,0.66968,0.138285779,0.72758,0.160946067,-6.11422,2.79402908,0.68,0.471212071,0.076288,0.07565346,0.12154256,0.160103155,0.192282,0.14032012,0.66986,0.193278271,116.87888,22.33366923,0.00266038,0.012763708,3,7,1,1,3,2,3,3,2,0,2,1,8,0,2,0,3,2,2,2,0,1,1,1
ESFP,SP,esfp vibes,04Wv8kUazu33LAvT1WOoZc,50,0.718,0.10298068,0.7603,0.141986094,-5.21816,1.760007321,0.42,0.498569382,0.112114,0.09392761,0.06846796,0.115798617,0.19831,0.155541322,0.62532,0.178698519,125.66678,24.94781525,0.002778275,0.009905301,1,2,5,7,2,0,6,2,0,4,2,2,2,0,1,2,1,2,2,1,1,3,0,2
ESFP,SP,💜🧡ESFP🧡💜,2pwkgW8JxQaGv6wAgfMZml,50,0.67878,0.114923096,0.74116,0.156950448,-4.97128,2.184877992,0.58,0.498569382,0.097168,0.089978382,0.11698784,0.140290993,0.196906,0.15515575,0.597538,0.193953515,121.91248,23.14790117,0.007691337,0.049401462,1,7,4,3,3,0,3,1,2,0,1,1,4,2,2,0,2,3,2,1,4,4,0,0
ESFP,SP,Mbti mitski because I am mentally ill,7kjajGlZkacQbDymISUXnF,16,0.452375,0.115443998,0.4399375,0.257474521,-9.95475,4.112052051,0.8125,0.403112887,0.0402375,0.015119077,0.376663706,0.410187357,0.10566875,0.023646472,0.35375625,0.250057148,115.0195,25.74293561,0.026123639,0.097097935,0,2,0,2,4,0,0,1,0,1,0,0,2,0,0,1,0,0,0,2,0,0,1,0
ESFP,SP,Ryōta ♡ Kurisa 🐶🦢,7INDg0gPQOT9ALnU9zPnOR,50,0.61996,0.11821184,0.63374,0.164158685,-5.84236,2.178739364,0.72,0.453557368,0.056642,0.037278057,0.2581588,0.265276267,0.14653,0.078955503,0.5188,0.215299317,122.30918,29.14493775,0.000109774,0.000480969,2,5,2,3,2,1,1,3,1,2,0,1,6,0,5,1,5,1,1,3,0,4,1,0
ESFP,SP,ESFP,3a5VsZ5m6sLg1tmbDlcWMZ,11,0.641454545,0.126538029,0.608454545,0.207716328,-6.775363636,2.723663792,0.454545455,0.522232968,0.093881818,0.101557804,0.163924545,0.184145731,0.146663636,0.098789709,0.4499,0.246236736,111.8788182,23.5337791,0.029459164,0.056282417,1,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0
ESFP,SP,esfp,0BBxAmSuKqZ8hV3xekPtsP,22,0.648545455,0.116935769,0.772272727,0.171131301,-5.430136364,2.780061155,0.590909091,0.50323628,0.094327273,0.090524846,0.181251377,0.223703592,0.221668182,0.171000079,0.597136364,0.237326838,134.2581818,24.69225807,0.00214252,0.004909912,1,2,2,3,2,0,3,0,1,0,0,1,3,1,0,1,0,0,0,1,0,0,1,0
ESFP,SP,One Song for Every MBTI,5ng1bCMZzaUl7EcM6bR8Du,16,0.5585,0.153815907,0.72275,0.212512431,-5.5346875,3.22828063,0.6875,0.478713554,0.07046875,0.039429206,0.175511687,0.283724291,0.22528125,0.158850732,0.53470625,0.214267731,132.0555625,31.96529105,0.002625501,0.005992166,0,4,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0
ESFP,SP,"esfp, by infp >=]",0Hzo3OBpyG757p8ZiXSi74,35,0.697085714,0.10105775,0.693314286,0.153564083,-5.357057143,1.747134207,0.542857143,0.505432671,0.105797143,0.081832571,0.187449629,0.188496362,0.218791429,0.147584055,0.6146,0.189567961,121.0838571,26.00143535,0.000128784,0.0005007,1,3,4,5,1,1,1,0,0,3,1,0,2,2,2,2,1,1,1,1,0,2,0,1
ESFP,SP,ESFP vibe,0JCq4FwG7vvtRSGIAwBzeE,50,0.68052,0.103543196,0.76506,0.136054522,-5.25304,2.371957591,0.56,0.501426536,0.07172,0.064571226,0.077061658,0.144625353,0.179096,0.130338224,0.62288,0.204105979,124.57766,19.34196882,0.001073884,0.005773262,1,4,7,3,2,2,0,1,3,2,1,4,6,1,3,1,0,3,1,1,1,1,2,0
ESFP,SP,esfp,2qtRZzAArLcDW1U33j0WYJ,34,0.623264706,0.1286007,0.624205882,0.175542584,-6.532470588,1.91409004,0.676470588,0.47485808,0.086805882,0.091868018,0.215096398,0.221428134,0.175735294,0.124784405,0.437114706,0.208755734,110.3407941,22.06092195,0.032565601,0.139468832,0,7,1,2,2,0,1,2,0,1,3,0,2,1,1,1,1,1,3,1,0,3,1,0
ESFP,SP,esfp-6w5,2K0NxTCjJ6p7jn40zF0rXn,16,0.5375625,0.17173622,0.46521875,0.186320062,-12.5315,4.062957182,0.625,0.5,0.041325,0.021031643,0.556624,0.378523691,0.15386875,0.07125609,0.36336875,0.168843169,133.099875,34.85353989,0.555621875,0.382656301,0,1,0,1,0,1,0,0,1,0,0,0,0,2,0,2,1,0,0,2,0,3,0,2
ESFP,SP,mind and soul,0rOSHQEIYg3gdkhdAIcl5Q,16,0.6060625,0.137574934,0.6953125,0.179052588,-6.7728125,2.618124474,0.25,0.447213595,0.09306875,0.087700921,0.249787971,0.192354051,0.1676,0.112579169,0.49003125,0.270972022,119.9119375,26.06836737,0.015666043,0.053348896,3,1,2,0,0,0,2,1,1,0,0,1,1,0,0,0,0,2,1,0,0,0,1,0
ESFP,SP,Esfp,4XNidONGPjMQ12EDmTUst5,50,0.70426,0.121487853,0.7586,0.152184099,-5.27206,2.13785992,0.5,0.505076272,0.159494,0.13518414,0.09163856,0.104209752,0.168256,0.121341085,0.62946,0.196796197,144.62972,29.33748961,0.010292832,0.051783499,1,5,1,9,1,0,4,3,0,4,1,1,4,1,1,2,3,4,2,0,2,0,1,0
ESFP,SP,𝑬𝑺𝑭𝑷,0ErECSyB59ru6nZAtYvEYd,50,0.65804,0.143160102,0.72548,0.142841319,-5.35952,2.137071974,0.56,0.501426536,0.094834,0.078267938,0.146208531,0.159471647,0.195908,0.168729202,0.557698,0.235744866,122.20192,27.34203431,0.006123649,0.036449847,1,3,5,5,4,0,4,1,3,1,1,3,5,0,2,1,2,2,2,0,1,1,2,1
ESFP,SP,Esfp,07ga5ZjzIZR7DDvwucfRMV,23,0.640304348,0.132581513,0.634652174,0.182433701,-7.084043478,3.324786384,0.608695652,0.499010879,0.091669565,0.065943994,0.247528478,0.267965346,0.218343478,0.149467615,0.517913043,0.261023321,116.0223478,29.02999968,0.048781841,0.147777063,0,2,0,0,1,0,1,2,2,0,1,0,0,2,4,1,0,0,3,2,0,1,1,0
ESFP,SP,ESFP,73rEnZrzIuDGcY4oq1SY4H,13,0.546769231,0.112664808,0.728461538,0.162813603,-4.092461538,1.30071811,0.923076923,0.277350098,0.043123077,0.027867847,0.142895385,0.188933271,0.227438462,0.111236337,0.588230769,0.180253134,130.0465385,30.88537554,0.00018693,0.000538723,1,1,0,0,2,1,0,0,1,0,1,0,1,0,1,0,2,0,0,0,0,0,2,0
ESFP,SP,MBTI Types As Songs - At Their Best / Worst,1l637Lrl1Jz4OZSppxR35p,32,0.628625,0.150143104,0.6406875,0.169949601,-6.48796875,2.620862755,0.8125,0.396557769,0.075390625,0.063019149,0.234497688,0.283038161,0.173084375,0.149849613,0.522875,0.215997125,115.6322813,25.7791777,0.025064632,0.095037382,0,2,1,2,4,0,2,1,4,0,1,1,3,0,2,1,4,0,0,2,0,1,1,0
ESFP,SP,MBTI Se: ESTP & ESFP,3j9PaGCIAzSPGIquk9J0sh,50,0.66548,0.130013067,0.78994,0.121798329,-5.68578,2.339106888,0.66,0.478518121,0.101484,0.09029611,0.11400888,0.170216965,0.208076,0.174257416,0.6502,0.182037561,124.04114,18.95706004,0.01215102,0.056336845,0,5,0,6,5,0,2,2,4,2,1,1,3,1,1,3,1,0,4,2,2,4,1,0
ESFP,SP,esfp.,5GY6I00uxy9uF6Qji859hR,50,0.64356,0.109181025,0.77722,0.131892394,-4.86366,1.734607673,0.62,0.490314351,0.06618,0.033615133,0.11370422,0.162581486,0.181644,0.120720022,0.595386,0.241866627,118.71268,20.86174338,0.000512095,0.001631872,2,6,2,5,4,0,0,2,2,7,0,0,2,0,3,0,2,1,4,0,1,5,2,0
ESFP,SP,esfp: the entertainer,3VJahQt6NeCYSCwuvCcrI8,50,0.61248,0.123431918,0.72006,0.149426852,-5.58906,2.044031085,0.66,0.478518121,0.079812,0.077965046,0.101372377,0.170013704,0.197174,0.154465953,0.54836,0.207436025,128.42896,26.19414497,0.000832858,0.002694797,2,4,4,4,2,0,2,2,3,0,1,3,5,0,4,0,7,1,1,1,1,1,1,1
ESFP,SP,"ESFP, 7w6 ",6xNsVuwsBnivkcK1ZpU37u,50,0.60694,0.145721346,0.7271,0.166773126,-6.55302,2.721316709,0.68,0.471212071,0.083106,0.076859412,0.19537582,0.235306125,0.219866,0.186579867,0.642472,0.246473554,137.52972,30.33442288,0.025074405,0.125249819,0,3,3,5,5,1,0,2,3,2,3,4,4,0,1,1,1,1,1,1,0,4,3,2
ESFP,SP,Empresses & Goddesses | Queen Archetype | Female Power,1Km2ylvNvwIvLWAASNhe6Y,50,0.70096,0.148817099,0.62602,0.174166879,-6.59886,2.709385765,0.48,0.50467205,0.125632,0.11178873,0.18181024,0.206273393,0.199816,0.16137056,0.456988,0.225743179,126.78662,29.74421376,0.040874274,0.151215606,2,2,3,5,3,0,2,4,1,1,2,1,0,3,3,1,3,3,6,1,0,2,2,0
ESFP,SP,esfp-2w1,1B9gPzroaNy1fPr18hde4E,5,0.7204,0.106533093,0.4706,0.104774997,-9.3992,2.491259461,1,0,0.0584,0.054867431,0.5068,0.306002778,0.13256,0.036544056,0.496,0.224235367,123.1018,15.3524985,0.027053236,0.058680435,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
ESFP,SP,ESFP! (personal vibe),5eFeVlKHpcvOE7CUhHaDgM,50,0.68016,0.146848577,0.55238,0.143329489,-8.17918,2.812976423,0.78,0.418451958,0.061812,0.040722007,0.3808956,0.265768222,0.190536,0.12415179,0.55152,0.197901773,116.72004,29.26844548,0.045446355,0.160644629,2,6,2,2,6,0,0,1,2,1,6,1,4,0,2,2,8,0,2,2,0,1,0,0
ESFP,SP,"ESFP: Energetic Shout-out, Free Play",4mW9lWmYodcTUHXT2V8ox0,30,0.603133333,0.139532652,0.681566667,0.148313434,-6.252966667,2.543947292,0.533333333,0.507416263,0.063176667,0.052004892,0.167235,0.215599888,0.16331,0.115575828,0.50546,0.222247555,127.1547667,27.50992316,0.037033644,0.108103765,1,1,1,1,2,0,3,3,0,0,0,1,3,0,5,0,1,1,3,0,1,2,1,0
ESFP,SP,ESFP,0UrzulbNUGAfaMa2Qtrpvm,19,0.746526316,0.11656108,0.715894737,0.121214637,-6.332684211,1.72792763,0.473684211,0.512989176,0.092631579,0.079912063,0.120463632,0.17740421,0.165652632,0.136965962,0.663368421,0.195459064,121.2953684,19.42032272,0.003105026,0.008329787,1,0,0,1,2,0,0,1,0,3,0,0,2,1,0,0,0,2,1,1,0,0,3,1
ESFP,SP,sh | apel'sin & araton (dnd),5NMI6Mdcmb2HeLYFHRu1Jd,15,0.583266667,0.110799347,0.773133333,0.168464437,-5.433133333,1.528599399,0.533333333,0.516397779,0.0638,0.039395449,0.097338867,0.207429488,0.253846667,0.143527055,0.627533333,0.212106734,126.5507333,23.00815075,0.011117125,0.04120998,0,1,1,0,1,1,1,0,2,2,0,0,1,1,0,0,1,0,2,0,0,1,0,0
ESFP,SP,JUST DANCE !!!!!!!!!!!!!,2qujqdJsHHVl0orkOD7yh6,38,0.658894737,0.090947799,0.782710526,0.156718358,-9.053657895,3.424021488,0.552631579,0.503896623,0.064957895,0.049203217,0.091823947,0.117319204,0.249476316,0.21023832,0.710078947,0.214370024,129.1916053,20.92794982,0.192870541,0.292298783,0,6,1,3,2,0,1,1,1,1,2,1,3,3,0,5,2,1,3,0,0,1,1,0
ESFP,SP,esfp playlist,2x0BouobMFxeaDWXEYtHv7,50,0.599,0.13560251,0.544298,0.220066074,-6.9382,2.804187743,0.68,0.471212071,0.061008,0.06414684,0.34796966,0.327898521,0.184982,0.156028151,0.428582,0.187194032,112.03082,27.67872685,0.002984026,0.017264156,2,6,2,1,2,3,2,2,1,0,2,2,2,2,3,2,3,1,1,5,0,5,1,0
ESFP,SP,Dance with ESFP !!,6djj3swIVXHiVrNfRTAjUb,12,0.69225,0.103126687,0.699583333,0.179283655,-6.036833333,2.864453679,0.5,0.522232968,0.116475,0.097988795,0.148376833,0.177756039,0.242475,0.182539262,0.60325,0.190417782,133.6911667,22.60363107,0.002053665,0.00458539,0,1,1,0,1,0,1,0,0,1,1,1,3,0,0,0,0,0,0,0,1,0,0,1
ESFP,SP,ESFP,3UhZjlNcS4KckuV5QwAoXa,37,0.681918919,0.110982576,0.766756757,0.162392598,-5.29227027,2.289374692,0.513513514,0.50671171,0.0841,0.077669041,0.154441135,0.197846534,0.239105405,0.184738566,0.640664865,0.231408297,124.4454595,27.8985705,0.002258973,0.010562263,2,2,3,2,3,0,3,1,2,2,1,1,2,1,2,0,3,3,0,1,1,0,1,1
ESFP,SP,chaotic bisexual esfp/estp female villain,6C3UjN5IMu7fLdBEMr282z,50,0.66324,0.121796847,0.72226,0.170502476,-6.06294,2.549012049,0.44,0.501426536,0.084588,0.083150252,0.139635428,0.190134377,0.193366,0.130301902,0.53924,0.204487269,120.343,29.07323502,0.069530953,0.167946072,1,1,0,3,1,0,7,2,1,0,4,2,3,4,4,2,2,3,6,2,0,1,0,1
