mbti,function_pair,playlist_name,playlist_id,track_count,danceability_mean,danceability_stdev,energy_mean,energy_stdev,loudness_mean,loudness_stdev,mode_mean,mode_stdev,speechiness_mean,speechiness_stdev,acousticness_mean,acousticness_stdev,liveness_mean,liveness_stdev,valence_mean,valence_stdev,tempo_mean,tempo_stdev,instrumentalness_mean,instrumentalness_stdev,CMajor_count,DMajor_count,D#_Ebminor_count,D#_EbMajor_count,EMajor_count,FMajor_count,F#/Gbminor_count,F#/GbMajor_count,GMajor_count,G#/AbMajor_count,Aminor_count,AMajor_count,BMajor_count,Cminor_count,C#/Dbminor_count,C#/DbMajor_count,Eminor_count,Fminor_count,Gminor_count,A#/Bbminor_count,A#/BbMajor_count,Bminor_count,Dminor_count,G#/Abminor_count
ISFJ,SJ,This Is IDSFA,37i9dQZF1DZ06evO0tL2rs,50,0.534176,0.2820412,0.2861266,0.245232804,-20.65162,7.272828156,0.8,0.404061018,0.110494,0.12181328,0.564522,0.383898262,0.124618,0.144028575,0.582676,0.322984439,101.96078,30.98406169,0.723493254,0.264463644,9,8,1,4,3,3,0,0,5,1,0,1,2,2,0,3,1,0,2,1,1,1,2,0
ISFJ,SJ,- ISFJ - ,7uXiarLC6kWDnwiV1n1JbH,50,0.64822,0.1376626,0.71186,0.141101933,-4.08006,1.532260933,0.88,0.328260723,0.063796,0.053441927,0.22431092,0.177596849,0.166958,0.109316922,0.55398,0.192457733,119.41972,27.38362034,4.29E-05,0.00026569,6,3,0,1,3,3,2,2,6,2,0,9,1,0,1,8,1,0,0,1,0,1,0,0
ISFJ,SJ,Infp but it's actual infp songs,72PVFthY1iGZy9a2MDJfKf,33,0.587636364,0.135644254,0.556272727,0.191641963,-8.21569697,3.356867471,0.636363636,0.48850421,0.074272727,0.083388227,0.341433939,0.267076757,0.154542424,0.112495672,0.44760303,0.216068682,131.8712424,33.21600809,0.061040864,0.177558727,5,1,1,0,0,2,0,0,3,2,1,2,4,1,0,1,4,1,1,1,1,0,1,1
ISFJ,SJ,"isfj ""( – ⌓ – )",2CahHgu58KSd2alhMen9ka,39,0.565076923,0.138458693,0.617512821,0.21279665,-8.202769231,3.621297699,0.58974359,0.498310235,0.045997436,0.040668393,0.263753629,0.337551767,0.182861538,0.126177062,0.488489744,0.226175482,117.7671026,27.11920259,0.257115545,0.35195797,2,4,0,2,2,2,0,2,1,0,2,6,1,1,1,1,4,1,1,3,0,3,0,0
ISFJ,SJ,ISFJ's home,2ZYf7xflrgrPf7nXgEJ7sq,19,0.550789474,0.134381538,0.441842105,0.179648813,-8.531526316,3.472462645,0.894736842,0.315301768,0.067721053,0.071709976,0.703578947,0.244683314,0.1551,0.094388812,0.367684211,0.166528293,110.8168421,29.30426809,0.025638564,0.10955331,4,4,0,1,1,1,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
ISFJ,SJ,isfj,1iRXCbMRsrThwozf2OleP0,50,0.50952,0.117280797,0.24407,0.118457655,-12.82192,3.588357027,0.8,0.404061018,0.050612,0.028236434,0.82679,0.195279081,0.14727,0.106512955,0.276358,0.138028682,114.6344,34.00773117,0.076661955,0.192619859,6,8,0,1,3,2,1,4,2,3,2,3,2,0,1,4,1,0,2,2,2,0,1,0
ISFJ,SJ,isfj,1iRXCbMRsrThwozf2OleP0,50,0.50952,0.117280797,0.24407,0.118457655,-12.82192,3.588357027,0.8,0.404061018,0.050612,0.028236434,0.82679,0.195279081,0.14727,0.106512955,0.276358,0.138028682,114.6344,34.00773117,0.076661955,0.192619859,6,8,0,1,3,2,1,4,2,3,2,3,2,0,1,4,1,0,2,2,2,0,1,0
ISFJ,SJ,ISFJ-T,3epUOmDVnR1Hm15fgptrpQ,50,0.51156,0.12351719,0.44346,0.131479991,-8.45354,2.482863794,0.92,0.274047516,0.038476,0.016366473,0.593416,0.229654078,0.149086,0.08504042,0.30408,0.143897475,126.34834,29.56953605,0.004406639,0.03082377,7,5,0,2,9,2,0,2,4,4,0,2,3,0,1,2,0,1,0,1,4,1,0,0
ISFJ,SJ,ISFJ💐,7thmvbEDtORhEHImXRfwqE,21,0.517761905,0.129854497,0.489238095,0.192736064,-8.931809524,3.044931931,0.952380952,0.21821789,0.045052381,0.027566186,0.530730476,0.308701825,0.182361905,0.114402166,0.399904762,0.193290948,120.1047619,35.07671447,0.086345673,0.217964886,0,3,0,1,2,0,0,2,3,3,0,2,1,0,0,1,1,0,0,0,2,0,0,0
ISFJ,SJ,ISFJ ; the protector's playlist,1IjBHShH11mv7ZPM8CRN9u,36,0.605111111,0.10791737,0.507,0.196102014,-7.584388889,2.309700182,0.777777778,0.421637021,0.066547222,0.067596794,0.403530278,0.298424146,0.159263889,0.114119069,0.401605556,0.210954703,117.4068056,30.69404825,0.003610067,0.021153897,1,2,0,0,2,2,2,5,3,2,0,6,2,1,0,2,0,3,0,1,1,0,1,0
ISFJ,SJ,isfj,3K5gqpXyCQ7n4ucmIeb08x,50,0.69186,0.139049692,0.54356,0.17690239,-6.99938,2.829992802,0.54,0.503457434,0.120122,0.09887851,0.30153178,0.309799045,0.154734,0.10439972,0.440552,0.222018603,118.42246,29.25566262,0.000607358,0.003619325,3,2,0,2,0,2,1,4,1,3,3,0,2,0,5,5,2,1,3,1,3,2,2,3
ISFJ,SJ,isfj,0aYyN7eEJMYzmhBCecMiaw,6,0.6875,0.068724814,0.814333333,0.112635104,-3.886166667,1.309032072,0.833333333,0.40824829,0.080783333,0.026165505,0.16305,0.090863452,0.216333333,0.145653928,0.678166667,0.114240827,125.8368333,31.9226795,2.55E-07,6.25E-07,3,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ISFJ,SJ,Isfjorden Hockey❤️🏒,0d5NEDh7mxy4JnS0iRlPln,45,0.721333333,0.126646071,0.700866667,0.147781103,-6.448888889,2.623732562,0.6,0.495433694,0.108844444,0.078330383,0.169971778,0.180229993,0.233251111,0.212114516,0.550955556,0.215310975,121.9163778,21.80882823,0.041543426,0.188203416,2,2,1,0,1,0,2,2,5,2,1,3,1,2,2,7,0,0,3,0,2,2,1,4
ISFJ,SJ,isfj,2SnmghFxQfVBlNlNo3I6QU,32,0.547875,0.146068864,0.59025,0.160467864,-6.9535625,2.263131429,0.6875,0.470929075,0.046403125,0.043837651,0.264122094,0.255001274,0.14364375,0.090885873,0.415940625,0.202169611,112.9175938,25.91804489,0.041596117,0.152909329,3,4,1,1,3,3,0,0,1,3,1,1,0,2,4,2,0,1,0,0,1,0,1,0
ISFJ,SJ,ISFJ,02rQ51WOshriXjdshZBDwW,50,0.61636,0.129354245,0.47208,0.150278903,-8.38696,2.209261729,0.76,0.431419111,0.08545,0.087785444,0.445723,0.284274926,0.160046,0.098565648,0.339828,0.177162348,114.15964,33.50694981,0.002441682,0.010086223,1,5,0,1,2,10,2,3,4,0,1,7,3,0,1,1,3,1,1,0,1,2,1,0
ISFJ,SJ,isfjune,6QeWg0UgctBOufDKAlYegn,50,0.63166,0.113322118,0.49534,0.154237507,-8.47258,2.090357924,0.76,0.431419111,0.06507,0.0389763,0.447164,0.270887398,0.161406,0.098341177,0.423722,0.23255528,111.92184,27.90360259,0.005616727,0.020106392,6,3,0,1,6,6,3,2,3,5,0,3,0,0,1,1,1,1,2,1,2,3,0,0
ISFJ,SJ,isfj-t,7vqZRjX3JOcUZO9wztf2kU,50,0.64902,0.125432231,0.5533,0.15681059,-7.25774,2.59063014,0.66,0.478518121,0.064222,0.041043055,0.3808102,0.306786453,0.170162,0.10563855,0.44827,0.229111493,119.59114,27.67322619,0.017616629,0.083088961,2,4,1,2,0,4,3,3,1,7,1,2,2,4,3,1,1,0,0,1,5,3,0,0
ISFJ,SJ,Mr. Isfj<3,1eH4NTY01A8WEXZ7Nqywau,27,0.609259259,0.121179331,0.526703704,0.200936426,-6.779111111,2.409239783,0.851851852,0.362013993,0.060344444,0.062778998,0.462496296,0.334641765,0.148703704,0.102082212,0.453592593,0.182576066,106.3118148,22.82583172,7.31E-06,3.09E-05,4,4,0,1,3,1,2,1,1,1,0,2,3,2,0,2,0,0,0,0,0,0,0,0
ISFJ,SJ,ISFJ MOOD,1XuPRMWuVqpTw7bBA3ebmT,50,0.5539,0.121728076,0.500658,0.174077731,-8.2287,2.563538198,0.72,0.453557368,0.070302,0.091469606,0.4557934,0.281815964,0.13736,0.070349681,0.359708,0.176688306,118.08648,32.22591987,0.031497328,0.138157796,2,5,0,2,2,4,8,2,1,6,0,2,5,2,1,1,1,1,0,0,4,1,0,0
ISFJ,SJ,isfj ,5jcdZXAeZr3XAjPd34SJwZ,40,0.555525,0.136218148,0.4975425,0.22518359,-9.156275,4.417964202,0.7,0.464095481,0.041595,0.025269704,0.42122525,0.337177252,0.2147575,0.190271339,0.380865,0.218044481,116.035025,29.67561883,0.089390804,0.228486581,6,4,0,0,2,2,1,4,2,0,1,5,0,0,1,0,1,2,0,2,3,1,2,1
ISFJ,SJ,soy isfj,2Qm1tnIShXOJ4Bne2o9bgG,39,0.506464103,0.160229212,0.417882051,0.22439017,-12.51058974,4.797228562,0.692307692,0.4675719,0.038251282,0.013868478,0.552943082,0.371325732,0.150058974,0.101998934,0.467682051,0.254412908,116.5534359,27.69014406,0.235212638,0.360111341,7,6,1,0,1,3,0,2,3,0,3,2,0,0,0,2,2,1,2,0,1,2,0,1
ISFJ,SJ,isfj √,1PB2vDlr0NUVjFS4abediE,50,0.56498,0.141301023,0.55536,0.203447708,-8.3135,3.502362382,0.76,0.431419111,0.061696,0.069814866,0.4298638,0.331671157,0.18986,0.1528065,0.425576,0.243612491,123.52254,28.46263685,0.04422362,0.141712021,6,4,0,2,2,4,3,1,6,2,1,7,0,0,1,1,0,2,1,1,3,1,2,0
ISFJ,SJ,ISFJ,1sBg1Q4OBzCISSiIitF0dM,50,0.56876,0.153570639,0.5373,0.193651301,-7.83144,3.048847117,0.84,0.37032804,0.061408,0.046064382,0.34358252,0.32601004,0.149758,0.106090595,0.419252,0.232446429,126.07246,29.91221751,0.018901529,0.085914419,11,5,0,1,4,3,1,0,5,3,0,3,3,2,0,0,1,2,1,0,4,1,0,0
ISFJ,SJ,isfj y cáncer mood,2aLxGVQWs5vfpMKtcCdKIU,50,0.53554,0.121282805,0.547108,0.218145644,-7.91782,3.302743045,0.68,0.471212071,0.07136,0.060787774,0.3649522,0.330186102,0.173976,0.137606282,0.406904,0.200981742,133.88148,28.47875127,0.018774548,0.068015292,8,1,0,1,2,4,2,1,5,3,3,3,0,2,2,4,3,0,0,0,2,1,2,1
ISFJ,SJ,isfj playlist ♫ 🕊,6g3iJpwf7glTlPQ21vUZSp,50,0.5421,0.121240064,0.457686,0.19921087,-8.42708,3.136765147,0.96,0.197948664,0.046184,0.040268565,0.47056996,0.334105755,0.146298,0.114150796,0.366132,0.189532821,119.0149,30.7531505,0.01407922,0.073443469,8,4,0,4,4,4,0,1,5,6,0,5,0,0,0,4,0,0,1,0,3,1,0,0
ISFJ,SJ,syd the isfj ,5d9BXO7b6Rn2d27oQjeBUK,48,0.550958333,0.138985834,0.638416667,0.217094335,-7.0126875,3.192186279,0.6875,0.468417435,0.062685417,0.054582306,0.305558854,0.280780544,0.213785417,0.172444861,0.484979167,0.244892637,126.7817917,31.85853918,0.08186523,0.193384737,3,3,0,0,1,3,4,2,2,2,1,7,5,1,1,3,1,3,0,1,2,0,2,1
ISFJ,SJ,isfj,0tIRacXkLiAvylB9RtGbkQ,50,0.50458,0.154627543,0.4819,0.180048208,-8.45158,2.711292117,0.8,0.404061018,0.053522,0.048111237,0.470295712,0.352001042,0.16796,0.127711142,0.344104,0.184833256,125.34636,34.55624379,0.017361362,0.081001576,6,5,1,1,3,4,1,1,8,1,0,4,1,0,2,3,1,0,2,2,3,0,1,0
ISFJ,SJ,Isfjell,7sewHpBwmWkibL5XsiWfBq,37,0.366108108,0.200053435,0.329805405,0.216185139,-15.772,6.324887733,0.540540541,0.505227924,0.043818919,0.029450871,0.546035459,0.337281832,0.15837027,0.100515587,0.180248649,0.202634804,115.7125135,42.21639573,0.706493516,0.324549165,2,5,1,0,3,1,1,0,4,2,2,1,2,0,0,0,3,2,1,3,0,3,0,1
ISFJ,SJ,isfj 9w1,6c6xZt2B9uZkgvDRQA61mC,50,0.57834,0.154098777,0.617722,0.234241485,-8.48246,4.229899421,0.74,0.443087498,0.084402,0.076554498,0.310457036,0.330422919,0.22643,0.185631329,0.53476,0.22578485,128.6433,35.27482834,0.088081786,0.241064242,4,2,0,1,3,2,1,2,4,3,2,5,1,2,1,6,0,2,0,3,4,2,0,0
ISFJ,SJ,isfj.,24k6Y6MAzsmwXaGIroKDDZ,50,0.55482,0.159886144,0.61039,0.222620233,-7.17568,3.840263471,0.72,0.453557368,0.064048,0.063403529,0.3169127,0.31303141,0.187258,0.132473881,0.47638,0.256758593,127.83706,32.49877251,0.081641342,0.202448779,5,2,0,2,2,4,3,2,2,3,0,7,2,0,2,4,2,3,0,1,1,1,2,0
ISFJ,SJ,isfj-t,4n75r36jwiOmf4umhyScVp,24,0.54625,0.129999415,0.550458333,0.201304437,-7.969958333,3.640265894,0.625,0.494535355,0.0423875,0.029610681,0.247266875,0.282991314,0.198325,0.150839204,0.390675,0.235188685,129.7026667,29.1050492,0.136355964,0.229376956,1,1,0,0,3,1,1,1,2,1,1,3,0,1,0,1,1,1,1,1,1,0,1,1
ISFJ,SJ,isfj currently,6I78s5jQR1QT8iJdlsCXur,50,0.54838,0.124530119,0.50146,0.18568024,-7.99508,2.671087991,0.88,0.328260723,0.041222,0.021531157,0.48855206,0.324282551,0.153828,0.095645572,0.3763,0.191981424,117.08248,31.86926696,0.049379512,0.168295312,2,5,0,2,7,8,1,5,3,2,1,1,2,1,0,3,1,0,1,0,4,0,0,1
ISFJ,SJ,ISFJ,1oVFSmFjpMIP2ZlScdGTpp,39,0.595435897,0.16528457,0.496427436,0.298931421,-11.51974359,8.60973004,0.564102564,0.502356122,0.091048718,0.084367364,0.481251795,0.395824833,0.199528205,0.121870339,0.425992308,0.270222599,116.5138974,40.49408248,0.42854215,0.414370715,5,0,0,2,2,1,3,0,3,2,0,1,1,1,1,4,0,3,2,1,1,3,2,1
ISFJ,SJ,ISFJ songs,0lYllEZHsSAuVE0bBsYTvA,50,0.5016,0.156364436,0.52946,0.20350041,-8.17254,3.537700038,0.72,0.453557368,0.047108,0.027254416,0.429960712,0.344861706,0.165834,0.108774794,0.368426,0.226571258,125.2794,31.86694151,0.054995103,0.17442594,4,2,0,1,2,3,3,0,6,2,1,6,2,0,2,4,3,1,1,2,4,0,1,0
ISFJ,SJ,Isfj-a 💽💾🖲📠📟,2CSmXYCd1T0rti4q8PHBI9,50,0.61302,0.13392436,0.399824,0.196738374,-9.8752,4.270329744,0.74,0.443087498,0.094884,0.074513235,0.5957212,0.298534988,0.177592,0.107292419,0.392136,0.198704771,108.34244,32.31361319,0.024349081,0.092467991,6,5,0,2,2,3,0,2,2,4,1,5,3,1,1,3,1,2,1,0,0,3,2,1
ISFJ,SJ,Isfj moment,6URkI12PvLQY6Eeuj4Tvyo,50,0.58522,0.126097353,0.6662,0.199003641,-6.4952,2.489026102,0.68,0.471212071,0.057586,0.045535409,0.18930098,0.26331978,0.172112,0.110302418,0.467504,0.206261927,119.567,26.50300872,0.053514479,0.183308143,3,2,0,1,2,5,2,1,7,1,2,5,2,1,2,3,2,1,1,1,2,3,1,0
ISFJ,SJ,my ISFJs < 3,4qmXX1MnRUIvKb1O8bW1Zt,40,0.637975,0.111663526,0.635425,0.171980453,-5.545625,2.246436308,0.725,0.452202587,0.0543975,0.02856131,0.38988825,0.289107492,0.16233,0.12199933,0.53005,0.190404017,118.4178,33.07734165,0.000384061,0.002291047,4,4,0,1,2,4,4,2,1,1,0,2,3,1,0,3,0,2,2,1,2,1,0,0
ISFJ,SJ,Isfj,3MWcHi4A2fySyLY9Hl3SWD,50,0.54912,0.146489902,0.62802,0.196732232,-7.483,3.61672422,0.64,0.484873221,0.047144,0.027713978,0.2880846,0.319737047,0.20863,0.160022443,0.49074,0.214191199,120.00862,28.41194871,0.059450225,0.19151383,4,3,0,0,3,3,3,2,0,2,1,8,2,2,4,1,1,1,1,0,4,3,2,0
ISFJ,SJ,Isfj 💕,6kso1xCHIj5gIasx0Rgw0c,50,0.52194,0.138942274,0.51408,0.22014808,-8.74346,3.631496803,0.66,0.478518121,0.038526,0.013417865,0.4668498,0.367540487,0.17645,0.124517015,0.382984,0.220843056,117.99366,32.5657387,0.138382084,0.269014626,2,3,0,0,5,3,2,3,3,0,4,6,1,1,0,4,1,2,2,2,3,1,0,2
ISFJ,SJ,Isfjell øks,2PsxCVpwEMnFPOQ2LtbVPV,30,0.429466667,0.168460316,0.446783333,0.237537862,-13.59386667,6.012117137,0.6,0.498272879,0.049373333,0.036115341,0.34200896,0.352632736,0.227916667,0.146990354,0.218273333,0.200381116,113.6104333,28.89839154,0.526669678,0.377782331,3,4,1,1,0,1,0,0,2,0,1,1,1,0,0,3,0,1,1,3,2,3,1,1
ISFJ,SJ,isfj,781i4H2lOpKg7ILh6lOQHS,28,0.519928571,0.158690691,0.585535714,0.189704933,-7.935357143,3.536439329,0.785714286,0.417855447,0.043796429,0.019330354,0.319455,0.302534162,0.170435714,0.118758944,0.476571429,0.234901623,123.8194643,30.88948741,0.089257382,0.205200245,2,2,0,1,1,2,1,1,1,1,0,5,3,1,0,0,0,1,0,1,3,0,1,1
ISFJ,SJ,dad’s girl,6bfuji5redBssdxqkx21jG,50,0.55962,0.130261259,0.376576,0.179967619,-9.59992,3.023645035,0.88,0.328260723,0.062892,0.081667953,0.58860854,0.331754875,0.154876,0.093577541,0.36997,0.20053782,108.5574,29.58062345,0.012086338,0.065009136,4,4,1,2,7,3,1,3,7,4,1,2,3,0,0,5,1,0,0,0,0,1,1,0
ISFJ,SJ,ISFJ-T,1PohrzmjOSZhzzLugNlkOn,50,0.5553,0.137923707,0.465,0.165075246,-7.9114,2.755714301,0.92,0.274047516,0.056254,0.075467861,0.59709,0.305029875,0.134922,0.075752589,0.382728,0.207231617,116.37978,24.53737284,0.009439199,0.046497074,3,9,0,5,4,5,0,4,5,2,1,4,3,0,2,1,0,0,0,0,1,0,0,1
ISFJ,SJ,Playlist do Phill-ISFJ,6tIr2fNzJf7m7vISeP9JvS,50,0.54332,0.125952605,0.78096,0.16588476,-5.81458,2.622832929,0.76,0.431419111,0.054958,0.04729813,0.10301395,0.20201715,0.170532,0.123415241,0.51404,0.243964029,131.48672,27.81206913,0.108629689,0.233439907,4,6,0,2,3,4,2,1,3,1,1,8,1,0,3,5,0,0,0,0,0,4,1,1
ISFJ,SJ,inner isfj,3eZUkzQpGMPiuwg6SYhVAQ,15,0.486333333,0.11887909,0.307066667,0.079303636,-10.26033333,2.300406041,0.933333333,0.25819889,0.037546667,0.010580431,0.768266667,0.20559616,0.136746667,0.070247327,0.29612,0.118497319,117.3508,29.59944541,0.007192993,0.023841975,2,3,0,0,0,0,0,1,1,0,0,1,2,1,0,1,0,0,0,0,3,0,0,0
ISFJ,SJ,ISFJ 9w1,0gzZ2OnodyGL4YsoRhQEAP,19,0.511,0.199298213,0.556263158,0.220773097,-7.865,3.721855003,0.789473684,0.418853908,0.052878947,0.032695728,0.394365558,0.3608846,0.136721053,0.090048429,0.387947368,0.240524998,128.6235263,36.69542515,0.026776055,0.070889362,6,0,0,0,0,1,2,0,1,1,0,2,0,0,0,1,0,1,0,0,3,0,1,0
ISFJ,SJ,ISFJ - Taylor's Version,6XAXTlVTum0aMkKWlR1Ea4,40,0.56595,0.098971104,0.5188,0.145455994,-8.04615,2.493159221,1,0,0.036805,0.015268082,0.438008,0.340791856,0.1465375,0.07273988,0.34641,0.148281803,119.505825,28.77028607,0.000126796,0.000404809,7,5,0,1,4,4,0,0,13,2,0,1,0,0,0,2,0,0,0,0,1,0,0,0
ISFJ,SJ,ISFJ 9w1,0gzZ2OnodyGL4YsoRhQEAP,19,0.511,0.199298213,0.556263158,0.220773097,-7.865,3.721855003,0.789473684,0.418853908,0.052878947,0.032695728,0.394365558,0.3608846,0.136721053,0.090048429,0.387947368,0.240524998,128.6235263,36.69542515,0.026776055,0.070889362,6,0,0,0,0,1,2,0,1,1,0,2,0,0,0,1,0,1,0,0,3,0,1,0
ISFJ,SJ,unsolved — ISFJ;,4jJZa5tX2Noyd8OWX50ptb,25,0.54796,0.160109463,0.65116,0.227336329,-7.54692,3.986373236,0.68,0.476095229,0.054336,0.030083563,0.3415568,0.324627256,0.196296,0.160391572,0.51312,0.24167425,132.43804,30.4367351,0.094444518,0.212512834,1,2,0,0,1,3,3,1,1,3,0,2,1,0,1,1,0,2,0,0,1,0,2,0
ISFJ,SJ,normal day as isfj,0NtKFNzLRcyXM0jRRdvYlE,46,0.602804348,0.139875758,0.583586957,0.217107815,-7.390869565,3.977773311,0.543478261,0.503610155,0.055632609,0.04345237,0.310224783,0.3179782,0.17258913,0.108308236,0.465419565,0.226927877,120.8645435,27.88653843,0.072521979,0.190211617,3,6,0,1,1,3,1,1,3,2,2,2,1,2,2,0,6,2,0,3,2,2,1,0
ISFJ,SJ,Isfj 😘,0dZkJnJuZHZbgSEPVgxiXV,50,0.60224,0.143775414,0.5455,0.215713553,-8.35892,3.802850096,0.86,0.350509833,0.063432,0.061655857,0.35353854,0.316471834,0.165332,0.134629909,0.466858,0.222629068,122.69778,31.03974624,0.038260303,0.160586569,5,7,0,1,6,3,1,4,3,2,0,5,1,1,0,3,0,1,0,1,3,2,1,0
ISFJ,SJ,ISFJ Playlist,115XxmA651ZUvK1PVuAWSU,50,0.54122,0.144047227,0.54416,0.1880899,-8.05138,3.058266302,0.82,0.388087934,0.04701,0.02860673,0.4419166,0.34749666,0.183644,0.143673537,0.374856,0.216166357,123.5039,30.10928833,0.044879916,0.156222547,5,4,0,0,3,4,1,0,9,2,1,7,2,0,1,3,2,2,1,1,2,0,0,0
ISFJ,SJ,ISFJ-T,3LeGso92G4sggAoydi5soT,37,0.529081081,0.118677757,0.506513514,0.179808327,-8.679,2.780799865,0.864864865,0.346583497,0.032702703,0.007820645,0.393925324,0.322054249,0.151740541,0.090604735,0.366621622,0.215955802,110.9069189,32.03220517,0.227964711,0.304232707,2,5,0,1,3,3,1,2,5,1,1,2,2,1,0,4,0,1,0,0,2,1,0,0
ISFJ,SJ,ISFJ V29,5po9ertmGLcieu141LZPTf,18,0.5685,0.128624511,0.492822222,0.240662966,-10.34322222,5.2705389,0.944444444,0.23570226,0.039394444,0.013637684,0.572042222,0.277150883,0.123488889,0.047340443,0.456222222,0.21336259,113.9961111,30.2181171,0.203734937,0.326467382,5,1,0,2,0,1,0,2,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ISFJ,SJ,ISFJ vibes,6yPGIs28hTtmx8ZpTwgMGN,50,0.57686,0.143889698,0.60118,0.201714558,-7.35402,2.972988811,0.68,0.471212071,0.060166,0.054053053,0.36551012,0.317216033,0.185908,0.137045093,0.434918,0.236418503,126.62992,28.27115945,0.045168448,0.131434145,6,7,0,1,3,0,4,0,2,3,0,7,2,0,1,0,3,2,0,1,3,1,2,2
ISFJ,SJ,ISFJ Playlist,6l2W6dzas5ID1aKcckSg16,37,0.636594595,0.109914729,0.510810811,0.183691746,-7.172432432,2.194295135,0.810810811,0.397061277,0.059327027,0.060160423,0.401159189,0.268652795,0.135875676,0.093329376,0.524216216,0.209295662,113.961027,28.57742458,0.000954805,0.004888427,7,1,0,1,1,3,0,3,3,4,0,2,2,1,2,1,1,0,2,1,2,0,0,0
ISFJ,SJ,SiFi is(f) ISFJ SEI sp/sx 946 FxEV(⁴,0jELGEdJFEGV1aKtOp40zP,40,0.67675,0.114264594,0.75325,0.201474787,-7.2251,3.219223603,0.625,0.490290338,0.0484275,0.018815174,0.311859075,0.286015663,0.1860725,0.16804715,0.765475,0.184263745,126.560675,26.81694024,0.160168831,0.275591682,5,2,0,1,4,2,1,1,3,2,1,1,1,2,0,2,0,3,0,2,1,3,1,2
ISFJ,SJ,isfj in denial,1RGjlBAM9WEVTdAxqSgNL4,50,0.52232,0.157760532,0.566692,0.215883416,-8.08656,4.474993372,0.78,0.418451958,0.058346,0.060436012,0.33129048,0.337685034,0.17231,0.10070672,0.410474,0.190890515,115.27628,30.11619713,0.086327587,0.222714287,9,2,1,1,2,4,1,1,2,5,3,5,4,0,0,0,0,1,1,1,4,1,1,1
ISFJ,SJ,ISFJ💙,5y06FipKbrb9NQpQGteVsi,34,0.547852941,0.16344884,0.550970588,0.179228225,-7.202852941,2.680728996,0.647058824,0.48507125,0.058461765,0.057086787,0.381936176,0.299859352,0.144891176,0.112359899,0.407326471,0.195757038,112.3229706,29.34338229,0.014439679,0.064333935,4,1,1,1,2,1,2,0,4,2,0,2,1,1,1,2,1,3,0,2,2,1,0,0
ISFJ,SJ,Isfjell,0LUKYID6fqldSB87maIwmg,10,0.3533,0.109075967,0.37638,0.21705652,-13.331,4.412625623,0.6,0.516397779,0.03828,0.012578094,0.65972,0.299122988,0.21767,0.220545657,0.14711,0.142603642,103.9462,15.87138396,0.62102,0.410232221,1,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0
ISFJ,SJ,my isfj playlist ,0VBePaaqea4iLFZyV80HuW,50,0.5566,0.125068308,0.55532,0.185793548,-7.15914,2.563465161,0.9,0.303045763,0.057544,0.059063909,0.421303,0.33395801,0.154948,0.088762697,0.38222,0.177221675,121.6324,31.3096714,0.000152092,0.000525985,7,5,0,2,4,5,2,1,7,2,1,4,1,0,1,5,0,1,0,0,2,0,0,0
ISFJ,SJ,ISFJ ,2VUYrDTXEdmTH7HiFGNSss,50,0.55096,0.155664994,0.52428,0.185280817,-8.17168,3.124303968,0.62,0.490314351,0.047692,0.035200701,0.47022444,0.304049239,0.148588,0.083914098,0.381818,0.215787754,120.95326,24.74244121,0.10935756,0.252979134,3,1,2,0,2,3,2,2,6,2,2,4,1,1,3,4,2,0,1,3,3,0,1,2
ISFJ,SJ,isfj//the defender ,3KBBf9jRvNp07e6r44G0b5,27,0.530259259,0.156750805,0.553037037,0.23710992,-8.447259259,4.115780621,0.740740741,0.446576085,0.04137037,0.015259973,0.375739815,0.346205322,0.18017037,0.137863028,0.426848148,0.249963012,130.8003704,29.81810399,0.061122031,0.152076174,4,1,0,2,0,2,1,1,1,2,0,3,0,1,0,2,1,2,0,1,2,0,1,0
ISFJ,SJ,Wynter Vamirel/White Wolf,0kADxzmxJ7luH8NSkUti2e,41,0.519487805,0.142434743,0.460436585,0.223690268,-10.474,4.911280592,0.634146341,0.487652415,0.07035122,0.072070074,0.495552439,0.36161503,0.191502439,0.139744505,0.347829268,0.18157862,119.9579512,26.8805361,0.032884071,0.137662682,4,1,1,2,0,3,1,1,5,0,4,4,1,3,1,3,1,0,1,1,2,1,1,0
ISFJ,SJ,ISFJ,1TXCDXqkyuAfZLmrutciZI,26,0.606423077,0.106964732,0.42835,0.207845122,-10.17738462,4.787336112,0.807692308,0.401918476,0.085269231,0.076482305,0.498282692,0.315699114,0.185019231,0.157995724,0.376869231,0.193724621,116.9655,38.47171657,0.005060302,0.016584652,1,3,0,1,0,0,0,2,3,1,1,2,2,0,1,3,1,0,0,1,3,1,0,0
ISFJ,SJ,Isfj at sunset,5lLYM8AkniDChoBBe7hPx8,50,0.5973,0.141265165,0.4909,0.202975343,-8.41734,3.716384059,0.84,0.37032804,0.06221,0.053544318,0.483034,0.315109823,0.170372,0.108867994,0.470596,0.233059874,120.4659,32.59175131,0.030369555,0.133910743,8,1,1,1,3,5,0,2,4,6,0,5,3,0,2,4,0,0,1,0,0,2,2,0
