mbti,function_pair,playlist_name,playlist_id,track_count,danceability_mean,danceability_stdev,energy_mean,energy_stdev,loudness_mean,loudness_stdev,mode_mean,mode_stdev,speechiness_mean,speechiness_stdev,acousticness_mean,acousticness_stdev,liveness_mean,liveness_stdev,valence_mean,valence_stdev,tempo_mean,tempo_stdev,instrumentalness_mean,instrumentalness_stdev,Cminor_count,CMajor_count,C#/Dbminor_count,C#/DbMajor_count,Dminor_count,DMajor_count,D#_Ebminor_count,D#_EbMajor_count,Eminor_count,Fminor_count,F#/Gbminor_count,F#/GbMajor_count,Gminor_count,GMajor_count,G#/Abminor_count,G#/AbMajor_count,Aminor_count,AMajor_count,A#/Bbminor_count,A#/BbMajor_count,Bminor_count,BMajor_count,EMajor_count,FMajor_count
ESTJ,SJ,estj,5T0DGjuRkn13p9Mrmi24I3,50,0.65164,0.150072467,0.696,0.188745915,-5.956,2.654515491,0.54,0.503457434,0.091,0.071825699,0.19500136,0.256883525,0.191586,0.128525914,0.557952,0.218840407,127.6507,23.79443837,0.028037333,0.1369655,0,4,3,3,5,6,0,1,3,0,2,0,2,4,2,2,3,2,1,0,2,4,0,1
ESTJ,SJ,Devana Markov,71f7aTsRJtbzqHuzFu338c,50,0.60854,0.157839005,0.59004,0.22147695,-7.65986,3.512517343,0.58,0.498569382,0.082624,0.078696787,0.35513887,0.321108658,0.205684,0.156294948,0.516046,0.199943614,120.9979,28.97034017,0.036456733,0.138376327,1,3,3,6,2,5,0,3,1,0,1,0,3,1,1,4,4,4,1,0,4,1,1,1
ESTJ,SJ,Estj 🤔,5JJAGSC9jMsBicBVTIKuyw,50,0.54824,0.126138984,0.72594,0.190251328,-6.00366,2.665092935,0.42,0.498569382,0.089842,0.085879809,0.1537181,0.185281855,0.192918,0.123847519,0.518756,0.206030861,122.79374,30.09607463,0.002321789,0.009839583,1,5,4,3,1,2,0,0,4,4,0,0,1,2,2,4,5,3,2,0,5,1,0,1
ESTJ,SJ,i'm an estj this is what it's like inside my mind,1uYHBxtFQCtFTCsRUOL4Zf,50,0.70418,0.119273428,0.69468,0.145440561,-5.44146,1.842437308,0.56,0.501426536,0.098688,0.077527848,0.18365928,0.212385917,0.167324,0.124590709,0.56484,0.220455221,131.5132,24.80374897,0.005158778,0.021001533,2,6,3,5,0,3,0,0,3,4,1,3,2,2,0,1,0,2,3,0,4,3,2,1
ESTJ,SJ,estj playlist,3aqUUOuufMZRERat48wcxN,18,0.711388889,0.085706846,0.754888889,0.125291138,-4.893111111,1.920712916,0.333333333,0.48507125,0.113527778,0.0721378,0.125403222,0.186817727,0.252777778,0.172670494,0.584277778,0.217020955,124.0831111,18.99603017,0.013660861,0.041215654,0,3,1,1,1,0,0,0,1,0,1,0,0,0,2,0,3,1,2,0,1,1,0,0
ESTJ,SJ,ESTJ girl in high school,1XYUwBACeDThOhuqr8ZdJl,50,0.65296,0.125560939,0.76988,0.125011451,-4.81504,2.018063195,0.52,0.50467205,0.090998,0.081345367,0.0941316,0.116565667,0.1581,0.106704151,0.59618,0.190165094,121.03344,24.51641702,0.01786921,0.08510871,3,7,1,5,3,4,0,0,4,2,1,0,0,3,0,0,4,1,4,1,2,2,1,2
ESTJ,SJ,"estj, scorpio ",7429mj2eeXQNvISNxmgXd3,38,0.608315789,0.108230012,0.621157895,0.135586918,-6.688947368,1.852469483,0.710526316,0.459605867,0.064344737,0.046506592,0.133729026,0.152358954,0.130842105,0.070975998,0.387636842,0.228552462,116.2467632,25.21368111,0.012517063,0.042256038,1,6,2,2,0,3,1,0,1,1,1,0,0,1,0,6,2,3,1,3,1,3,0,0
ESTJ,SJ,💸ESTJ's Life📰,2XOcvY8IOMT79AAfVbtGt1,29,0.428206897,0.202724369,0.371334483,0.257272117,-13.48755172,6.60363403,0.793103448,0.41225082,0.038372414,0.017702197,0.690748276,0.310563086,0.134444828,0.0759105,0.238086207,0.23106706,108.0087931,24.75531307,0.674268156,0.367160248,1,5,2,0,1,10,0,2,0,0,0,0,0,3,0,0,2,0,0,0,0,1,2,0
ESTJ,SJ,aslan burcu olduğumu hatırladım,2aol2W839riAIkpYT0hTRf,50,0.67438,0.13669419,0.736,0.173177979,-5.0743,2.308526681,0.42,0.498569382,0.109768,0.076222498,0.099226,0.132697261,0.219352,0.150797625,0.54374,0.220814523,127.1876,25.71254069,0.018780242,0.0758478,0,3,1,0,0,6,1,0,3,4,4,0,2,1,5,2,1,5,4,1,4,2,1,0
ESTJ,SJ,EstJnx,3CMPik6vfKW3G6p3X4Qx1A,21,0.492333333,0.11316242,0.685619048,0.143261815,-6.260333333,1.815719371,0.80952381,0.402373908,0.035766667,0.010084014,0.104654333,0.173173532,0.208257143,0.179365023,0.34857619,0.156658073,120.1398095,29.62605211,0.004919634,0.021708636,0,1,0,0,0,4,1,2,0,0,1,2,0,2,0,2,0,2,1,1,1,0,1,0
ESTJ,SJ,ESTJ,5GJd69vslxh4hNKp2vX645,21,0.630428571,0.134273814,0.691047619,0.165698665,-5.686714286,2.009569037,0.238095238,0.43643578,0.087414286,0.062272155,0.168192857,0.22429165,0.219580952,0.189156043,0.558585714,0.192328662,121.7377143,31.01784296,0.002646651,0.008966901,1,1,2,0,4,1,0,0,1,1,1,0,0,2,1,0,4,0,1,0,0,0,1,0
ESTJ,SJ,an ESTJ's unrequited love,2g5HI4qP3hpqfZO4dddDbA,42,0.597428571,0.152377283,0.401285714,0.149730699,-8.236642857,2.327235152,0.857142857,0.354168802,0.050883333,0.040054816,0.638752381,0.271988558,0.136142857,0.059063654,0.435904762,0.213399638,119.2898333,27.42257266,0.009734505,0.041988638,0,2,0,2,2,4,0,4,0,0,1,1,0,3,1,5,1,1,1,3,0,2,5,4
ESTJ,SJ,ESTJ,0jUbvPmVLwhq2ubm8Xrr2s,13,0.635307692,0.115802551,0.704615385,0.190003306,-6.545461538,3.503790533,0.538461538,0.518874522,0.099146154,0.075291662,0.213630615,0.272698628,0.211730769,0.225098017,0.515946154,0.1971945,125.8570769,28.66124019,0.012505748,0.031671442,0,1,1,0,2,2,0,0,0,0,1,0,1,2,0,1,0,1,1,0,0,0,0,0
ESTJ,SJ,Slytherpuff ESTP/ESTJ 💚💛,7l62alshKJtdH4zdsmpwmC,50,0.6613,0.126905758,0.72746,0.154852822,-5.71964,1.850460348,0.5,0.505076272,0.102974,0.082494148,0.130737804,0.169609293,0.181058,0.177751315,0.546678,0.220015724,126.59302,28.38633477,0.026757497,0.121422279,1,5,3,4,1,3,4,1,1,3,0,2,1,1,2,4,2,0,4,0,3,1,2,2
ESTJ,SJ,milo,0l6BVRwas1bduLfxb93JmG,50,0.60308,0.170217009,0.63554,0.204759611,-6.90436,2.590851706,0.36,0.484873221,0.101134,0.084428645,0.153883645,0.236882128,0.22573,0.174623808,0.378938,0.234702309,121.69218,27.08402393,0.070835689,0.1658304,0,1,3,3,2,3,0,1,4,6,4,2,1,1,3,5,1,0,3,0,5,1,1,0
ESTJ,SJ,estj,2aUoPrT4dDgGeNkTazu9ej,21,0.660857143,0.13640355,0.654285714,0.150460341,-6.752809524,2.23929363,0.333333333,0.483045892,0.08842381,0.065139772,0.199596095,0.238252098,0.185942857,0.177481854,0.605761905,0.231307783,117.5600476,23.7894049,0.081309402,0.218391942,0,3,2,0,1,0,0,0,1,0,2,0,0,0,2,1,3,2,1,1,2,0,0,0
ESTJ,SJ,being ESTJ,74DwbPjIJu9prlj9X4WVcF,50,0.59702,0.138571943,0.69842,0.173198964,-5.87412,2.900216809,0.58,0.498569382,0.084376,0.062380091,0.13245282,0.198364797,0.195914,0.120555764,0.4622,0.196090046,120.51696,25.65204766,0.001051666,0.003981412,1,4,2,3,2,4,0,0,6,2,0,4,0,5,0,1,3,4,3,0,2,3,1,0
ESTJ,SJ,asuka langley soryu | character playlist,2KnV7HRonyd8pooWYiDd0R,44,0.614840909,0.193594991,0.714090909,0.204010011,-6.280590909,2.692943123,0.590909091,0.497350273,0.080756818,0.064148434,0.181293318,0.287137292,0.177965909,0.1596183,0.525525,0.258084711,121.8023409,24.83414897,0.125127265,0.264165186,5,5,3,2,0,6,0,0,1,1,1,1,0,3,0,2,1,4,3,2,3,0,1,0
ESTJ,SJ,ESTJ,3ibNiFjj0htdO8lmYQLuLE,22,0.559681818,0.147769572,0.571727273,0.119599802,-8.293818182,2.808549781,0.5,0.511766316,0.076036364,0.076455306,0.222604545,0.224369857,0.164140909,0.103558411,0.372527273,0.235014764,113.8012273,33.91053955,0.06683068,0.189400928,1,0,1,0,0,4,0,0,2,3,0,0,1,1,0,1,2,0,0,2,1,0,0,3
ESTJ,SJ,Nc500 collab ,5nEUKEKPrLFybYNkTT9wIZ,50,0.60028,0.141050583,0.78262,0.139642969,-6.29284,2.752244415,0.58,0.498569382,0.072868,0.073461622,0.12696755,0.212180971,0.202274,0.141256296,0.549512,0.253001051,123.01668,23.73622202,0.109304047,0.261873413,2,7,0,2,2,3,0,1,1,4,2,1,2,6,2,1,2,3,2,2,2,2,0,1
ESTJ,SJ,♡︎,1YUuS7Lq40SlJkwPCQnC2c,14,0.663,0.109918151,0.623357143,0.210024397,-7.3825,2.144643515,0.428571429,0.513552591,0.080114286,0.064074366,0.215727286,0.243986007,0.182371429,0.105880778,0.520428571,0.237965645,127.1987143,19.49809177,0.1396232,0.307453612,1,2,0,0,1,2,0,0,1,0,1,0,0,0,1,1,2,0,0,0,1,1,0,0
ESTJ,SJ,One Song for Every MBTI,5ng1bCMZzaUl7EcM6bR8Du,16,0.5585,0.153815907,0.72275,0.212512431,-5.5346875,3.22828063,0.6875,0.478713554,0.07046875,0.039429206,0.175511687,0.283724291,0.22528125,0.158850732,0.53470625,0.214267731,132.0555625,31.96529105,0.002625501,0.005992166,0,4,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1
ESTJ,SJ,GOAL GETTERS 🎯 HUSTLE & CONQUER 🌇  ABUNDANCE 💄 STEM WOMEN MAGIC 🤍 ,2zn5EVVP0xg6j0Ueaazt59,34,0.740529412,0.129882053,0.663705882,0.09145939,-6.424264706,1.283214248,0.588235294,0.499554168,0.10335,0.072658884,0.085101676,0.085016853,0.131167647,0.073333661,0.514805882,0.209240807,129.5280294,29.13332441,0.020089082,0.114492231,1,4,2,6,0,3,0,0,2,1,3,0,1,2,0,1,2,2,1,0,1,2,0,0
ESTJ,SJ,"insensitive, overcommitted, unfocused",1FQec1G0dkdw2ji2U5LsFk,39,0.567794872,0.132973123,0.557487179,0.184502585,-7.450128205,2.250829896,0.871794872,0.338688428,0.062384615,0.054540982,0.344701564,0.300981029,0.139320513,0.118350864,0.360471795,0.172766124,125.7437949,31.06463021,0.035159849,0.144688382,1,5,0,0,0,2,0,1,0,0,0,1,0,7,0,3,0,5,0,1,4,0,3,6
ESTJ,SJ,zé vicente,14sVAmPaOzYkM9vDJdQwtv,50,0.57828,0.12867663,0.51754,0.18555116,-7.67656,3.039447306,0.68,0.471212071,0.080754,0.077280008,0.4804142,0.260951504,0.17451,0.15987418,0.422352,0.198882119,124.01442,29.91127645,0.005117237,0.035199444,2,3,2,5,2,0,2,2,1,0,2,2,0,6,0,0,1,7,1,3,3,2,2,2
ESTJ,SJ,//estj vibes//,045qdltcGYbZp6Db7VqEA4,7,0.755428571,0.085877543,0.802571429,0.099851318,-4.193714286,1.828158428,0.285714286,0.487950036,0.088728571,0.063804277,0.2023,0.135975255,0.263157143,0.217890239,0.549857143,0.165531899,123.0161429,16.56334273,0.0060648,0.015716034,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
ESTJ,SJ,Lexie,7GJwwwoGOf6YWB5qlYHvWy,50,0.72736,0.133167496,0.70228,0.110867275,-6.08534,1.876991455,0.5,0.505076272,0.128322,0.09667165,0.095380194,0.111256831,0.176616,0.142297963,0.58696,0.191551768,120.04222,24.25950978,0.040661947,0.159941379,0,5,3,5,0,1,3,0,2,1,1,2,3,4,0,2,0,1,6,1,6,3,0,1
ESTJ,SJ,miss jung,2TQRhJn4WRg8mfxWxMbMxX,41,0.680243902,0.105834961,0.666121951,0.134945025,-5.622,1.569075365,0.463414634,0.504854483,0.080592683,0.071042819,0.186403878,0.228771189,0.156243902,0.125374443,0.557804878,0.227339308,115.9636098,23.9268636,0.00022631,0.000807892,3,1,1,7,1,3,0,0,1,2,1,1,4,1,3,0,3,0,2,1,1,2,1,2
ESTJ,SJ,estj // the administrator ,1KIdUNGcJLOPTkewJimsQ7,27,0.556851852,0.107940405,0.639444444,0.234307545,-7.475296296,4.087855774,0.666666667,0.480384461,0.095914815,0.075739004,0.220271815,0.258059758,0.197374074,0.135454008,0.412592593,0.203855012,114.9758889,26.67984062,0.020747,0.091484355,0,6,0,1,0,1,0,0,1,1,0,0,0,2,0,2,3,2,2,0,2,1,2,1
ESTJ,SJ,i 💗estj women,6iV2v3o1GByWIjFUIel9Od,25,0.6942,0.116644403,0.73088,0.157669042,-5.4304,1.773779533,0.36,0.489897949,0.116364,0.095301958,0.16996356,0.186426538,0.184984,0.100219034,0.5636,0.21880128,127.74436,25.16617738,0.015882078,0.051150265,2,4,0,1,0,0,1,0,1,1,0,0,2,1,1,0,5,0,2,0,1,1,2,0
ESTJ,SJ,danburite,1UCNfnr13eNYMdvnt2hXdi,50,0.67466,0.140120154,0.7794,0.146404806,-4.78466,1.792005724,0.4,0.494871659,0.095638,0.084241795,0.046930788,0.083147825,0.160784,0.1346163,0.68358,0.189623051,133.6705,24.13147138,0.000867732,0.003780313,0,0,4,2,0,3,2,1,4,3,4,0,2,4,1,2,1,1,4,2,5,0,3,2
ESTJ,SJ,Estje,7820Q5UTLUDoyk1m8zwdNo,16,0.7473125,0.111936719,0.7333125,0.123152869,-6.4305,1.736943829,0.5625,0.512347538,0.13668125,0.099091131,0.17112125,0.154273365,0.0978875,0.067038018,0.6481875,0.186200687,100.5988125,18.85346992,0.019922392,0.062344877,0,0,0,1,0,0,1,0,1,0,2,1,0,2,0,1,0,2,2,1,1,1,0,0
ESTJ,SJ,➪𝙴𝚜𝚝𝚓,5lDkYQwjkEDOSaw1DDk3jK,30,0.7237,0.130278786,0.6389,0.173042819,-6.546166667,2.712091038,0.766666667,0.430183067,0.141463333,0.108001119,0.1964,0.210009382,0.212116667,0.165209255,0.544186667,0.213375847,123.2701,24.03512686,0.017474125,0.054686182,1,3,1,0,0,2,0,0,2,1,0,1,0,8,0,6,0,2,0,0,2,1,0,0
ESTJ,SJ,estj.mp3,6bWyFVQL0JBw2DbZgXhtfa,50,0.69924,0.113400241,0.71092,0.129045134,-5.11556,1.717451745,0.48,0.50467205,0.085436,0.072880063,0.12339438,0.148471756,0.170942,0.115533791,0.54134,0.214577479,129.45984,25.37396911,0.001981969,0.008763023,3,6,4,2,1,3,0,2,3,3,3,3,3,1,1,2,1,1,1,0,3,3,0,1
ESTJ,SJ,study like katsuki bakugou and yuri plisetsky,2pa6XDQYHRCDkkdPrIhc0P,50,0.65166,0.130198845,0.7367,0.1386442,-5.31156,1.67129742,0.4,0.494871659,0.10284,0.082106268,0.125542368,0.174750165,0.188396,0.130454124,0.54314,0.189462075,123.46794,27.2778802,0.00658971,0.034053562,4,3,4,5,0,0,1,1,2,3,1,2,2,4,2,1,5,1,4,0,2,0,3,0
ESTJ,SJ,.:+*Sophisticated*+:.,6csbCTIU8mi0VlBWlURGgg,50,0.67376,0.137408457,0.50986,0.172106874,-7.51178,2.265789877,0.68,0.471212071,0.090052,0.094048993,0.344117986,0.228968974,0.170496,0.12022563,0.46028,0.194186639,119.08562,26.7803618,0.019661822,0.08955766,2,6,5,1,1,4,1,2,1,2,2,4,0,6,0,1,0,4,2,1,0,2,0,3
ESTJ,SJ,MBTI Types As Songs - At Their Best / Worst,1l637Lrl1Jz4OZSppxR35p,32,0.628625,0.150143104,0.6406875,0.169949601,-6.48796875,2.620862755,0.8125,0.396557769,0.075390625,0.063019149,0.234497688,0.283038161,0.173084375,0.149849613,0.522875,0.215997125,115.6322813,25.7791777,0.025064632,0.095037382,0,2,1,2,0,4,0,0,2,1,0,1,1,3,0,2,1,4,0,1,0,2,1,4
ESTJ,SJ,Boss girl energy ,5WULPwXPPWQGIsl1Kklk9u,50,0.68202,0.14220501,0.66004,0.159684633,-6.04304,2.103286029,0.4,0.494871659,0.163166,0.117638935,0.17610476,0.161170166,0.173346,0.127330042,0.53174,0.197468552,120.3341,31.70275251,0.019610728,0.084233161,1,5,3,2,2,3,0,1,6,1,2,1,4,1,3,3,1,4,4,0,3,0,0,0
ESTJ,SJ,vibes.,0Qbo2YGaReSpEt7ngOZOOz,42,0.688690476,0.12310287,0.721428571,0.137024681,-5.348880952,1.637347471,0.30952381,0.467901138,0.098735714,0.052966546,0.125876786,0.162449319,0.198609524,0.155918354,0.54927381,0.212516519,131.7716905,28.21962436,0.001384427,0.004393912,3,2,2,2,1,1,1,0,2,4,4,0,1,4,0,2,4,1,4,0,3,0,0,1
ESTJ,SJ,ESTJ,6xHuxMuo9Do1T2RuB9CoDP,34,0.736294118,0.12027759,0.704470588,0.161118107,-6.335235294,2.390716934,0.676470588,0.47485808,0.11245,0.122429594,0.131016206,0.171931543,0.167647059,0.136584848,0.717352941,0.186070674,128.5059118,25.62466411,0.022965673,0.111032093,0,5,2,3,0,8,1,0,1,2,2,0,0,3,0,0,2,0,0,0,1,1,1,2
ESTJ,SJ,Peony : ESTJ,5RETcSfj7DlHrqafbemo0y,10,0.6566,0.082919238,0.64,0.129452694,-6.6459,2.749269578,0.8,0.421637021,0.05768,0.030910006,0.282317,0.285769013,0.13746,0.092705198,0.4868,0.246458381,119.9199,20.70559408,0.000388003,0.000847534,0,3,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
ESTJ,SJ,ESTJ,6xHuxMuo9Do1T2RuB9CoDP,34,0.736294118,0.12027759,0.704470588,0.161118107,-6.335235294,2.390716934,0.676470588,0.47485808,0.11245,0.122429594,0.131016206,0.171931543,0.167647059,0.136584848,0.717352941,0.186070674,128.5059118,25.62466411,0.022965673,0.111032093,0,5,2,3,0,8,1,0,1,2,2,0,0,3,0,0,2,0,0,0,1,1,1,2
ESTJ,SJ,Jeff Lorber,2riHshJbxQOL3E9AuyDsCd,45,0.721888889,0.078126128,0.680933333,0.100350386,-8.833066667,1.41986711,0.444444444,0.502518908,0.047282222,0.018119167,0.28838,0.203913437,0.135786667,0.080093495,0.754022222,0.128096464,111.1978,19.84356849,0.626318667,0.268630748,1,5,2,3,2,0,0,0,4,8,0,1,1,0,2,7,1,1,2,1,2,0,0,2
ESTJ,SJ,ESTJZ,7zvCKVErsFevS7xidKcZfg,5,0.755,0.101210177,0.61,0.048964273,-8.4252,1.588430263,0.2,0.447213595,0.05632,0.025818734,0.403636,0.303710952,0.17792,0.086094901,0.673,0.203365435,124.9444,22.53243447,0.183573,0.38801125,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ESTJ,SJ,one song for each mbti | classical,0NObHzrSiLXhHQY7E07VdF,16,0.27625,0.112767903,0.1572125,0.106003685,-19.74275,7.144516485,0.375,0.5,0.04355,0.024295185,0.8785625,0.140016651,0.1308625,0.08526187,0.2090375,0.211633381,106.9456875,46.95799179,0.681806709,0.388055713,2,2,1,1,1,0,0,0,2,1,0,0,2,0,0,0,0,1,0,1,1,0,0,1
ESTJ,SJ,estj-7w6,36v9lFXfSdrMeuQjwC3Aw7,17,0.525705882,0.092060961,0.847647059,0.096686957,-6.390294118,2.651901152,0.470588235,0.514495755,0.073305882,0.060502825,0.014827825,0.046312448,0.195658824,0.194637651,0.593882353,0.180843815,128.2805882,18.79810872,0.109425158,0.218409405,0,0,0,1,1,3,0,0,4,0,1,0,0,1,0,0,0,1,0,0,3,1,1,0
ESTJ,SJ,ESTJ odes⚡,4Kr16jC3oHpbC6Do76z2m4,50,0.60318,0.150803791,0.72872,0.182064133,-6.03182,2.433335627,0.7,0.46291005,0.10389,0.087730306,0.15382564,0.200506265,0.168132,0.131359235,0.478082,0.238080024,132.14688,31.44446024,0.026980909,0.093954881,2,5,0,5,0,7,1,0,1,0,4,2,2,9,0,0,2,5,2,1,1,1,0,0
ESTJ,SJ,estj kpop,3qXgTm47Q9j9MWStRmy4WU,26,0.685692308,0.072559366,0.847576923,0.078262723,-3.242346154,1.273937171,0.192307692,0.401918476,0.073223077,0.039086441,0.090391808,0.108047233,0.227634615,0.154775362,0.623115385,0.172227832,124.9400769,21.21066916,0.003063235,0.01559011,0,1,0,0,0,1,1,0,1,1,4,1,2,0,4,0,2,1,4,0,2,0,0,1
ESTJ,SJ,nei/estj,0NlPr6F50XNNC606V4pHJP,50,0.6627,0.140170487,0.69598,0.122938593,-6.19948,2.109614485,0.66,0.478518121,0.084968,0.086180637,0.2057848,0.197027447,0.175866,0.121470577,0.568888,0.240707254,117.63772,22.33829667,0.050008706,0.161133659,1,4,3,6,2,2,2,2,0,3,1,1,1,4,1,2,1,4,0,1,2,1,0,6
ESTJ,SJ,❥ personalidade femme fatale estj sexy,0TCTkFDDO9bQYCkjadNZfV,50,0.60284,0.152677379,0.61032,0.173687315,-7.37678,2.688492767,0.48,0.50467205,0.088716,0.086498553,0.3275544,0.293049835,0.177848,0.13144179,0.443968,0.222553136,115.68906,23.78281475,0.011639927,0.059074429,4,1,4,4,0,5,0,1,2,1,1,1,2,5,2,2,4,2,5,0,1,1,1,1
ESTJ,SJ,Playlist#61,4I5RJApWORLvGTzCvkXDd3,49,0.491346939,0.155095072,0.601120408,0.235816114,-7.423204082,4.154511107,0.571428571,0.5,0.055520408,0.047757992,0.275617359,0.299585298,0.154361224,0.100404755,0.363855102,0.219701698,117.3915918,30.7954979,0.1326965,0.276139997,1,8,1,4,2,1,1,1,2,0,1,2,3,2,1,3,3,1,4,0,2,1,0,5
ESTJ,SJ,estj x infp,2L5alRgF9Wf81fVGGbCOsC,16,0.5860625,0.12962997,0.61125,0.161856933,-7.3253125,2.325578945,0.625,0.5,0.04479375,0.027951111,0.295980081,0.316069778,0.14044375,0.085572861,0.5570625,0.219192904,109.7466875,26.847858,0.195775669,0.323722341,1,0,0,2,0,0,0,0,1,1,2,1,1,0,0,2,0,1,0,0,0,1,1,2
ESTJ,SJ,so good music,3SnyeW2QNl5Xo3fQMzWP7S,50,0.63828,0.143720397,0.65716,0.192932827,-6.58538,2.480390637,0.74,0.443087498,0.08457,0.084722932,0.28304888,0.298898692,0.16167,0.123178568,0.55114,0.228600178,123.93822,34.4398265,0.001129413,0.003955386,1,11,2,4,0,2,0,0,1,2,1,0,3,6,0,1,0,3,0,2,3,1,3,4
ESTJ,SJ,killian.,0xlJ0VqeW8QsoJqISa59YD,50,0.57792,0.183880267,0.73406,0.193621702,-6.00774,2.866827727,0.52,0.50467205,0.135336,0.122730704,0.154515516,0.260825071,0.250736,0.174578079,0.436502,0.223629379,125.15708,30.3427306,0.056800732,0.185228106,2,2,1,4,1,4,0,0,5,5,1,2,3,3,2,2,0,3,2,2,2,0,2,2
ESTJ,SJ,oui ,1LnYglLxHskJ8uwGHm0ORF,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESTJ,SJ,ESTJ vibes for someone else uwu,7zwPXBaWrN2DUkNhL9icmP,27,0.639259259,0.163828379,0.703925926,0.138813911,-5.871074074,2.531461738,0.518518519,0.509175077,0.105659259,0.088433227,0.15047963,0.219188314,0.183181481,0.160203085,0.534518519,0.188853498,127.5296667,27.54577055,0.007709825,0.031627008,0,2,1,0,3,2,0,0,1,0,1,0,0,4,2,0,2,3,2,2,1,1,0,0
ESTJ,SJ,Zaros Trevils,5tdJ8O51AqnSqaFJrQCeB8,50,0.55562,0.106052719,0.70584,0.150752583,-6.22642,2.278234056,0.48,0.50467205,0.060898,0.040692683,0.15037606,0.19197563,0.194282,0.106590415,0.455686,0.22780993,115.00736,27.74121026,0.02808475,0.07767448,1,4,1,3,0,1,1,1,2,4,6,2,1,1,1,4,4,3,1,1,4,2,1,1
ESTJ,SJ,Kazuki 🥋,5G0ixxWDwlOCGztruN851S,27,0.569148148,0.135346764,0.552962963,0.222565026,-7.70862963,3.096106465,0.703703704,0.465321627,0.073714815,0.100791188,0.436195556,0.294905548,0.146177778,0.140564782,0.370703704,0.197389855,123.1641852,36.87973493,0.024308138,0.084441406,1,4,0,3,1,0,1,0,0,2,0,1,1,1,1,1,0,2,0,0,1,2,2,3
ESTJ,SJ,"a playlist for my fatui oc, Kyra",5mvpwx26PnBZmqKYzjNBcx,44,0.573772727,0.147121191,0.670977273,0.155060002,-6.058022727,2.023607687,0.477272727,0.505257768,0.056713636,0.030783623,0.093678093,0.159347873,0.230865909,0.169496189,0.3941,0.200492059,117.3119091,22.51285255,0.038284352,0.116963987,2,0,1,2,0,1,0,0,2,2,2,3,2,4,2,0,5,3,4,4,1,3,0,1
ESTJ,SJ,LSE,5bjplNYLKrmlxj3FEPltMs,40,0.620125,0.110922053,0.70695,0.226824901,-7.0344,4.316281251,0.65,0.483045892,0.139725,0.181634965,0.23521595,0.302348524,0.2428375,0.186835026,0.6224,0.178240086,125.0789,31.23248637,0.004282739,0.014875469,2,3,1,2,0,2,0,1,1,0,2,2,2,3,1,0,1,6,2,1,2,1,2,3
ESTJ,SJ,vien,0WpdtAtKup1GZeQYkNW1aj,15,0.4852,0.195448276,0.557933333,0.2404414,-9.3244,3.833851044,0.466666667,0.516397779,0.058793333,0.035867543,0.432911933,0.388186795,0.201166667,0.15063183,0.380246667,0.243392243,130.0666,32.43986998,0.311410105,0.447802332,0,2,0,0,2,0,0,0,0,0,1,2,0,1,0,0,2,1,0,0,3,0,1,0
ESTJ,SJ,Fi dom: INFP & ISFP,2up79VJcEpVsHuMvySWCG2,47,0.66612766,0.140641792,0.608085106,0.187190304,-6.542978723,2.785744116,0.404255319,0.496052875,0.103142553,0.090668097,0.248774468,0.26255031,0.177451064,0.14195425,0.468510638,0.176757248,119.8022553,34.39586473,0.00472981,0.020172333,1,1,2,3,0,5,1,0,1,5,8,3,3,2,0,1,4,0,1,3,2,0,0,1
ESTJ,SJ,418,5qCMbMTUiI6khlOvyjZQBR,50,0.49186,0.163506351,0.70868,0.239195116,-7.30734,3.68135347,0.6,0.494871659,0.06235,0.048999801,0.225068132,0.328063379,0.18427,0.129408531,0.445084,0.244534399,129.1719,31.0218563,0.215449245,0.324779021,1,4,2,2,1,6,1,1,3,2,0,3,0,4,2,3,3,2,0,0,5,1,3,1
ESTJ,SJ,— dove brown.,1O51Bkvq8uOvVDVP9CmYPp,18,0.552888889,0.155100305,0.595611111,0.13719464,-7.224888889,2.101032796,0.5,0.514495755,0.076161111,0.081394711,0.299629833,0.301594291,0.13015,0.076704876,0.364722222,0.184167381,129.4532222,34.68479775,0.041583558,0.136503654,1,4,0,1,0,0,0,0,0,0,1,0,2,1,1,1,2,0,0,1,2,1,0,0
ESTJ,SJ,carnal torture ,57nutEVU1h72keSexza99C,50,0.51778,0.142557155,0.67494,0.182267062,-7.9022,2.822675515,0.6,0.494871659,0.052608,0.043208058,0.146922438,0.211667806,0.212286,0.162002897,0.360696,0.234499043,114.93462,24.47942891,0.19720285,0.308494974,1,3,2,0,1,4,1,0,1,3,1,1,2,2,1,2,3,3,0,2,4,5,4,4
