playlist_name,mbti,transfer_emb_0,transfer_emb_1,transfer_emb_2,transfer_emb_3,transfer_emb_4,transfer_emb_5,transfer_emb_6,transfer_emb_7,transfer_emb_8,transfer_emb_9,transfer_emb_10,transfer_emb_11,transfer_emb_12,transfer_emb_13,transfer_emb_14,transfer_emb_15,transfer_emb_16,transfer_emb_17,transfer_emb_18,transfer_emb_19,transfer_emb_20,transfer_emb_21,transfer_emb_22,transfer_emb_23,transfer_emb_24,transfer_emb_25,transfer_emb_26,transfer_emb_27,transfer_emb_28,transfer_emb_29,transfer_emb_30,transfer_emb_31,transfer_emb_32,transfer_emb_33,transfer_emb_34,transfer_emb_35,transfer_emb_36,transfer_emb_37,transfer_emb_38,transfer_emb_39,transfer_emb_40,transfer_emb_41,transfer_emb_42,transfer_emb_43,transfer_emb_44,transfer_emb_45,transfer_emb_46,transfer_emb_47,transfer_emb_48,transfer_emb_49,transfer_emb_50,transfer_emb_51,transfer_emb_52,transfer_emb_53,transfer_emb_54,transfer_emb_55,transfer_emb_56,transfer_emb_57,transfer_emb_58,transfer_emb_59,transfer_emb_60,transfer_emb_61,transfer_emb_62,transfer_emb_63,transfer_emb_64,transfer_emb_65,transfer_emb_66,transfer_emb_67,transfer_emb_68,transfer_emb_69,transfer_emb_70,transfer_emb_71,transfer_emb_72,transfer_emb_73,transfer_emb_74,transfer_emb_75,transfer_emb_76,transfer_emb_77,transfer_emb_78,transfer_emb_79,transfer_emb_80,transfer_emb_81,transfer_emb_82,transfer_emb_83,transfer_emb_84,transfer_emb_85,transfer_emb_86,transfer_emb_87,transfer_emb_88,transfer_emb_89,transfer_emb_90,transfer_emb_91,transfer_emb_92,transfer_emb_93,transfer_emb_94,transfer_emb_95,transfer_emb_96,transfer_emb_97,transfer_emb_98,transfer_emb_99,transfer_emb_100,transfer_emb_101,transfer_emb_102,transfer_emb_103,transfer_emb_104,transfer_emb_105,transfer_emb_106,transfer_emb_107,transfer_emb_108,transfer_emb_109,transfer_emb_110,transfer_emb_111,transfer_emb_112,transfer_emb_113,transfer_emb_114,transfer_emb_115,transfer_emb_116,transfer_emb_117,transfer_emb_118,transfer_emb_119,transfer_emb_120,transfer_emb_121,transfer_emb_122,transfer_emb_123,transfer_emb_124,transfer_emb_125,transfer_emb_126,transfer_emb_127
ESTJ(2),ESTJ,-0.07036181,-0.3091915,0.061517637,-0.18917848,0.25739557,-0.31370655,0.63881034,-0.2014266,0.40946844,0.05722755,0.28605124,-0.05490424,-0.47784442,-0.16586791,-0.45539737,-0.0507916,-0.24428122,-0.057982452,-0.072382554,-0.16255488,0.20855536,0.1889193,0.031490084,-0.22869733,0.5043255,0.06414613,0.48224905,0.050715473,0.028795872,0.1735646,-0.43802547,-0.131833,0.4253141,0.55434245,0.4382865,0.4413705,0.32432207,0.5745163,0.36188644,0.37891647,0.29554185,0.49978113,0.46800503,0.45736977,0.48585847,0.4537183,0.7022187,0.47710967,0.50577456,0.43223265,0.37681836,0.41730455,0.35258678,0.17094995,0.5506406,0.73818576,0.44248748,0.6717967,0.4688831,0.5065191,0.4275654,0.52699053,0.28916964,0.5803894,-0.8549443,-1.2674417,-1.3946893,-1.1941434,-0.53705597,-1.3853644,-0.012041384,-0.83132255,-0.091208346,-0.65475094,-0.5160562,-1.0473377,-1.6239047,-0.90349406,-1.7534857,-1.1677847,-1.1642834,-1.014246,-1.1443353,-0.75411445,-0.41160023,-0.18639015,-1.5991105,-1.7914611,-0.28298396,-1.2949991,-0.6011586,-0.9433369,-0.6754312,-1.1857841,-0.9383554,-1.4856894,0.5122195,0.9991951,0.8241791,0.46570006,0.7228651,1.5345231,1.6212313,0.4967966,0.9955856,1.1328171,1.4730427,0.6634824,0.498458,0.54698914,0.48926142,1.3667053,0.8244736,0.60582006,0.59117603,1.1835938,0.7712864,0.62611806,1.0020041,0.58792394,1.5242077,1.4712166,1.5129379,1.0398929,0.8415781,1.2256885,0.2763312,0.8742259
ESTJ Radio,ESTJ,-0.16601717,-0.40153077,-0.28504065,-0.20524043,-0.25381985,0.26225087,0.18301183,-0.16597791,0.22377315,0.49838138,0.14163765,-0.07498008,-0.33386132,-0.24989189,-0.43807575,0.23932885,-0.27712056,-0.39373425,-0.14443243,-0.177519,-0.16261655,0.24304833,-0.3541679,-0.5035221,0.5108482,0.74183464,-0.00077905,0.31342387,0.25774717,-0.2321053,-0.21453172,-0.6261948,0.3462104,0.46214825,0.38974905,0.43707177,0.42288965,0.5110646,0.28386453,0.38054666,0.28869405,0.48007083,0.5743923,0.47129896,0.4934446,0.35720932,0.37103102,0.39348602,0.40265146,0.54547983,0.37118652,0.4619704,0.31989035,0.22671065,0.5778634,0.346243,0.44265524,0.713974,0.3518091,0.31660974,0.32572642,0.36399698,0.30601096,0.5218828,-1.004491,-1.4305501,-1.5850536,-1.0057867,-0.9435598,-1.0263357,-0.45199955,-1.1522616,-0.19042481,-1.2583213,-0.70371705,-1.1858392,-1.2361867,-1.0844198,-1.4747326,-0.5647441,-1.109655,-1.7343861,-1.4039052,-1.1706833,-0.80261344,-0.23469025,-1.2182488,-1.1447634,-0.5647329,-1.4874624,-0.7932936,-0.51490635,-0.40601504,-0.9828739,-1.0560483,-1.6411929,0.43573156,0.5068468,0.23216999,0.9179053,0.904688,1.1925633,0.8015166,0.59407693,1.371381,1.3624592,1.6316786,0.85444933,0.92874634,0.45583883,0.2753126,0.9983884,0.6042566,0.6108092,0.598154,1.6636925,0.66460127,0.699426,1.553782,0.26264343,2.0294838,2.214442,0.68351346,0.89699084,0.8147875,0.8244383,0.44055942,0.75844306
estj anthems ,ESTJ,-0.21255584,-0.6843644,0.10906491,0.045272693,-0.11719129,-0.23081975,0.45631227,-0.6006513,0.22426711,-0.15816692,0.07119033,0.051939152,-0.5701635,0.105770215,-0.34371975,0.28951934,-0.49431342,0.22830488,-0.2091927,0.18618137,0.47281167,0.30638742,-0.20658663,0.0063063884,0.40143836,0.64979213,0.2940191,-0.0027072139,-0.19650139,0.040759955,-0.18274613,0.30218017,0.45050994,0.5481509,0.44143593,0.46537304,0.4270522,0.53059345,0.45839465,0.4192872,0.37782443,0.5163743,0.50540257,0.6395129,0.5611885,0.39286858,0.43906528,0.50406146,0.50159377,0.5047487,0.41381875,0.46528214,0.31106398,0.24286911,0.5265435,0.5311877,0.553235,0.6449235,0.45276,0.3048047,0.50183624,0.38504234,0.27432758,0.5556944,-1.3436912,-1.8061535,-1.0518823,-1.3596194,-1.1843499,-1.817287,-0.8159567,-1.3244514,-0.6881845,-2.2920737,-0.99275506,-2.18796,-1.9036305,-1.0184361,-1.9454738,-0.8184963,-1.4353845,-1.0589223,-1.4560993,-0.7322381,-0.41641632,-0.46258584,-1.6250303,-1.7104285,-1.6754506,-0.9739649,-0.88360137,-0.54819405,-1.9955525,-0.83662003,-0.82561743,-1.3406453,0.5890618,1.2304066,1.1840428,1.2449166,1.3755628,1.1076272,1.5679845,0.6849301,1.4278405,1.1594533,1.4692062,1.6141143,0.97462374,0.63135695,0.5239236,1.9305067,1.0928901,1.6329535,0.86512685,1.7003443,1.129589,0.9841641,1.116063,1.1049489,1.5637708,2.0133626,1.6132727,1.0781425,0.70085603,1.0622094,0.768718,1.6133778
ESTJ-Me,ESTJ,-0.06286844,-0.3157821,-0.027282448,-0.14583655,-0.013125518,0.035135385,0.2744254,-0.20629524,0.36780018,0.46907306,0.4592541,0.14604983,-0.064062655,-0.08066378,-0.45388612,0.0758351,-0.22049227,-0.37367523,-0.22278416,-0.22977571,-0.06277702,0.11931158,0.065464936,-0.2972097,0.37387827,0.14734271,0.019991284,0.24131304,0.14747502,-0.06869681,-0.38723636,-0.44582072,0.38341695,0.41906193,0.3078679,0.4448174,0.3915015,0.5416246,0.39703575,0.37608898,0.25875953,0.47871727,0.5619408,0.43921828,0.63759196,0.31458482,0.57848656,0.46492386,0.49394894,0.6400213,0.34787503,0.37496212,0.3922961,0.22404458,0.67428476,0.51352805,0.4156272,0.66956896,0.50358146,0.44807765,0.42143768,0.44871292,0.31961346,0.5003869,-0.9357294,-0.9605691,-0.7669323,-1.0365543,-1.0824822,-1.1559601,-0.42307323,-0.96669656,-0.44091985,-0.34222612,-0.6584177,-0.70715296,-1.2904178,-1.0714223,-1.7552922,-0.82800025,-1.3030105,-1.6911017,-1.0499558,-0.9454921,-0.7777919,-0.27083892,-1.703255,-1.5716249,-0.35365573,-1.2003325,-0.9697523,-0.490172,-1.1400152,-0.95115167,-1.0544062,-1.3330024,0.75850224,0.9079557,0.51878345,0.84389174,0.8152269,1.1685864,1.0748794,0.6848733,0.85356915,1.4072251,1.551508,1.1204107,1.3515112,0.45697916,0.6520595,1.3345402,0.7889354,0.66719824,0.44904113,0.5231602,0.63754827,0.6550839,1.706284,0.6400766,1.3540785,1.3832818,1.0705377,1.1952051,0.83666235,0.83595383,0.64622754,0.6206808
"I'm an ESTJ, maybe...",ESTJ,-0.0634659,-0.22255635,0.51452607,0.1561525,-0.19599974,-0.44327903,0.41571513,-0.51440114,0.08995769,-0.21512224,0.27470598,0.33847418,-0.44783497,-0.01583922,-0.4232985,0.2803853,-0.2200387,0.23698969,-0.084242016,0.16621636,0.59444535,0.3076257,-0.28430155,0.09399595,0.23503311,0.6160596,0.6071148,0.047910605,-0.38376942,0.3422036,-0.05904995,0.6329023,0.35042638,0.7776672,0.48944813,0.38194287,0.3572782,0.4778534,0.40390882,0.4323614,0.38899323,0.4293886,0.46926877,0.57732385,0.5539744,0.4549465,0.45374054,0.4219347,0.59371364,0.5588318,0.40928867,0.48739645,0.42639098,0.19143349,0.67633665,0.7306814,0.5678715,0.7007127,0.69326884,0.37273875,0.61343473,0.4432832,0.35145617,0.68822616,-0.71400625,-1.366224,-0.6536548,-0.29366702,-0.904557,-1.4699689,-0.14907765,-1.1655586,-0.6022916,-0.9716675,-0.89317155,-0.8155806,-1.1233429,-1.0714223,-1.5143801,-0.46549296,-1.1171846,-1.1576278,-0.8840038,-0.79704714,-0.5878208,-0.078261994,-1.703255,-2.0425649,-0.9950035,-0.6172552,-1.2515198,-0.5783169,-1.5504392,-0.5742471,-0.6355702,-1.0338956,0.47541672,1.9621817,1.3472378,1.4805903,0.43696982,0.5176133,1.2893891,0.6773328,0.75997174,0.84861714,1.0263996,1.377761,1.0888557,0.57665473,0.19501606,1.2687597,1.3302724,1.3213936,1.1482399,1.7502284,1.3014934,0.7246592,0.7038203,1.3746234,1.2720195,1.7716843,2.277162,0.94706357,0.715036,1.6734974,0.9458368,1.6779721
Pov; Estj ,ESTJ,-0.05778777,-0.34192792,-0.431384,0.03913039,-0.10095602,0.44445205,0.08055538,0.08689077,0.42766565,0.34979507,0.40722644,-0.17591682,0.13725664,-0.38432372,-0.37905544,0.18141285,-0.14910944,-0.87203276,-0.6316863,0.113431215,-0.22074662,0.22350389,0.21202916,-0.2705688,0.402957,0.18260139,-0.371686,0.27222863,0.24649903,-0.21057983,-0.15133789,-0.44147465,0.41239974,0.56680197,0.54121053,0.6523683,0.51137817,0.65603596,0.44819015,0.5387896,0.3892075,0.8087013,0.6388348,0.51853436,0.62458473,0.4766113,0.54103774,0.5134098,0.54449093,0.78048736,0.45911372,0.7918522,0.44715133,0.2751408,0.7154236,0.51273715,0.48439687,0.6639389,0.6204495,0.4666894,0.39214426,0.5641352,0.4410052,0.71105015,-1.1596975,-1.836648,-1.7794149,-1.1806217,-1.287268,-1.5023475,-1.0476447,-1.309444,-0.6737272,-2.2154198,-0.8666946,-2.1935213,-1.5824261,-1.7527565,-1.8751314,-1.1823989,-1.2492185,-2.9221175,-1.711255,-1.2225161,-1.2114774,-0.4560045,-1.6297499,-1.3535826,-0.7594825,-1.643129,-2.1916625,-0.81841576,-0.7353546,-1.5504293,-1.1675034,-2.1092842,0.8839912,1.6709169,0.81687707,1.9187328,1.0968224,2.0532696,1.5942565,1.5280875,1.6612706,1.8547369,2.5818813,1.019392,1.9734113,0.8520925,0.6520595,1.7516587,1.1467749,0.7382757,0.78004646,2.2135725,0.792607,1.1294267,2.2354455,0.7899676,1.7719065,1.7854229,1.3583542,1.506197,1.2421839,1.2848499,1.4147367,1.6928256
– ESTJ • the executive,ESTJ,-0.0704614,-0.35476556,0.068688884,0.009077151,-0.12331689,-0.07904881,0.28474715,-0.3248668,0.2571333,0.10938376,0.24362479,0.097886406,-0.24222805,-0.09839747,-0.3905136,0.18058617,-0.29597345,-0.16211937,-0.25809306,-0.013098356,0.17186129,0.2484331,-0.16864602,-0.09723794,0.33924758,0.45988443,0.20183873,0.09754823,-0.04852524,0.040921446,-0.24145955,0.014254827,0.40452313,0.61507714,0.48604384,0.46124354,0.51740426,0.59188104,0.4647327,0.4845865,0.44648916,0.6370183,0.5464162,0.6611685,0.6196913,0.43241686,0.5463012,0.53182673,0.5407166,0.6986754,0.4274444,0.52362686,0.45339364,0.2661822,0.6469381,0.5908153,0.50194967,0.75142896,0.55797917,0.39319816,0.49713627,0.47226322,0.36814758,0.7220573,-0.8807066,-1.6975056,-1.1797754,-1.1288563,-1.6961538,-2.2357264,-0.5985031,-1.2444339,-0.99008656,-2.0570555,-1.0406194,-2.0606008,-1.9595735,-1.8295249,-2.3777266,-1.311408,-1.4612128,-1.9965519,-1.6026378,-1.1125752,-0.843804,-0.44169244,-2.1846008,-1.5358219,-0.8463752,-1.7914753,-0.86763936,-0.77622485,-1.2767386,-1.0390229,-1.3144529,-1.6380992,0.9451205,1.0333031,1.6955801,1.4548336,1.2783042,1.2268788,1.4166179,1.4874588,1.952252,1.4305204,1.5553871,1.6897095,1.2214634,0.80062366,0.39411265,1.3632109,1.0432125,1.038562,0.9074641,1.6339154,1.1372174,0.79803884,1.534972,1.2023295,1.6752245,2.3069913,1.8823541,1.1197094,1.1439841,1.5244921,0.7686831,2.3569734
Estj 🤔- Executive,ESTJ,-0.01828158,-0.27666163,0.0070811347,-0.053350613,0.1859266,-0.12932317,0.5148613,-0.2161455,0.4182221,-0.07514576,0.19638672,-0.22270449,-0.25925988,-0.15794864,-0.27283156,-0.020684352,-0.1982156,-0.21408316,-0.28986853,-0.053787634,0.19294102,0.2420919,0.1204313,-0.05249805,0.3975848,0.069257915,0.31615624,0.015664287,0.046628945,0.15612961,-0.38297564,0.052624427,0.40446296,0.57506675,0.499097,0.4518768,0.4442225,0.64900285,0.5128229,0.44857037,0.46251813,0.66663677,0.5182762,0.5996983,0.6624315,0.43433896,0.56305325,0.54446065,0.596753,0.54765874,0.4754405,0.66427445,0.42851683,0.26608413,0.58301246,0.58082837,0.6181134,0.6491812,0.5409025,0.38464034,0.46211427,0.46402526,0.32855567,0.66029215,-0.82955116,-1.2406261,-1.396311,-0.9623123,-0.5516287,-2.03227,-0.5743626,-1.1897533,-0.6886283,-2.2025921,-0.7728971,-2.382809,-1.5394781,-1.212191,-2.2352831,-1.3603562,-1.1347373,-1.8428265,-1.559489,-1.0456284,-0.9248956,-0.5855628,-1.5235934,-1.7018203,-1.2513391,-1.3833735,-1.079872,-0.7249764,-1.4981643,-1.3054266,-1.3633178,-1.2303789,0.7986132,1.1853039,0.8832656,1.321396,1.8404577,1.9552327,1.6973845,1.1224298,1.6983509,1.1105299,1.6192666,1.144153,1.7955533,0.70238894,0.5361199,1.5712907,1.5614066,0.89784265,0.9061859,1.7990793,1.1378522,0.9096534,1.7384475,0.83974123,2.1320949,1.4016634,1.6291455,1.1539309,1.1827842,1.2117084,0.7193882,1.9440061
雍正 ESTJ - Chinese Version Radio,ESTJ,-0.15860139,-0.57098067,-0.014292691,-0.2905722,-0.18503982,0.14010534,0.16935886,-0.26504475,0.20025028,0.46612087,0.7408012,-0.039233178,-0.1819574,-0.017510198,-0.39982185,0.19353384,-0.15920545,-0.23917226,-0.22396372,-0.26947993,-0.16249266,0.24793085,0.28134948,-0.31755674,0.19159338,0.1952463,-0.21656007,0.45345047,0.06254784,-0.24717039,-0.034490723,-0.5931652,0.32515803,0.39568532,0.21971712,0.39571843,0.32817882,0.5103491,0.35070047,0.3297591,0.19909985,0.38762486,0.4491415,0.5245949,0.4743052,0.3260506,0.43561062,0.37268025,0.45355844,0.50103307,0.3564875,0.25677064,0.2878627,0.2520019,0.59662956,0.4568044,0.3606762,0.6236888,0.49409106,0.30470294,0.39339286,0.33272055,0.28823107,0.433484,-1.1272833,-1.3824872,-0.48456687,-1.1366234,-0.8395735,-1.499695,-0.56201714,-1.0498363,-0.3669902,-0.7961367,-0.2117572,-2.208491,-1.3862439,-0.81600076,-1.3546997,-0.7629747,-1.3700434,-1.5495399,-0.96431506,-0.96554124,-0.7032332,-0.2581376,-0.8214573,-1.6864285,-1.0563685,-1.1318055,-1.2000724,-0.228579,-0.89727736,-0.93362,-0.71844435,-1.5969907,0.2701038,0.35265058,0.49474996,0.44887885,0.62328535,1.0826566,0.9775321,0.3428651,0.5857433,1.3070185,1.7636945,0.9596851,0.94192296,0.7273177,0.7048699,0.8297116,0.6966011,0.85168326,0.903684,0.3200379,0.53793913,1.0013726,1.737474,0.47911197,0.8309466,1.4834285,0.80762225,1.148084,0.8103074,0.56201833,0.84191424,0.45169583
estj 💗,ESTJ,-0.020562768,-0.51818156,-0.07053885,-0.03813688,-0.06074972,0.008767339,0.29586962,-0.23509501,0.33313617,0.3407371,0.372969,-0.079107955,-0.26326632,-0.068699546,-0.28894,0.08149576,-0.29127187,-0.4108056,-0.29493234,-0.11136926,-0.014123627,0.2930028,0.14240636,-0.18013161,0.33783397,0.31077045,-0.11512399,0.22322634,0.17396986,-0.10958055,-0.24449268,-0.32219535,0.41721705,0.43793976,0.3565509,0.5948358,0.54494905,0.7060039,0.49698454,0.43088585,0.38952506,0.65207803,0.49351472,0.48663715,0.5849184,0.3546479,0.43205374,0.42258146,0.53182983,0.6696369,0.40720177,0.5395356,0.4250795,0.23085505,0.6078289,0.50216323,0.47824016,0.79191387,0.48515368,0.46575174,0.36128426,0.48075372,0.4404702,0.64149815,-0.92658126,-1.2671579,-0.9406474,-1.2241484,-1.0724531,-1.817287,-0.52610373,-1.1158917,-0.3674302,-1.1633935,-0.6664249,-1.6049025,-1.9036305,-0.7861957,-1.5530093,-0.8184963,-1.2492185,-2.3109365,-1.2332702,-1.1310207,-0.9331406,-0.2712673,-1.20285,-1.1777999,-0.6208072,-1.0550219,-1.0770097,-0.69716364,-0.5683776,-0.8699677,-1.1675034,-1.8277766,0.6742509,0.693909,0.44547597,1.4044993,1.0878205,1.1816624,1.5383714,0.8182044,1.3185973,1.6713043,1.4246323,0.89533544,0.87067336,0.5522866,0.3741868,0.8555333,0.72470915,0.5335805,0.747962,1.4941112,1.0157319,0.8044703,1.3320968,0.70875,1.5245689,2.0133626,0.9811679,1.0497974,1.0234318,0.8449959,0.64622754,1.0162919
£ ESTJ 3w4,ESTJ,-0.20307869,-0.35873187,0.044938263,-0.115944974,-0.10125427,-0.05784469,0.44180343,-0.38589928,0.2022427,-0.022314452,0.099695966,-0.018106662,-0.3864317,-0.1212004,-0.37095532,0.2580713,-0.33757046,0.05135522,-0.2035763,0.06294305,0.28188485,0.29491812,-0.25482208,-0.13775168,0.41982695,0.5736753,0.34613803,0.07087385,-0.13427836,0.10061788,-0.20068441,0.13768981,0.40963626,0.5863718,0.61230767,0.31772774,0.48584247,0.5783751,0.35150567,0.52514505,0.36067548,0.42166948,0.4692827,0.60627043,0.45698917,0.507929,0.47948638,0.4858126,0.5859846,0.54309547,0.42922485,0.50705487,0.4421772,0.21233562,0.6332806,0.68863803,0.46866345,0.83619696,0.54712474,0.37618855,0.5284118,0.49319306,0.37346885,0.7738286,-0.90552145,-1.3053935,-1.4750966,-1.0512426,-1.3545024,-1.2023911,-0.2605244,-1.2431364,-0.40864635,-0.6868617,-0.6108057,-1.1622279,-1.2774205,-1.4102027,-1.722534,-0.6494292,-1.1807244,-1.1292413,-1.0563391,-0.7321674,-0.49444875,-0.23271057,-1.8505832,-1.717306,-0.88068694,-0.6644788,-1.1065814,-0.68374264,-1.5063124,-0.78223825,-0.9083519,-1.2788703,0.45861718,0.7967009,0.9857539,0.34505,1.2886965,1.3320438,1.1387539,0.91124576,1.1790441,1.0294958,1.0520127,0.8846882,0.6594372,0.71007717,0.4883494,1.2897987,1.421624,0.982977,0.91010994,1.2855622,1.3040451,0.6673105,0.65447706,0.89122814,1.1048814,2.2319953,1.0519881,0.8678245,0.6746926,1.5221659,1.0796747,1.8972007
INFP의 뒤척이는 밤,ESTJ,-0.07796291,-0.29619977,-0.13876629,-0.07094346,-0.2619848,0.21533191,0.1390151,-0.1473578,0.2501785,0.39280367,0.20769116,0.25739473,-0.11116651,-0.18300092,-0.55640316,0.35219032,-0.20580041,-0.35523322,-0.3144049,0.010037487,0.003543253,0.16218156,-0.4053482,-0.28095633,0.49030092,0.65352964,0.009436429,0.2641222,0.035173208,-0.08092469,-0.2287511,-0.25630587,0.5053127,0.418714,0.47037426,0.69392455,0.34385043,0.3811526,0.44363385,0.481034,0.29417253,0.6485564,0.5138454,0.38532415,0.42082423,0.45364213,0.50781125,0.40530786,0.40548635,0.864142,0.28327248,0.5415597,0.4009575,0.24761243,0.5925382,0.5076851,0.48026037,0.53562367,0.62643176,0.4533183,0.6245624,0.45125285,0.2167049,0.69695127,-1.1918359,-1.0431905,-1.0148154,-1.601539,-0.9693725,-0.47301453,-0.46775013,-0.88683695,-0.16919336,-0.976831,-0.23119406,-0.49512422,-1.010076,-1.1016368,-1.3667862,-0.3585868,-0.9278795,-1.7556375,-1.0362836,-0.83407944,-0.677687,-0.17490517,-1.2735512,-0.8980501,-0.34115815,-0.51791877,-1.0684288,-0.73468256,-1.3450708,-0.96731716,-0.64825875,-1.6646233,0.7114114,0.699374,0.8098959,1.4716507,0.12745729,1.0481341,0.94273853,0.72251827,0.8593929,1.4021568,1.5791067,0.847912,0.7689265,0.5648772,0.21294212,0.9880881,0.5844333,1.2996663,0.1272781,1.3791524,0.81278694,0.83065325,1.0763952,0.92583215,1.3844289,1.4042403,1.1745,1.1446224,0.7293217,0.71594024,0.1290596,1.1164701
estj(3),ESTJ,-0.16371304,-0.55638653,-0.11047239,-0.2629043,-0.04481012,0.0937489,0.480969,-0.25673065,0.33462164,0.23148862,0.24519671,-0.096106306,-0.29379946,-0.07424737,-0.3135365,0.101501025,-0.42753333,-0.265,-0.37113637,-0.15909182,0.06706991,0.26145816,0.045448486,-0.1365245,0.5214336,0.19987331,0.012003062,0.12309257,0.12162284,-0.017124657,-0.29654104,-0.37049544,0.45150405,0.54037094,0.45352152,0.48906142,0.35836297,0.6023384,0.49981633,0.4542323,0.25179833,0.4484344,0.48161826,0.3527569,0.38538703,0.53014165,0.51180434,0.43428457,0.44222948,0.6075518,0.35321468,0.35886383,0.41522628,0.20672725,0.54417783,0.5065995,0.44756752,0.44933113,0.53227836,0.3928047,0.4050956,0.43677962,0.32218403,0.59762084,-1.1941637,-1.6947218,-1.869856,-1.3205137,-0.74554056,-1.1427561,-0.2432193,-1.0614719,-0.060667712,-0.62586087,-0.7742118,-0.5710849,-0.9256727,-1.917332,-1.5704195,-0.7415145,-1.0484326,-1.48501,-1.1368512,-0.7339298,-0.58356804,-0.11081909,-1.0499843,-1.3179735,-0.19693273,-0.6573034,-1.1386842,-0.66463244,-1.1819371,-0.68940026,-0.7258578,-1.2227495,0.7044622,0.62489784,0.5899646,0.52491117,0.55660653,1.7098372,1.51424,1.0564604,0.772305,0.98807824,1.1798563,0.84333897,0.52513397,0.9316335,0.46452868,0.9077402,0.7971083,1.0287428,0.20525156,1.2560875,0.9697689,0.7013281,1.1953336,0.51760846,1.6186707,1.2645763,1.1293774,0.928635,0.7492304,0.7737375,0.27334258,1.385437
ESTJ(4),ESTJ,0.077120595,-0.4463406,-0.018852212,0.12156068,-0.083746254,-0.04042261,0.17244884,-0.22168188,0.37155035,0.23142383,0.42077687,0.032136917,-0.12819281,-0.14567424,-0.2944929,0.032569017,-0.38815463,-0.46783042,-0.37334773,-0.055054907,-0.006569651,0.28274497,0.076870665,-0.076738,0.3008458,0.24429348,-0.113396764,0.08487675,0.16421098,0.00028881236,-0.29521963,-0.24776651,0.40725124,0.5655726,0.4570685,0.5219968,0.45128536,0.5460179,0.41910368,0.50939184,0.38491556,0.6020419,0.5795452,0.5614482,0.5849165,0.4421556,0.60313433,0.5015714,0.54093087,0.68639493,0.3938925,0.6077017,0.4187208,0.27958906,0.6218457,0.55428034,0.5182486,0.68234354,0.55970377,0.401961,0.4004389,0.43133286,0.3763581,0.5981512,-1.2504646,-1.7004415,-1.6135869,-1.2425599,-1.626083,-1.6108347,-0.90987974,-1.1865703,-1.0317316,-2.0476012,-1.0860423,-2.3850164,-1.6878865,-2.1441777,-2.288916,-1.7119706,-1.6197654,-3.084115,-1.5625789,-1.1883076,-1.40057,-0.5475975,-2.0869935,-1.8592929,-1.22044,-1.7672203,-1.767165,-0.8571413,-1.1710577,-1.4948761,-1.3144529,-1.7260885,0.96082747,1.246043,1.2571948,1.9187328,1.4521134,1.5809354,1.3741809,1.4587177,1.6369292,1.6378535,2.0110219,1.6867743,1.6394336,0.85847574,0.80194,1.3134302,1.1886499,0.9365773,0.8386838,1.9288058,0.9980957,0.972873,1.706284,0.91047263,2.0825167,2.0808735,1.3202137,1.5107461,1.39036,1.1599,0.92262924,1.51384
ESTJ(5),ESTJ,-0.18035853,-0.55253977,-0.005654325,-0.000254002,-0.18991816,-0.14977162,0.43459108,-0.62163293,0.1731611,0.06060815,-0.061316203,-0.06335483,-0.5761844,0.06146172,-0.35919434,0.30551448,-0.42935643,0.19523862,-0.14400275,0.01759558,0.3887042,0.32463044,-0.36853313,-0.17358981,0.4083205,0.798144,0.31014925,0.1003974,-0.12704729,-0.13450885,-0.18544719,0.14464654,0.3668272,0.73144513,0.34079197,0.40748546,0.340347,0.39629015,0.4512829,0.39974967,0.24183962,0.37109923,0.3865451,0.35569856,0.4161943,0.40786695,0.38746247,0.34671286,0.5202565,0.4227227,0.3526185,0.34608173,0.3095104,0.229588,0.49738953,0.48731232,0.46570686,0.63435566,0.43771484,0.26204115,0.36877188,0.37292287,0.30237198,0.5341842,-0.82410836,-1.6319914,-0.48121375,-0.842267,-0.8961609,-1.3182164,-0.34647992,-1.1598896,-0.41079485,-0.5664809,-0.809886,-0.62530726,-1.3645065,-0.77115566,-1.6218673,-0.26059288,-1.6311111,-1.0242615,-0.83042806,-0.54020154,-0.46954292,-0.10717452,-1.1506374,-1.6736932,-0.60700583,-0.7021464,-0.68852055,-0.3017166,-0.90171075,-0.90504795,-0.71269906,-1.5067912,0.5136948,0.92945933,0.6672536,0.66026664,0.5050356,0.4240739,1.3149194,0.45649755,0.60915935,1.1273094,0.7895514,0.7504186,0.19937445,0.80062366,0.21387604,1.2747023,0.7411097,0.83858925,0.7213513,0.6601953,0.8920379,0.86424506,0.7914798,0.3705128,1.0348333,1.78951,1.3414724,0.662136,0.58935493,1.0622094,0.4989165,0.8907273
