playlist_id,mbti,#_mean,#_std,BPM_mean,BPM_std,Energy_mean,Energy_std,Popularity_mean,Popularity_std,Dance_mean,Dance_std,Acoustic_mean,Acoustic_std,Instrumental_mean,Instrumental_std,Valence_mean,Valence_std,Speech_mean,Speech_std,Live_mean,Live_std,Loud (Db)_mean,Loud (Db)_std,Time Signature_mean,Time Signature_std
ENFJ (PDB).csv,ENFJ,-0.34602575716732864,-0.3460512796026317,0.5592671903821862,0.05568812897522211,0.21529749841320617,-0.004082229868138293,0.1709105072881324,0.10722574156743489,-0.17999181285332397,-0.44883576163591843,-0.35908606525721853,0.18009855846644662,-0.281851984053723,-0.1267236967120192,0.23288682719979503,0.13470576460301967,-0.24485755693108752,-0.0989850687668538,-1.377572212241338,-0.8798016187761268,0.4983817750490492,-0.40884380887485333,0.8050303610874803,0.1136390144622447
enfj based on PDB (2026).csv,ENFJ,-0.16204323266083553,-0.16209545174255105,0.24208402867009599,-0.08091031504817389,-0.2640559124722416,0.8072615651576542,1.0452052926019417,-0.5668590582905906,-0.14302704191325588,0.10172497895124887,-0.11167104515778814,0.45021639818977166,-0.3892842287271611,-0.6047459747324733,-0.1859622720929593,0.46761952733079676,-0.004840915442174661,0.15483315550826562,0.10736485262230896,-0.30241219678352665,-0.122776529432087,0.09521269447876438,0.08695820571187707,0.8201602046953049
ENFJ energy🫶🏻 .csv,ENFJ,0.15156334320250497,0.15146355852660506,-0.2178098891996589,-0.010847196129701985,-0.09962741303499228,-0.1139518195743076,0.3935826908968031,0.8725018860305683,0.5676936361943072,0.06273818741664805,-0.16828850346096463,0.18580199474992407,-0.4205105795657022,-0.448212446660978,0.35157985764812694,0.41217514135506883,0.4917281675062158,0.6533039709294289,-0.18814996127778685,0.23371468832919565,0.14848250577802447,-0.44862904226058026,0.09273668335707186,-0.1995463829428912
ENFJ Radio.csv,ENFJ,-0.4923754925702209,-0.49238236345458614,-2.6243334098123126,-1.98583545909903,-1.9346469777707866,-1.2142445494153167,-1.4111266547901549,-0.9891388409371107,0.7736992774004373,-0.5035773604708955,2.751117098519684,-0.4861077082482629,-0.5686497477226271,-1.2481387531852506,-0.5519053242528642,-1.3743624078901118,-1.2309457290679628,-1.6793649286273742,0.23456557251789237,-1.482481170933989,-0.14308362784781647,-0.9521070397207518,-0.00996612599010781,-0.25518564776221037
enfj songs according to personality database.csv,ENFJ,-0.049144865350032964,-0.049214044627556665,0.24609790757557243,0.8111038682003101,-0.18466530331232497,0.9870470840330057,-0.18782653724384263,0.629186561634777,-1.4221792842807606,0.4262192081740415,-0.21352708619587268,0.7136908652677629,0.1158437420451627,0.7448008531892589,-0.6264617801953538,1.0976350019399201,-0.7331853982543508,-0.5853002600412553,-0.7624559457635083,-0.4977086251980434,-0.43193908544078835,0.18615398360933155,1.2204288207299008,-0.3545650738219716
ENFJ songs.csv,ENFJ,-0.4923754925702209,-0.49238236345458614,0.48701144417240083,-0.4791385815090666,0.11041171652051808,-0.3655296316585409,0.8917069347986002,-0.4566963288925517,-0.3995917349512291,-0.6682547748920942,-0.19445689632756566,0.31155814205754623,-0.2534102661188863,-0.27375612099780405,-0.16197559721117485,0.3544342500550915,-0.4492281625553104,0.08328207521193255,-1.3364986381073443,-0.8544643896822596,0.08029445472520769,0.007453280065126627,1.3417353647727122,-0.2041817264035377
ENFJ songs🍃.csv,ENFJ,-0.28748586300617174,-0.28751968059098815,0.14262187425889847,0.12521005983409578,-0.22866708672254038,0.7879048265204214,0.5891590536489545,1.0597463482826317,-0.4233579602864998,0.13983073918118305,-0.1582026819345448,0.25828670911413115,0.07041374682254839,0.3678236494281702,0.2444711922337132,0.5640274436044812,-0.7913941007595017,-0.6242153966697277,0.25396142697005575,-0.8696979711513491,-0.297130404718653,0.239596721603165,-0.020206288798915287,0.043063604921523106
Enfj style.csv,ENFJ,-0.6303623859500906,-0.630367196796264,-0.8734255424880698,-0.4346887358594367,-0.3337474619025988,1.6421573681312662,0.6076469976213138,-1.6578541277599463,-0.08587756052565,-0.41080573381263996,0.8151534745797604,1.6238295023276765,-0.5750397372145948,-1.2924030925709906,0.5596780279146827,-0.5042195231356404,-1.0623399794279789,-1.3422178636706414,-3.225883048271028,-1.9104974794796696,-0.122776529432087,-0.22892592589949196,1.0038099920820127,0.608507697027078
enfj the protagonist 💅🏼 .csv,ENFJ,-0.4505612824551088,-0.4505729821636676,-1.4857360565724322,-2.2348469683336645,0.3954584503037077,-0.8204688930500789,1.6849907465967342,-1.5870117039092482,0.8552649627510873,-1.643230624109395,-0.5678833970342508,-0.3319881027044797,-0.4401399590508318,-0.5729293901832718,0.7066313037078552,0.4643173118557461,-0.23208439407957362,0.2757346835092004,-0.01273157174719109,1.0227315306891915,0.20721381982351675,-0.23315696068667388,1.0038099920820127,-2.078224018206959
ENFJ vibes‼.csv,ENFJ,-0.3794771252594183,-0.37949804712063345,1.1543224203039555,0.9060404163302563,-0.319639448568239,0.18905260415067937,0.6469502222188465,1.1770181808963804,-1.0025748234575367,-0.3106933021436015,-0.23045677630839073,0.35045976188002437,-0.3177804200055048,-0.08309008514527354,-1.0179042914393979,0.36490169979810827,-0.5281895329101238,-0.37933256627063106,-0.6087762548307195,-0.6288101434415432,-0.1557425982887905,-0.3017787269442591,-1.629374730183234,0.6961463546622837
ENFJ 플레이리스트.csv,ENFJ,-0.06168912838456658,-0.06175641110067127,-1.0344539485589073,0.7423824335899694,-0.6970423186850943,0.8585468240128069,-0.2168969986508753,-1.1171703205024175,-0.12586073961910657,1.1247988970181566,1.1105678812946005,1.1133913116307788,-0.34881461903490973,-0.22028623527403665,-0.33505846712440174,0.81845801295848,0.811057238794064,0.959080265511327,-0.9154945032339148,-0.9050144714187741,0.1260849707606759,1.3750262452987527,-0.32138754788154517,0.4675628368626996
ENFJ(1).csv,ENFJ,-0.4923754925702209,-0.49238236345458614,0.11745125223982604,-0.8898762066723425,0.7726905107572042,-0.883592970659968,1.281417234575159,-1.7736804901957777,1.7869960607950568,-0.8337071097871228,-0.6778194467059449,-1.1557601405186286,-0.5452197862520787,-1.100324766360102,1.215356825726403,0.4914557426701854,0.15877438917675255,0.24120299291294028,-0.8128105678989324,0.8403738248625451,0.9941138834330329,-1.206482777027456,0.32795924670059906,-0.5739676117895812
ENFJ(2).csv,ENFJ,0.1139305540989041,0.1138365372524725,0.04056107311246234,-0.3818319524961657,0.3739983034067731,1.0913815082011808,1.1972110564943215,-0.3544073927496839,0.7933265231850122,1.241912515319422,-0.32017635269457295,0.6571035777320788,-0.3221709222760432,-0.04676101091631498,0.3252484234540947,0.9531393067952653,0.1520930424544222,0.06473041739963639,0.06000288244842147,0.780132247837955,0.28336543888250193,2.780301125487422,-0.29590297980532304,0.695520091678271
ENFJ(3).csv,ENFJ,2.033202798382548,2.032810497043054,0.005878194148286772,0.5403315688815519,0.0667338547169253,-0.0363582931613386,-0.6405713510050022,-0.2563170108250425,0.6346097330327912,-0.18524650763760908,0.3150390982397536,0.37241671031064105,-0.4802646637098748,-0.5158058116329853,0.4368885582328784,-0.026376335710451074,0.3024744243392891,0.4422578762454979,-0.5912707624590838,-0.7313384805959944,0.35074526084295,-0.41196536013436813,0.5646103486766585,-0.04909179462014894
enfj(4).csv,ENFJ,-0.47983122953568724,-0.4798394819183018,-0.18297827306169415,1.464855278861313,-0.3204196575034511,0.4152490968943241,1.1528410270867933,0.5638258503255547,-0.2604920538380011,-0.41532531048852644,0.16041878826692235,0.5716701593259107,-0.5529359999782284,-1.1624165123997314,-0.48956719787654984,-0.058500953917987576,-0.49839278938000553,-0.1830089705272307,-1.685624018246286,-1.1544836762043094,-0.16109180946176518,0.8850049445820541,-0.5901776149496254,0.16429073900803726
ENFJ.csv,ENFJ,3.1538236294675515,3.153256303767851,-0.21456886193771135,0.6734284555631789,-0.43857984672185407,-0.19246824968532364,-1.6174877028143015,0.5813754962669995,0.5885058382937622,-0.8227064593607623,0.9770981611510572,0.4765536881342373,-0.529991004353651,-0.8388008030992274,0.8071688959222247,-0.11725033313689821,-0.6018411364948738,-0.3693232607526733,-1.041900432306806,-0.8407234207588401,-0.20206671847398067,-0.4541309735832325,-0.022427582249847745,-0.004278142517426157
HAPPY ENFJ.csv,ENFJ,-0.5007383345932432,-0.5007443243667834,1.7757792881023435,0.31812950138626417,2.04926017835697,-1.4944405995441312,-1.9335643755051068,-0.6046554824093615,-0.6544845016720121,-2.0485864031402587,-0.8669250301240055,-1.4773343699643966,-0.4973836149163759,-0.9330816565748837,1.5015149318618355,-1.1835129437747893,-0.9558969556653628,-1.2195997792691782,1.13283608183371,0.5412684628206231,1.3579493967148522,-1.0942736339158838,-0.7562179906820814,1.5100346305422108
my life as an enfj🍀.csv,ENFJ,,,,,,,,,,,,,,,,,,,,,,,,
⋆｡‧˚ʚ🍓ɞ˚‧｡⋆ enfj .csv,ENFJ,-0.015693497257943306,-0.01576774567026829,0.975637834992424,-1.8853361857235895,1.4450428299397309,-1.441159184237892,0.1429431948442175,-0.8518406554616113,1.650071301006136,-2.216667214986808,-0.6009933952073195,-0.9157432414389521,-0.3516498606661298,-0.1300232971494764,1.8281181486830762,-0.82281105617561,0.032725079671324916,-0.1767402873296685,0.6826807708059852,0.6539245119321653,1.0876008304078846,1.856734924159786,0.3856538225258417,0.1313461041542042
花木蘭 ENFJ Radio.csv,ENFJ,-0.4923754925702209,-0.49238236345458614,-0.04797092891094444,-0.521173936931361,0.07766166625606663,-0.15668202361884462,-2.9715082108125026,-1.9279356587492456,0.38469370111271867,0.06956485314145178,0.6587714729867553,-0.34813671551519476,-0.5686497477226271,-1.2481387531852506,0.19860458048328972,0.7965812439199412,-1.1440882216776682,-1.4908849442019985,-0.2018411526557845,-0.8036562197402392,-0.11262298022422249,-0.21088891220433212,-0.00996612599010781,-0.25518564776221037
ENFP (PDB).csv,ENFP,-0.35438859919035104,-0.35441296014724616,-0.07396523730505332,-0.02710296398927096,0.5017024777122575,0.7375288915533507,0.47757362656897523,0.05546657306912184,0.43193981171897977,-0.41958167379660943,-0.5114433734844447,0.09926440343277512,-0.5314133029320842,-1.0701619447373742,0.3595472039260697,0.16809949367656588,-0.11435584490598148,0.07751502417321587,-0.05567118928436025,1.4975741020381055,0.5928651918451254,0.1749585005744263,-0.6247460208852456,0.17808691716281908
ENFP (男声版） Radio.csv,ENFP,-0.4923754925702209,-0.49238236345458614,-1.0193862905622793,0.6373888979029148,-1.6835632590766587,-0.23994468352685294,-2.438544717837446,-1.6265646390505093,-0.4058660184397406,-0.6962852966813697,1.8711836159247892,0.07207671088047254,-0.5558697687386916,-1.1596100744137703,-0.6713999180237036,0.14141392334649042,-1.1440882216776682,-1.4908849442019985,0.7582536427263044,-0.7677680490682266,-1.0264424089320472,0.3352317637269021,-1.3616676167529354,0.9961623057800079
ENFP Core.csv,ENFP,-0.21222028479897,-0.21226506872267106,1.041396855415818,-0.8220510902173372,1.3342621228891476,-0.8179191161622947,0.7615665235526533,-0.11840911275715879,0.8552649627510873,0.19879460532040355,-0.9225250189119515,-1.0579443519341376,-0.08532259381308027,0.37393107934531583,1.7866337987651928,0.1909948654681618,0.09270329381148565,-0.15276005532612286,1.2983535897788554,1.995824342709317,0.6756222116991563,-0.34713617461811663,0.5705723347862367,-0.8719098657968256
ENFP kpop songs _3.csv,ENFP,-0.4463798614435976,-0.44639207463214714,1.4654083488719543,-0.9294671123810676,1.8776616966377788,-2.706873424994376,-0.33691709394684466,-0.3425698809256713,0.9272649372094172,-1.3385370625162194,-1.1229630398811425,-1.9800398055370942,-0.568056142141406,-1.238969692712761,1.4813242290029436,-1.747868283783148,1.2452051783373244,0.5970928308792988,0.8183489950453025,0.6486169158948243,1.74148168578242,-1.7056765490473276,0.4498339712775752,-0.7137359058269637
