playlist_id,mbti,#_mean,#_std,BPM_mean,BPM_std,Energy_mean,Energy_std,Popularity_mean,Popularity_std,Dance_mean,Dance_std,Acoustic_mean,Acoustic_std,Instrumental_mean,Instrumental_std,Valence_mean,Valence_std,Speech_mean,Speech_std,Live_mean,Live_std,Loud (Db)_mean,Loud (Db)_std,Time Signature_mean,Time Signature_std
ENFP playlist .#🎧🎤.csv,ENFP,1.205281438103329,1.2050182708614088,0.3710183246159516,-0.40804870422005446,-0.060360962733687795,0.3422214430786399,-0.8331887934354342,1.1287269622343477,0.47068991120744885,0.3004865252407599,0.4192102089834358,0.5009105218990418,-0.43303997072642325,-0.3151820805660425,0.6241086829712219,0.9675055384730704,-0.5177998789160694,-0.5681345887467132,-0.3266381635387836,-0.2135672975814639,0.16223537815709826,-0.22807322491977566,-0.07073340792133098,0.1510379300958448
Enfp playlist .csv,ENFP,-0.33766291514430624,-0.33768960575096796,-0.6024932661654356,0.37850625226608736,-0.14054652305382315,0.42626394090059205,0.32451918988278317,1.4559137829074706,0.011482010847805426,-0.20729850360653354,0.21830592928607898,0.866279232209213,-0.42079861154640846,-0.5682121579513519,0.07229067434359546,0.9020815576429476,-0.6189497287202541,-0.6362256770820872,-0.5820667821749193,-0.14120075537075222,-0.03524593281256344,0.017134777659792773,-0.9382898509680263,0.6210466824109839
enfp songs' database.csv,ENFP,-0.2623973369371045,-0.2624347794612287,0.8217106293376379,0.08715714548869921,0.4717019535648644,0.78654339092807,0.250991808024981,0.9503547288673412,-0.3966039809090807,1.0059422418572261,-0.4620166979576919,0.2468239701612454,-0.2382974338283595,0.16746602701846122,0.341758504850361,1.0975738281113294,-0.5733103159700172,-0.7289556205124386,1.0575039685596825,1.8523138610475929,0.02710919696972553,0.5463194667430761,-0.1226079168870126,0.09854316324082675
ENFP songs.csv,ENFP,0.12647481713343772,0.12637887886252072,-0.19867469549124103,-0.36206214782519314,0.37368021822549413,0.4311904430621754,0.8610553880840316,-0.32675803410760734,0.37677162600096137,0.5573885674584452,-0.43503220217887295,-0.14310321208666202,-0.3442901166713161,-0.22542593372432693,0.47899230263811754,0.5557966104712739,-0.28691867904819407,-0.08204043735439212,0.6286540697959397,1.2109173842167287,0.23875135902976297,-0.3177635938636028,0.23579778142131674,-0.4913014223073841
ENFP vibes 🌈✨.csv,ENFP,-0.23312738985652606,-0.23316910174765065,0.02173013449946832,-0.5391821841545118,0.07304806790531987,0.6568692715755843,0.5071678332404207,1.1140253034872865,0.4029003273070606,-0.18688212224525477,-0.18558698370223248,0.5895885901585997,-0.39627217404645027,-0.474455000266662,0.22215160413048812,0.20949918776813348,-0.5810654505584364,-0.48294550141027864,-0.9452911808980844,-0.8381680218667078,0.2489158969272465,-0.18058310589360183,-0.05220679757644523,0.032386500851199804
enfp vibes!!!.csv,ENFP,-0.33766291514430624,-0.33768960575096796,0.38664156610072903,-0.3301085501007173,0.4523423179405579,-0.39720003676731025,0.24750134407713917,1.647718461461762,-0.029985954737185055,0.5863044483634469,-0.47157616379540124,-0.11265257529401443,-0.14659216591407728,0.19792453627481635,0.6108476759121128,-0.12116130525700007,-0.7687040518069691,-0.6421232320113551,-0.030288164139236195,0.2568679998995714,0.21567511083007065,-0.5848675074424177,0.22697005486199864,-0.10200214464706577
ENFP __ the campaigner.csv,ENFP,-0.4463798614435976,-0.44639207463214714,1.1855696399144215,-0.5994456578062916,0.46237036234977846,-0.10561551256832233,-0.2889387637728373,1.7985591554042668,0.6084079074653865,1.0765306434529043,-0.3436990785791638,-0.22465204739658678,-0.12110605745732518,0.2575397222463458,1.9366890168843438,-0.1533978922797025,0.24847968369459794,0.7065570913003528,0.5321806506691213,1.1031566983489884,0.10193316615180437,-0.4059471665874457,0.4498339712775752,-0.7137359058269637
ENFP's favs.csv,ENFP,1.0040994724903736,1.0113129211781566,0.43475461008913496,-1.9709225691261056,0.9011542410364549,-0.1835998732319935,0.4681846625185985,0.3401111588956172,0.9893275471423129,-0.028960435726844307,-0.8845407029083738,-0.7967994227837499,-0.24242452063762163,0.12318496016172903,1.3165311870757173,-0.053623945106844643,0.11555957022887203,0.17913132017872024,1.334826468793201,1.0821230313080596,0.378648745488326,0.27495912372817066,0.5044128895834286,-0.4045482064248003
ENFP(1).csv,ENFP,-0.433835598409064,-0.4338493781711859,2.547529490501218,1.3246989769830622,1.5176404388211686,-0.31284265227356145,-1.279714955384275,-0.09133963806093569,-0.8701629965895977,-1.138058542259978,-1.100594771329023,-1.616719840977492,-0.538430422416863,-1.091141455688396,1.6456421831205241,-1.3684279172907916,-1.0463735258635867,-1.337418469888414,0.9055409124724204,-0.43151751683112377,1.3050663279238899,0.15821546388855648,1.0038099920820127,-2.078224018206959
enfp(2).csv,ENFP,-0.11604760153421227,-0.1161066980235563,1.6153013362767472,-1.153914415515112,1.4957908269135856,-0.9609115278983457,0.3360781900578832,-0.7491490548801113,1.0602995838935205,-0.4202957184351888,-1.0072460941027328,-1.394000337748177,-0.33389370519628925,-0.06712342721323852,2.334083780691247,-1.4558898104525324,0.57444960311602,0.5972058669731224,0.7769567880908904,0.7422076435608966,1.1899323324418523,-0.7857813134307765,0.7624347258743661,-1.1732160177058801
ENFP.csv,ENFP,0.7495065478486075,0.7493143011468921,0.9372490552522689,0.2911805394022104,0.7912625053195945,-0.08999091526489876,-0.19091538936909347,-0.8852736620322835,-0.13831393550168306,-0.31194376319188594,-0.7156144931961167,-0.4673985944678299,-0.48756869950033926,-0.6714840713944963,0.849562843773672,-0.9787824458247188,-0.6044202506878255,-0.5714692925840712,0.1379775710961678,-0.2319175828196875,0.9774351426593068,-0.8272383678981502,0.5655782407540108,-0.7377143752841607
ENFPcore.csv,ENFP,-0.2623973369371045,-0.2624347794612287,1.1166883789074007,0.6441474739517088,1.2661939136839657,0.21665056899183543,1.3087035570891592,-0.5620348484113157,-0.23227750859091972,0.26916575276141647,-1.0577950585266753,-1.0680350845759141,-0.21192604862341335,-0.08037324582289028,1.5077542068080991,0.13186937410560903,-0.11834242011609249,-0.3904819336173428,1.3068792400874985,1.9262979877189814,0.5734668448214939,-0.24165427205865836,0.3601426155282883,0.48666256872194885
ENFPに刺さる曲.csv,ENFP,-0.48401265054719844,-0.48402043506066883,2.285673081611264,0.7011827235969842,1.6062072814834476,0.19191419031080306,0.036808846355952184,-0.4871815654139205,-1.0119376715703883,0.20026138871929325,-0.7305106894479995,-0.029313009030866505,-0.33131898415556965,-0.09330314915482377,1.0701410609617046,-0.9731205960560275,0.6030839462117218,0.1754855434455266,-0.17498535418355834,-0.9930636935909766,1.02926078453718,-0.4610768441294832,0.35395350613834864,-0.602576826844165
ENFP🎞️ 🪐.csv,ENFP,-0.19131317974141399,-0.1913610518346373,0.4874153350925442,-0.588480141039002,-0.03052087683060531,0.38021156579812304,1.4401750039456784,-1.3166195338228304,0.7459792872339791,0.6295180740232021,-0.013715814067160157,0.4456446708570675,-0.48250710249484363,-0.5273725114451817,-0.14338296700409336,0.36725619098319734,0.24847968369459794,0.3875478810002522,-0.755576899023696,-0.09546807925227072,0.3516106056894616,-0.107386880293655,-0.6581180703313,0.3952939486816459
My ENFP vibes.csv,ENFP,0.9878475455047463,0.9876182360546912,-0.13939395234659765,0.7714487051612878,-0.06860567869564647,0.670645613203881,-0.410237808134729,1.5117123608975758,-0.4784085386744868,0.6940533250656908,-0.07581083734909737,0.7248694910318026,0.12669920781915373,0.6352825928010943,-0.10814387427480623,0.8312554437805045,0.03665789363792243,0.2600499316846926,-0.2273342187797916,-0.03213145902683423,-0.15419221386236143,-0.0653408786766082,-0.37633076271913773,0.4414274665064771
❝ENFP❞.csv,ENFP,2.7273186862934082,2.726817992204323,-0.6011093950474216,-0.07372318183069305,-0.00929459863985825,0.6083374349645881,1.0315600718773863,-0.1291374910003838,0.10426383543717033,1.810554528169281,-0.006234698516499814,0.42495421481896617,-0.2361884651710221,0.10475380151608388,-0.293844042797395,0.9545435161491553,0.2074993323469179,0.4198543206716128,0.23562997916465725,0.20977108526744573,0.004142835666222067,1.9308224071650717,-0.3561335809415636,0.6645165755285573
as an entj woman.csv,ENTJ,-0.2456716528910597,-0.24571153022797543,0.7496268256479446,0.7230850629893016,0.47012811978195024,-0.45785834520227703,0.8048675471883838,0.06375429075151705,0.4839885544859519,0.4612797934078719,-0.9299745163239831,-1.059820679527749,-0.38646665281860554,-0.41585369558616664,0.36700867883472654,-0.013772492923125922,1.1922990413346632,0.5447066166930716,2.2380327768931934,1.937090764388727,0.4128464792396761,-0.20981981701544583,0.6937867143841188,-1.0536317945491307
entj (from an entj).csv,ENTJ,-0.05332628636154417,-0.05339483317212697,-0.2887811184928133,-0.691770163119889,0.3064424833364107,0.25528138570217374,0.7607765969290062,-0.06534158643909577,0.3958254943987886,0.9923480827918281,-0.5148321101677354,-0.07700756806749988,1.9761463900624086,2.441436219613513,-0.3394254070893213,1.5773448463907607,0.4193469113476367,0.5786122951068552,0.25708979059137216,0.4700107053955958,-0.2701667598688329,0.4832200508392889,0.24075269890945325,0.8383131748345725
ENTJ (PDB).csv,ENTJ,-0.36275144121337344,-0.36277464787756175,0.06105041401190427,-0.036065776847560335,0.6832006614749163,-0.6028986134592145,0.05962894881688384,0.965576532422299,0.25882072989257904,0.06088847002077284,-0.5930224697212104,-0.4889193706242388,-0.442243659295101,-0.818429226435961,0.14694523260228515,0.05988647930285519,0.2906691226212742,-0.013012762766833453,0.038451933057128684,-0.16081549824690453,0.7797611779336663,-0.7407021159410347,1.2124059011503512,-0.6096715231348021
ENTJ - KPOP.csv,ENTJ,-0.41292849335150794,-0.4129449599002569,0.9079887062868974,-0.5873717578684429,1.3497453416648175,-2.21394646415391,0.2812567917390829,-0.3224822390836589,1.5304324251017898,-1.1515234378966546,-1.0773124601582331,-1.8963487109824757,-0.5503441256514344,-1.0914414500012148,0.7757516191995062,-1.1675543731499296,1.514506787138309,0.6982827209616196,0.14854917451264538,0.5731045341927974,1.4002558517476218,-1.015970731580162,1.0038099920820127,-0.7749677064885068
ENTJ - The Commanders.csv,ENTJ,-0.3042115470522166,-0.3042429688635787,0.3467823387623952,0.34052735996290334,0.03188820419054647,-0.4542823682202883,-0.8493017374921416,1.3742208253289605,0.8321491814776234,0.8354335863465159,-0.640151181657557,-0.5716379654224044,-0.25329816104007985,-0.06867212979690206,-0.08429859442754493,0.7312140383098008,2.476498402170406,1.397924838152002,0.42750328259467607,0.08715962639104154,0.13373418739817963,-0.41050211009012244,0.47024361414931654,-0.3422767676539287
entj 3w4.csv,ENTJ,-0.33348149413279504,-0.3335087711931882,-0.4646460457457427,-0.1503510206222663,-0.4188820251271832,1.8155549525301833,0.5881866061009033,-0.17993182220421367,-0.5546663552638739,1.032406051798678,0.16296676755719997,1.193460007235802,0.5904072098999719,1.3813158039593312,0.06500695650664086,1.5136702007931062,-0.0840318246642986,0.374244363292848,0.49640960762209835,2.107780530581475,-0.9015999061717104,1.4195645190033153,-0.7242174819045515,1.188756562398176
ENTJ anthem.csv,ENTJ,0.172470448260061,0.1723674548668463,0.33179447953159147,0.01913885718849032,0.34894211982885737,-0.4529782165260067,0.9507048157243592,-0.9927479038721925,0.6991583879173063,0.4793438328574556,-0.8083678401928438,-1.0509726684957779,-0.32789899530037286,-0.15286127023342957,-0.15090180962425268,0.35137414572278614,1.7159757298056246,1.2312336105811879,0.17275868703874958,0.7733180147068924,0.4456278999077085,-0.6239627902071084,0.6804364296985599,-0.258780811060129
ENTJ Girl_ Leader even if they're not asked 🍷.csv,ENTJ,-0.45892412447813125,-0.45893481163378647,0.35023169497436635,0.6756445821404,-0.12172465508574716,-0.03335534202126695,1.756431438050935,-1.4565927793312823,-0.34009421911189497,0.11453825863372244,-0.21526846736690927,0.24416088276091902,-0.45385028133244837,-0.6845352317313989,-0.6861469822277276,0.010714901131818333,-0.41927729793796736,-0.30248134659544673,-0.3312583194314266,-0.23832129191656976,-0.043998992474515976,-0.21475098257752495,0.7124950156245085,0.16858827904033935
ENTJ playlist for badass commanders🔥💅.csv,ENTJ,-0.3669328622248847,-0.3669554946047326,0.6810305449370003,-0.47563583587273317,0.24459595024292302,-0.8763087904899659,0.50565498269781,0.18880682558485884,1.5395540057168813,-0.8505956779926378,-0.7951550381824645,-1.4625697527714112,-0.4259399824020147,-0.4644428925834029,0.5306213574737595,0.13887556962664666,1.4507798116073864,1.2972689475992893,-1.0310139304857708,-0.7088009308531796,0.4356686770004727,-0.8067481202914539,-0.47461351343982694,0.9309519411297771
entj playlist.csv,ENTJ,-0.12022902254572347,-0.1202874917572011,0.8375302339581214,-0.1928136895834942,0.3204989694159808,-0.02793530376941116,0.915588007850566,-0.535774546396028,0.13530221712691687,1.2166006289980147,-0.6155139198218444,-0.34882931603197825,-0.24711221892176705,0.0985433448539005,-0.31982368737974903,0.21271208213093373,0.5568192252027794,0.4520499188407467,0.04116518208121251,1.090435693599901,0.33376794933880877,-0.2432173299418411,0.3960305447965656,0.049651756299608024
ENTJ Radio(1).csv,ENTJ,-0.4923754925702209,-0.49238236345458614,-0.6392672360030616,-4.136894953109218,-0.8266036104901775,0.9352059168597753,-2.7142686058216516,-0.9000758301344368,0.9964363412425988,-2.8481282319159096,-0.004850592035494319,0.3196512648627501,7.2377874149646,1.6219477726349651,-0.6210864048570344,1.7003509178792897,-1.2309457290679628,-1.6793649286273744,-1.3364986381073443,-0.921472541906594,-3.6359045553532816,2.675332726265297,1.0038099920820127,-2.078224018206959
ENTJ Radio.csv,ENTJ,-0.4923754925702209,-0.49238236345458614,-1.8429775754405864,-1.7785206006524659,-0.056977429275567704,-2.069843132849376,-1.2000977572826907,-1.874691747304707,1.272504814737107,-3.2107499212354673,0.11799292905514346,-0.7406879302542533,-0.5707797442199496,-1.2717507029907158,0.6870649374763725,-0.3061761017926467,-1.0572307142873734,-1.3510127511553318,-0.6382478778294614,-0.677866189024616,-0.021241037353439653,-1.3002735734709323,1.0038099920820127,-2.078224018206959
Entj songs (all base from pdb).csv,ENTJ,-0.48819407155870964,-0.4882013954296487,-0.704345716113691,0.8521285175784035,0.5135441435230262,-0.5055843358543424,1.047101764865283,-0.1836010131722653,0.7291641671486496,-0.5634206719722006,-0.5606834890419395,-0.8165037364802875,-0.5019516221103888,-0.9511303011786443,0.6994377867109871,-0.8607779780398229,1.3219837528546208,0.7618752834415741,0.025774904003427322,0.9677040036372533,0.39485539096885974,-0.825364716994487,0.3412112221002376,-0.5884779665801262
entj vibes ;).csv,ENTJ,-0.028237760292476925,-0.02831010589381993,-0.030941210513104823,-1.3440125890038468,0.22455095312195342,-0.20732020152068673,0.4984375494767375,0.8658756407985845,0.4723777871322896,1.1827015862961119,-1.021054793982284,-1.4359626782658927,1.0641314802901676,1.9563336839303618,-0.4762267169742195,2.008108676044108,0.30065963416835195,0.17176942870124554,1.3773548603018815,1.542223609031337,-0.06601755870489288,1.1496370396944051,0.26918961666743,-0.30664558792846497
ENTJ vibes..csv,ENTJ,-0.03241918130398813,-0.03249089312525498,-0.361657139444188,0.05418510057382773,-0.0004608494789271228,-0.25354784667336117,0.6568025050913862,0.9829406191975743,-0.08783827411581031,0.38422774784029956,-0.6290826149688984,-0.6047318728038432,0.041327999198124604,0.48970887342969965,-0.4396170930449579,0.19174420231326564,-0.014940625603836855,0.32400718562237785,0.49640960762209835,0.22904449512242453,0.11202429599978495,-0.5672196860528106,0.05339488138940207,0.3693195822521456
entj woman energy.csv,ENTJ,-0.4923754925702209,-0.49238236345458614,-0.23451083531500563,-0.9316255537483129,0.5689124202228397,-0.9440830037196478,0.49429485044147736,1.1878276272715214,0.5823336310008342,0.5148383573618688,-0.9221712332231918,-1.1770624719002034,-0.1341304622688223,0.2705194494243838,-0.18503595741256568,0.09273113631617287,-0.10179813299413165,0.2816465109825983,0.06000288244842147,0.10002099125921418,0.5879719151184439,-0.8519988163748495,0.6658846193913059,-1.0035313321133443
